// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> １０月１２日(火)
<0003> １０月１２日(火)

// <0004> 瑚太朗＿体験版
<0004> 瑚太朗＿体験版

// <0005> 「………」
<0005> 「………」

// <0006> 起きた。
<0006> 起きた。

// <0007> さて、今日も一日頑張ろう…。
<0007> さて、今日も一日頑張ろう…。

// <0008> 教室に着くと、まずはいつもの日課に取り掛かった。
<0008> 教室に着くと、まずはいつもの日課に取り掛かった。

// <0009> 瑚太朗＿体験版
<0009> 瑚太朗＿体験版

// <0010> 「よう鳳。こないだから考えてたんだけど、『ナポリを見たら死ぬ』って映画のタイトルにしたら凄いインパクトじゃないか？」
<0010> 「よう鳳。こないだから考えてたんだけど、『ナポリを見たら死ぬ』って映画のタイトルにしたら凄いインパクトじゃないか？」

// <0011> 鳳＿体験版
<0011> 鳳＿体験版

// <0012> 「そんな事土日に考え続けてたんですか…」
<0012> 「そんな事土日に考え続けてたんですか…」

// <0013> 瑚太朗＿体験版
<0013> 瑚太朗＿体験版

// <0014> 「どうよ、『ナポリを見たら死ぬ』」
<0014> 「どうよ、『ナポリを見たら死ぬ』」

// <0015> 鳳＿体験版
<0015> 鳳＿体験版

// <0016> 「まあ、インパクトは」
<0016> 「まあ、インパクトは」

// <0017> 瑚太朗＿体験版
<0017> 瑚太朗＿体験版

// <0018> 「なんでナポリ見たら死ぬんだろうな。ナポリウィルスとかあるのかな」
<0018> 「なんでナポリ見たら死ぬんだろうな。ナポリウィルスとかあるのかな」

// <0019> 鳳＿体験版
<0019> 鳳＿体験版

// <0020> 「ナポリ発作でもあるんじゃないです？」
<0020> 「ナポリ発作でもあるんじゃないです？」

// <0021> 瑚太朗＿体験版
<0021> 瑚太朗＿体験版

// <0022> 「なるほど。その発作を抱えた人たちがナポリを見たいが、見たら死ぬという苦悩を抱えた映画か…」
<0022> 「なるほど。その発作を抱えた人たちがナポリを見たいが、見たら死ぬという苦悩を抱えた映画か…」

// <0023> 瑚太朗＿体験版
<0023> 瑚太朗＿体験版

// <0024> 「………」
<0024> 「………」

// <0025> 鳳＿体験版
<0025> 鳳＿体験版

// <0026> 「ど、どうしたんです？　何涙ぐんでるんですか」
<0026> 「ど、どうしたんです？　何涙ぐんでるんですか」

// <0027> 瑚太朗＿体験版
<0027> 瑚太朗＿体験版

// <0028> 「いや…美しい故郷のナポリを見たら死んでしまう、だが故郷に帰りたい…」
<0028> 「いや…美しい故郷のナポリを見たら死んでしまう、だが故郷に帰りたい…」

// <0029> 瑚太朗＿体験版
<0029> 瑚太朗＿体験版

// <0030> 「そんな老人のシーンを想像したら超泣けてきた。グリーンマイル並みに泣ける」
<0030> 「そんな老人のシーンを想像したら超泣けてきた。グリーンマイル並みに泣ける」

// <0031> 鳳＿体験版
<0031> 鳳＿体験版

// <0032> 「いや…泣けるかもしれませんが…」
<0032> 「いや…泣けるかもしれませんが…」

// <0033> というところで席に着いた。
<0033> というところで席に着いた。

// <0034> さて、今日はテストだ。
<0034> さて、今日はテストだ。

// <0035> 教室の雰囲気も、いつもと違っている。
<0035> 教室の雰囲気も、いつもと違っている。

// <0036> ほとんどのやつが登校してくるなり、机で教科書を開いて最後の予習をはじめる。
<0036> ほとんどのやつが登校してくるなり、机で教科書を開いて最後の予習をはじめる。

// <0037> 挨拶以外では、会話などほとんどない。
<0037> 挨拶以外では、会話などほとんどない。

// <0038> たまに問題を出し合ってたり、質問しあってたりするのがいるだけだ。
<0038> たまに問題を出し合ってたり、質問しあってたりするのがいるだけだ。

// <0039> ピリピリしていた。
<0039> ピリピリしていた。

// <0040> 瑚太朗＿体験版
<0040> 瑚太朗＿体験版

// <0041> 「…うー」
<0041> 「…うー」

// <0042> 俺も教科書を開き、悪あがきみたいに目を走らせていた。
<0042> 俺も教科書を開き、悪あがきみたいに目を走らせていた。

