// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> 朱音
<0003> 朱音

// <0004> 当たり前の月曜日が来た。
<0004> 当たり前の月曜日が来た。

// <0005> あの後、俺は昨日、丸一日寝ていたらしい。
<0005> あの後、俺は昨日、丸一日寝ていたらしい。

// <0006> 学校に来たのは、授業を受けるためじゃない。
<0006> 学校に来たのは、授業を受けるためじゃない。

// <0007> 確認をしたかったからだ。
<0007> 確認をしたかったからだ。

// <0008> 瑚太朗
<0008> 瑚太朗

// <0009> 「…」
<0009> 「…」

// <0010> 教室には早めに来た。
<0010> 教室には早めに来た。

// <0011> そして待った。
<0011> そして待った。

// <0012> クラスメイト
<0012> クラスメイト

// <0013> 「なー課題ってやった？」
<0013> 「なー課題ってやった？」

// <0014> クラスメイト
<0014> クラスメイト

// <0015> 「収穫祭って来週の月曜からだっけ？」
<0015> 「収穫祭って来週の月曜からだっけ？」

// <0016> クラスメイト
<0016> クラスメイト

// <0017> 「おまえメール出したのにスルーしたろ」
<0017> 「おまえメール出したのにスルーしたろ」

// <0018> クラスメイト
<0018> クラスメイト

// <0019> 「あー、昨日は漫画イッキ読みして丸一日潰しちゃったよ」
<0019> 「あー、昨日は漫画イッキ読みして丸一日潰しちゃったよ」

// <0020> 瑚太朗
<0020> 瑚太朗

// <0021> 「…」
<0021> 「…」

// <0022> とりとめのない会話がＢＧＭのようだ。
<0022> とりとめのない会話がＢＧＭのようだ。

// <0023> いつもなら俺を安心感で包んでくれる日常のサウンド。
<0023> いつもなら俺を安心感で包んでくれる日常のサウンド。

// <0024> 今日ばかりは読解不能な雑音としか思えなかった。
<0024> 今日ばかりは読解不能な雑音としか思えなかった。

// <0025> …心がささくれだっている。
<0025> …心がささくれだっている。

// <0026> 良くない傾向。
<0026> 良くない傾向。

// <0027> けど確認を済ませるまで、落ち着くことはできそうにない。
<0027> けど確認を済ませるまで、落ち着くことはできそうにない。

// <0028> 心に余裕がなくなると弱さが露呈する。
<0028> 心に余裕がなくなると弱さが露呈する。

// <0029> 無理もない。
<0029> 無理もない。

// <0030> あんなことがあったんだ…
<0030> あんなことがあったんだ…

// <0031> 瑚太朗
<0031> 瑚太朗

// <0032> 「………」
<0032> 「………」

// <0033> こうして思い返しても、夢としか思えない。
