// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> １０月１６日(土)
<0003> １０月１６日(土)

// <0004> 目覚めた。
<0004> 目覚めた。

// <0005> いい朝だった。
<0005> いい朝だった。

// <0006> がば、と起き上がる。
<0006> がば、と起き上がる。

// <0007> 体が軽かった。
<0007> 体が軽かった。

// <0008> 瑚太朗
<0008> 瑚太朗

// <0009> （今日は…）
<0009> （今日は…）

// <0010> 瑚太朗
<0010> 瑚太朗

// <0011> （なにか、ネタ集めでも出来たらいいが…）
<0011> （なにか、ネタ集めでも出来たらいいが…）

// <0012> 今の俺には目標がある。
<0012> 今の俺には目標がある。

// <0013> 瑚太朗
<0013> 瑚太朗

// <0014> 「よし」
<0014> 「よし」

// <0015> それは、何よりも肉体を躍動的にする原動力だった。
<0015> それは、何よりも肉体を躍動的にする原動力だった。

// <0016> 教室で、今までにストックしたネタを確認してみた。
<0016> 教室で、今までにストックしたネタを確認してみた。

// <0017> 瑚太朗
<0017> 瑚太朗

// <0018> 「うーむ」
<0018> 「うーむ」

// <0019> 面白そうなものはいくつかある。
<0019> 面白そうなものはいくつかある。

// <0020> だが…勝つためには、もう少し選択肢が欲しい。
<0020> だが…勝つためには、もう少し選択肢が欲しい。

// <0021> 瑚太朗
<0021> 瑚太朗

// <0022> 「学校ネタって結構あるんだよな…」
<0022> 「学校ネタって結構あるんだよな…」

// <0023> まずはそのあたりを探ってみるのもいいかもしれない。
<0023> まずはそのあたりを探ってみるのもいいかもしれない。

// <0024> それなら俺一人でも、日常的に気を配って探していけばいい話だ。
<0024> それなら俺一人でも、日常的に気を配って探していけばいい話だ。

// <0025> 鳳
<0025> 鳳

// <0026> 「何見てるんです？」
<0026> 「何見てるんです？」

// <0027> 瑚太朗
<0027> 瑚太朗

// <0028> 「ああ、ネタだ」
<0028> 「ああ、ネタだ」

// <0029> 鳳
<0029> 鳳

// <0030> 「はあ」
<0030> 「はあ」

// <0031> 小鳥
<0031> 小鳥

// <0032> 「なんか本当にやる気ね、瑚太朗君」
<0032> 「なんか本当にやる気ね、瑚太朗君」

// <0033> 瑚太朗
<0033> 瑚太朗

// <0034> 「そうだな…それが部活パワーじゃないのか？」
<0034> 「そうだな…それが部活パワーじゃないのか？」

// <0035> 鳳
<0035> 鳳

// <0036> 「よくわかりませんけどー」
<0036> 「よくわかりませんけどー」

// <0037> 大体、今だって鳳から俺に話しかけてきたんだ。
<0037> 大体、今だって鳳から俺に話しかけてきたんだ。

// <0038> 気まずいヤツとも仲良くなることが出来る。それこそ部活パワーの力に他ならない。
<0038> 気まずいヤツとも仲良くなることが出来る。それこそ部活パワーの力に他ならない。

// <0039> 小鳥だって、部活をはじめてから毎日学校に来てくれている。
<0039> 小鳥だって、部活をはじめてから毎日学校に来てくれている。

// <0040> ビバ、部活パワー。
<0040> ビバ、部活パワー。

// <0041> 休み時間。
<0041> 休み時間。

// <0042> ちょっとネットのチェックもしたい。部室に行ってみよう。
<0042> ちょっとネットのチェックもしたい。部室に行ってみよう。

// <0043> …誰かいるかな？
<0043> …誰かいるかな？

// <0044> まあ、誰もいなくても、本とか色々いっぱいあったし暇つぶしにはなりそうだ。
<0044> まあ、誰もいなくても、本とか色々いっぱいあったし暇つぶしにはなりそうだ。

// <0045> とりあえず入ってみることにする。
<0045> とりあえず入ってみることにする。

// <0046> ………。
<0046> ………。

// <0047> 瑚太朗
<0047> 瑚太朗

// <0048> 「誰もいない…かな？」
<0048> 「誰もいない…かな？」

// <0049> と思ったら、いた。
<0049> と思ったら、いた。

// <0050> 
<0050> 

// <0051> ？？＿咲夜
<0051> ？？＿咲夜

// <0052> 「………」
<0052> 「………」

// <0053> その男は本を片手に構え、こちらを見ていた。
<0053> その男は本を片手に構え、こちらを見ていた。

// <0054> 窓の外の光から逆光になり、姿が暗く見える。
<0054> 窓の外の光から逆光になり、姿が暗く見える。

// <0055> すぐに目が慣れてくると、眼鏡を掛けた、男の俺から見ても『整った』という形容がふさわしい顔立ちが鮮明になってくる。
<0055> すぐに目が慣れてくると、眼鏡を掛けた、男の俺から見ても『整った』という形容がふさわしい顔立ちが鮮明になってくる。

// <0056> 厳かで、うっすらと冷たい雰囲気。
<0056> 厳かで、うっすらと冷たい雰囲気。

// <0057> 男の印象は例えるなら、誰もいない雪の教会に似ていた。
<0057> 男の印象は例えるなら、誰もいない雪の教会に似ていた。

// <0058> 男はすぐに視線を本に戻す。
<0058> 男はすぐに視線を本に戻す。

// <0059> 誰だ？
<0059> 誰だ？

// <0060> この学校では見たことがない。
<0060> この学校では見たことがない。

// <0061> 瑚太朗
<0061> 瑚太朗

// <0062> 「ねえ」
<0062> 「ねえ」

// <0063> ？？＿咲夜
<0063> ？？＿咲夜

// <0064> 「………」
<0064> 「………」

// <0065> 無視された。
<0065> 無視された。

// <0066> 瑚太朗
<0066> 瑚太朗

