// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> 静流
<0003> 静流

// <0004> 瑚太朗
<0004> 瑚太朗

// <0005> 「………」
<0005> 「………」

// <0006> 目が覚める。
<0006> 目が覚める。

// <0007> 瑚太朗
<0007> 瑚太朗

// <0008> 「………」
<0008> 「………」

// <0009> 枕元で目覚まし代わりに使っている携帯が鳴っていた。
<0009> 枕元で目覚まし代わりに使っている携帯が鳴っていた。

// <0010> 瑚太朗
<0010> 瑚太朗

// <0011> 「………」
<0011> 「………」

// <0012> 不機嫌にそれを掴む。
<0012> 不機嫌にそれを掴む。

// <0013> 瑚太朗
<0013> 瑚太朗

// <0014> 「あっ」
<0014> 「あっ」

// <0015> バキ、という音。握りつぶしてしまった。
<0015> バキ、という音。握りつぶしてしまった。

// <0016> 瑚太朗
<0016> 瑚太朗

// <0017> 「うわー…」
<0017> 「うわー…」

// <0018> そんなに弱ってたんだろうか？
<0018> そんなに弱ってたんだろうか？

// <0019> 瑚太朗
<0019> 瑚太朗

// <0020> 「違うわ…」
<0020> 「違うわ…」

// <0021> 俺、めちゃくちゃ強化したんだった。
<0021> 俺、めちゃくちゃ強化したんだった。

// <0022> 思い出せば、なんか身体が火照ってるような。
<0022> 思い出せば、なんか身体が火照ってるような。

// <0023> 瑚太朗
<0023> 瑚太朗

// <0024> 「…うーむ」
<0024> 「…うーむ」

// <0025> 胸の辺りを押さえる。
<0025> 胸の辺りを押さえる。

// <0026> あの事件の後だ。いつもどおりというわけには行かない。
<0026> あの事件の後だ。いつもどおりというわけには行かない。

// <0027> 先に顔を洗い、目を覚ますことにした。
<0027> 先に顔を洗い、目を覚ますことにした。

// <0028> 瑚太朗
<0028> 瑚太朗

// <0029> （そうだ、とにかく連絡…）
<0029> （そうだ、とにかく連絡…）

// <0030> …携帯、今壊れちまったばっかだ。
<0030> …携帯、今壊れちまったばっかだ。

// <0031> 別の手段でかけようにも、番号はメモリに登録したものしかない。
<0031> 別の手段でかけようにも、番号はメモリに登録したものしかない。

// <0032> 瑚太朗
<0032> 瑚太朗

// <0033> 「あー、くっそー…」
<0033> 「あー、くっそー…」

// <0034> データサルベージできるかな、あれ…。
<0034> データサルベージできるかな、あれ…。

// <0035> 顔を洗い、軽く冷蔵庫の中の物を摘んでから部屋に戻る。
<0035> 顔を洗い、軽く冷蔵庫の中の物を摘んでから部屋に戻る。

// <0036> 瑚太朗
<0036> 瑚太朗

// <0037> （学校、行くべきか…）
<0037> （学校、行くべきか…）

// <0038> それどころではない、とんでもないことに巻き込まれた気がする。
<0038> それどころではない、とんでもないことに巻き込まれた気がする。

// <0039> まずどうするべきだろう。
<0039> まずどうするべきだろう。

// <0040> 少し整理することにした。
<0040> 少し整理することにした。

// <0041> オカ研の面々の奇怪な行動。
<0041> オカ研の面々の奇怪な行動。

// <0042> 静流はある意味、そういうもの…ああした非日常的な世界の住人なのかもしれない。
<0042> 静流はある意味、そういうもの…ああした非日常的な世界の住人なのかもしれない。

// <0043> だとすれば、委員長だってそうだ。
<0043> だとすれば、委員長だってそうだ。

// <0044> 異能者であることに加えて、静流と仲が良く、昔から知り合いだったこと。
<0044> 異能者であることに加えて、静流と仲が良く、昔から知り合いだったこと。

// <0045> 委員長が、静流と関係者であることも納得がいく。
<0045> 委員長が、静流と関係者であることも納得がいく。

// <0046> …問題は会長とちはやだ。
<0046> …問題は会長とちはやだ。

// <0047> 少なくとも、静流、ルチアと友好な関係じゃなさそうな雰囲気。
<0047> 少なくとも、静流、ルチアと友好な関係じゃなさそうな雰囲気。

// <0048> いや、明らかに敵対関係にあった。
<0048> いや、明らかに敵対関係にあった。

// <0049> 何より、あの化け物…。
<0049> 何より、あの化け物…。

// <0050> 瑚太朗
<0050> 瑚太朗

// <0051> （会長もちはやも、あの化け物がらみの人間だったってことだよ…）
<0051> （会長もちはやも、あの化け物がらみの人間だったってことだよ…）

// <0052> 町で噂されていた怪死事件。
<0052> 町で噂されていた怪死事件。

// <0053> それに、あの化け物を重ね合わせる。
<0053> それに、あの化け物を重ね合わせる。

// <0054> すべて、辻褄が合う。
<0054> すべて、辻褄が合う。

// <0055> 俺だって殺されかけた。
<0055> 俺だって殺されかけた。

// <0056> 結論はひとつだ。
<0056> 結論はひとつだ。

// <0057> 瑚太朗
<0057> 瑚太朗

// <0058> 「…俺はまんまと騙されてたってことかい」
<0058> 「…俺はまんまと騙されてたってことかい」

// <0059> 深く息を吐いた。
<0059> 深く息を吐いた。

// <0060> 何も知らなかったのか、俺は。
<0060> 何も知らなかったのか、俺は。

// <0061> いや、俺は少なくとも静流のことは多少なりとも…。
<0061> いや、俺は少なくとも静流のことは多少なりとも…。

// <0062> 瑚太朗
<0062> 瑚太朗

// <0063> 「小鳥、ショックだったんじゃないか…」
<0063> 「小鳥、ショックだったんじゃないか…」

// <0064> 小鳥は本当に何も知らなかったはずだ。
<0064> 小鳥は本当に何も知らなかったはずだ。

// <0065> まずはもっと、詳しく話を知りたい。
<0065> まずはもっと、詳しく話を知りたい。

// <0066> …静流に話を聞きたい。
<0066> …静流に話を聞きたい。

// <0067> きっと、知ってるはずだ。
<0067> きっと、知ってるはずだ。

// <0068> 瑚太朗
<0068> 瑚太朗

// <0069> 「あー、くそっ」
<0069> 「あー、くそっ」

// <0070> 携帯をぶっ壊したことが悔やまれる。
<0070> 携帯をぶっ壊したことが悔やまれる。

// <0071> ぱに
<0071> ぱに

// <0072> 「おはようございますわ～」
<0072> 「おはようございますわ～」

// <0073> 瑚太朗
<0073> 瑚太朗

// <0074> 「ん」
<0074> 「ん」

// <0075> クローゼットからぱにが出てきた。
<0075> クローゼットからぱにが出てきた。

// <0076> ぱに
<0076> ぱに

// <0077> 「あら、瑚太朗さん。今日は遅いんですのね」
<0077> 「あら、瑚太朗さん。今日は遅いんですのね」

// <0078> 瑚太朗
<0078> 瑚太朗

// <0079> 「………」
<0079> 「………」

// <0080> そういえば、こいつら…。
<0080> そういえば、こいつら…。

// <0081> 瑚太朗
<0081> 瑚太朗

// <0082> 「…なあ」
<0082> 「…なあ」

// <0083> ぱに
<0083> ぱに

// <0084> 「はい？」
<0084> 「はい？」

// <0085> 瑚太朗
<0085> 瑚太朗

// <0086> 「昨日さ、化けもんに会った」
<0086> 「昨日さ、化けもんに会った」

// <0087> ぱに
<0087> ぱに

// <0088> 「ば、ばけもの？」
<0088> 「ば、ばけもの？」

// <0089> 瑚太朗
<0089> 瑚太朗

// <0090> 「…でっかい犬みたいなやつと、空飛ぶ竜みたいなやつで…」
<0090> 「…でっかい犬みたいなやつと、空飛ぶ竜みたいなやつで…」

// <0091> 瑚太朗
<0091> 瑚太朗

// <0092> 「おまえらさ…ああいうのの仲間なのか」
<0092> 「おまえらさ…ああいうのの仲間なのか」

// <0093> ぱに
<0093> ぱに

// <0094> 「そうですの…」
<0094> 「そうですの…」

// <0095> 瑚太朗
<0095> 瑚太朗

// <0096> 「返答によっちゃ、お前らを置いとくわけには行かないし…」
<0096> 「返答によっちゃ、お前らを置いとくわけには行かないし…」

// <0097> ぱに
<0097> ぱに

// <0098> 「………」
<0098> 「………」

// <0099> ぱに
<0099> ぱに

// <0100> 「やっぱり、そうですのね…」
<0100> 「やっぱり、そうですのね…」

// <0101> ぱに
<0101> ぱに

// <0102> 「でも、前にも言いましたけど…私たちは仲間ではありませんわ。追われる側ですの」
<0102> 「でも、前にも言いましたけど…私たちは仲間ではありませんわ。追われる側ですの」

// <0103> ぱに
<0103> ぱに

// <0104> 「確かに、同じものかといわれれば、そうなのですけど…」
<0104> 「確かに、同じものかといわれれば、そうなのですけど…」

// <0105> 瑚太朗
<0105> 瑚太朗

// <0106> 「………」
<0106> 「………」

// <0107> ？？＿ぎる
<0107> ？？＿ぎる

// <0108> 「なんだー？　何の騒ぎだー？　ふあああぁぁ…」
<0108> 「なんだー？　何の騒ぎだー？　ふあああぁぁ…」

// <0109> 瑚太朗
<0109> 瑚太朗

// <0110> 「お前…」
<0110> 「お前…」

// <0111> …えーと。
<0111> …えーと。

// <0112> 瑚太朗
<0112> 瑚太朗

// <0113> 「なんだっけ、名前」
<0113> 「なんだっけ、名前」

// <0114> ？？＿ぎる
<0114> ？？＿ぎる

// <0115> 「はぁ！？　ぎるだよぎる！　ぎるてぃのぎる！！　何寝ぼけてんだてめえー！！！」
<0115> 「はぁ！？　ぎるだよぎる！　ぎるてぃのぎる！！　何寝ぼけてんだてめえー！！！」

// <0116> 瑚太朗
<0116> 瑚太朗

// <0117> 「ああ、そういやそうだった」
<0117> 「ああ、そういやそうだった」

// <0118> 名前とかでこいつ呼ぶことあんまりなかったしな。
<0118> 名前とかでこいつ呼ぶことあんまりなかったしな。

// <0119> ぱに
<0119> ぱに

// <0120> 「とにかく…瑚太朗さんがそう疑うなら、私たちはもうここには居られませんわ…」
<0120> 「とにかく…瑚太朗さんがそう疑うなら、私たちはもうここには居られませんわ…」

// <0121> 瑚太朗
<0121> 瑚太朗

// <0122> 「あ、いや…」
<0122> 「あ、いや…」

// <0123> ぎる
<0123> ぎる

// <0124> 「疑う？　え、オレら？」
<0124> 「疑う？　え、オレら？」

// <0125> ぱに
<0125> ぱに

// <0126> 「そういうことですわ…」
<0126> 「そういうことですわ…」

// <0127> ぎる
<0127> ぎる

// <0128> 「はぁ！？　マジかよ！！　なんだよ今更っ！！」
<0128> 「はぁ！？　マジかよ！！　なんだよ今更っ！！」

// <0129> 瑚太朗
<0129> 瑚太朗

// <0130> 「だって…」
<0130> 「だって…」

// <0131> ぎる
<0131> ぎる

// <0132> 「くそっ、オレが馬鹿だった！　いいよ、出てってやらあ！」
<0132> 「くそっ、オレが馬鹿だった！　いいよ、出てってやらあ！」

// <0133> ぱに
<0133> ぱに

// <0134> 「ぎるちゃん…そんなに怒ってはいけませんわ」
<0134> 「ぎるちゃん…そんなに怒ってはいけませんわ」

// <0135> 瑚太朗
<0135> 瑚太朗

// <0136> 「………」
<0136> 「………」

// <0137> 今更って、言われても。
<0137> 今更って、言われても。

// <0138> 俺とこいつらの間にそんなに強固な信頼関係があったわけじゃない。
<0138> 俺とこいつらの間にそんなに強固な信頼関係があったわけじゃない。

// <0139> …それで怒られても、そんなのは筋違いだ。
<0139> …それで怒られても、そんなのは筋違いだ。

// <0140> 瑚太朗
<0140> 瑚太朗

// <0141> 「…そうだな、もういい」
<0141> 「…そうだな、もういい」

// <0142> ぱに
<0142> ぱに

// <0143> 「………」
<0143> 「………」

// <0144> ぱに
<0144> ぱに

// <0145> 「そう、ですわよね…」
<0145> 「そう、ですわよね…」

// <0146> ぱに
<0146> ぱに

// <0147> 「あの、ＰＣとか片付けていったほうがいいかしら…」
<0147> 「あの、ＰＣとか片付けていったほうがいいかしら…」

// <0148> 瑚太朗
<0148> 瑚太朗

// <0149> 「いや、いいよ」
<0149> 「いや、いいよ」

// <0150> ぱに
<0150> ぱに

// <0151> 「じゃあ、簡単なものだけ処分しておきますわ…」
<0151> 「じゃあ、簡単なものだけ処分しておきますわ…」

// <0152> ぎる
<0152> ぎる

// <0153> 「ちぇっ！！　ちぇっ！！！　テメエなんかもうしらねー！！！」
<0153> 「ちぇっ！！　ちぇっ！！！　テメエなんかもうしらねー！！！」

// <0154> 瑚太朗
<0154> 瑚太朗

// <0155> 「こっちのセリフだ」
<0155> 「こっちのセリフだ」

// <0156> …決めた。学校行こう。
<0156> …決めた。学校行こう。

// <0157> 瑚太朗
<0157> 瑚太朗

// <0158> 「じゃ、荷物なら片付けといてくれよ」
<0158> 「じゃ、荷物なら片付けといてくれよ」

// <0159> ぱに
<0159> ぱに

// <0160> 「ええ…」
<0160> 「ええ…」

// <0161> …寂しそう。
<0161> …寂しそう。

// <0162> ぎる
<0162> ぎる

// <0163> 「うるせーばーか！！！　めっちゃ後を濁して飛び立ってってやらあ！」
<0163> 「うるせーばーか！！！　めっちゃ後を濁して飛び立ってってやらあ！」

// <0164> ぱに
<0164> ぱに

// <0165> 「おばかー！　あれだけお世話になってましたのにっ！！」
<0165> 「おばかー！　あれだけお世話になってましたのにっ！！」

// <0166> ばきいっ。
<0166> ばきいっ。

// <0167> 瑚太朗
<0167> 瑚太朗

// <0168> 「…じゃな」
<0168> 「…じゃな」

// <0169> 得体の知れない連中だが、悪いやつらじゃない。
<0169> 得体の知れない連中だが、悪いやつらじゃない。

// <0170> だけど、置いておくのも躊躇われた。
<0170> だけど、置いておくのも躊躇われた。

// <0171> これでいいんだ。
<0171> これでいいんだ。

// <0172> 結局、こいつらは何も明かしてくれなかったんだから…。
<0172> 結局、こいつらは何も明かしてくれなかったんだから…。

// <0173> 瑚太朗
<0173> 瑚太朗

