// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> １０月２９日(金)
<0003> １０月２９日(金)

// <0004> 瑚太朗
<0004> 瑚太朗

// <0005> 「古文は小テストか…」
<0005> 「古文は小テストか…」

// <0006> だが昨日はなんとか勉強する時間は取れたはずだ…。
<0006> だが昨日はなんとか勉強する時間は取れたはずだ…。

// <0007> そう、昨日は…。
<0007> そう、昨日は…。

// <0008> 瑚太朗
<0008> 瑚太朗

// <0009> 「やべえ、明日古文の単語テストだ」
<0009> 「やべえ、明日古文の単語テストだ」

// <0010> ぎる
<0010> ぎる

// <0011> 「なんだそりゃあ？」
<0011> 「なんだそりゃあ？」

// <0012> 瑚太朗
<0012> 瑚太朗

// <0013> 「この単語帳の言葉覚えてかなきゃいけないんだよ」
<0013> 「この単語帳の言葉覚えてかなきゃいけないんだよ」

// <0014> ぎる
<0014> ぎる

// <0015> 「おめえ、ちまっちぇえことばっかやってて大変そうだなあ。ドンだけ無駄が好きなんだ？」
<0015> 「おめえ、ちまっちぇえことばっかやってて大変そうだなあ。ドンだけ無駄が好きなんだ？」

// <0016> 瑚太朗
<0016> 瑚太朗

// <0017> 「しょうがないだろう。それが学生の仕事だ」
<0017> 「しょうがないだろう。それが学生の仕事だ」

// <0018> ぎる
<0018> ぎる

// <0019> 「なんかメシ作るとかもっと役に立つことやってりゃいいのによ」
<0019> 「なんかメシ作るとかもっと役に立つことやってりゃいいのによ」

// <0020> ぱに
<0020> ぱに

// <0021> 「そうは行きませんわ。みんなが料理始めたら、世の中ご飯が余り過ぎるし食材がなくなって食糧危機ですわよ？」
<0021> 「そうは行きませんわ。みんなが料理始めたら、世の中ご飯が余り過ぎるし食材がなくなって食糧危機ですわよ？」

// <0022> ぎる
<0022> ぎる

// <0023> 「ほう…それもそうだ。じゃあ家でも作れば」
<0023> 「ほう…それもそうだ。じゃあ家でも作れば」

// <0024> ぱに
