// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> １１月１０日(水)
<0003> １１月１０日(水)

// <0004> 
<0004> 

// <0005> 休み時間、知らない女生徒に声をかけられる。
<0005> 休み時間、知らない女生徒に声をかけられる。

// <0006> 二年女子
<0006> 二年女子

// <0007> 「天王寺君って君だよね？」
<0007> 「天王寺君って君だよね？」

// <0008> 瑚太朗
<0008> 瑚太朗

// <0009> 「そうだけど」
<0009> 「そうだけど」

// <0010> 二年女子
<0010> 二年女子

// <0011> 「新聞部の者なんだけど」
<0011> 「新聞部の者なんだけど」

// <0012> 瑚太朗
<0012> 瑚太朗

// <0013> 「井上さんのお仲間だ」
<0013> 「井上さんのお仲間だ」

// <0014> 女の子の顔は、さっと青ざめた。
<0014> 女の子の顔は、さっと青ざめた。

// <0015> 二年女子
<0015> 二年女子

// <0016> 「井上、欠席してるの」
<0016> 「井上、欠席してるの」

// <0017> 瑚太朗
<0017> 瑚太朗

// <0018> 「欠席」
<0018> 「欠席」

// <0019> 何日か前、取材で森に行くと言っていた。
<0019> 何日か前、取材で森に行くと言っていた。

// <0020> どうなったのだろう、結果はまだ聞いていない。
<0020> どうなったのだろう、結果はまだ聞いていない。

// <0021> 瑚太朗
<0021> 瑚太朗

// <0022> 「ふーん、風邪かなんか？」
<0022> 「ふーん、風邪かなんか？」

// <0023> なぜそれを俺に報告する、と思いつつリターン。
<0023> なぜそれを俺に報告する、と思いつつリターン。

// <0024> 二年女子
<0024> 二年女子

// <0025> 「天王寺君、井上と仲良かったんだよね？」
<0025> 「天王寺君、井上と仲良かったんだよね？」

// <0026> 瑚太朗
<0026> 瑚太朗

// <0027> 「待てや」
<0027> 「待てや」

// <0028> 二年女子
<0028> 二年女子

// <0029> 「…え？」
<0029> 「…え？」

// <0030> 瑚太朗
<0030> 瑚太朗

// <0031> 「仲…良かった…どっからそういう話に？」
<0031> 「仲…良かった…どっからそういう話に？」

// <0032> 二年女子
<0032> 二年女子

// <0033> 「井上がそう言ってて…天王寺ってのになつかれたーって」
<0033> 「井上がそう言ってて…天王寺ってのになつかれたーって」

// <0034> 二年女子
<0034> 二年女子

// <0035> 「顔は６０点くらいの男子だけど…」
<0035> 「顔は６０点くらいの男子だけど…」

