// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> １０月１８日(月)
<0003> １０月１８日(月)

// <0004> 休み時間、廊下を歩いていると。
<0004> 休み時間、廊下を歩いていると。

// <0005> 瑚太朗
<0005> 瑚太朗

// <0006> 「お、静流だ」
<0006> 「お、静流だ」

// <0007> また中庭で日向ぼっこをしているようだ。
<0007> また中庭で日向ぼっこをしているようだ。

// <0008> 瑚太朗
<0008> 瑚太朗

// <0009> 「ま、いいか…」
<0009> 「ま、いいか…」

// <0010> 静流はいいやつだが、根が素直すぎるのか、二人で話をしているとどんどん毒気を抜かれていくというか…。
<0010> 静流はいいやつだが、根が素直すぎるのか、二人で話をしているとどんどん毒気を抜かれていくというか…。

// <0011> 瑚太朗
<0011> 瑚太朗

// <0012> （自分が変わっていく気がする…）
<0012> （自分が変わっていく気がする…）

// <0013> なんとなくだが、そう思う。
<0013> なんとなくだが、そう思う。

// <0014> 前に会長が出してきたアンケートを思い出す。
<0014> 前に会長が出してきたアンケートを思い出す。

// <0015> あれは偽らざる俺の考えだ。
<0015> あれは偽らざる俺の考えだ。

// <0016> 変わることを恐れているわけではないが、方向が定まらない今、変化に近づくことに不安を覚える。
<0016> 変わることを恐れているわけではないが、方向が定まらない今、変化に近づくことに不安を覚える。

// <0017> 瑚太朗
<0017> 瑚太朗

// <0018> 「おおげさすぎっかね…」
<0018> 「おおげさすぎっかね…」

// <0019> まあ、それはいい。
<0019> まあ、それはいい。

// <0020> ともかく、静流は幸せそうに寝ている。
<0020> ともかく、静流は幸せそうに寝ている。

// <0021> 瑚太朗
<0021> 瑚太朗

// <0022> 「ま、いいか…」
<0022> 「ま、いいか…」

// <0023> 静流はいいやつだが、根が素直すぎるのか、二人で話をしているとどんどん毒気を抜かれていくというか…。
<0023> 静流はいいやつだが、根が素直すぎるのか、二人で話をしているとどんどん毒気を抜かれていくというか…。

// <0024> 瑚太朗
<0024> 瑚太朗

// <0025> （自分が変わっていく気がする…）
<0025> （自分が変わっていく気がする…）

// <0026> なんとなくだが、そう思う。
<0026> なんとなくだが、そう思う。

// <0027> 前に会長が出してきたアンケートを思い出す。
<0027> 前に会長が出してきたアンケートを思い出す。

// <0028> あれは偽らざる俺の考えだ。
<0028> あれは偽らざる俺の考えだ。

// <0029> 自分は変わるべきじゃない。変えるなら世界だ。
<0029> 自分は変わるべきじゃない。変えるなら世界だ。

// <0030> 瑚太朗
<0030> 瑚太朗

// <0031> 「おおげさすぎっかね…」
<0031> 「おおげさすぎっかね…」

// <0032> まあ、それはいい。
<0032> まあ、それはいい。

// <0033> ともかく、静流は幸せそうに寝ている。
<0033> ともかく、静流は幸せそうに寝ている。

// <0034> そっとしておく
<0034> そっとしておく

// <0035> 声を掛ける
<0035> 声を掛ける

// <0036> せっかく気持ちよく寝てるんだ。起こすこともないだろう。
<0036> せっかく気持ちよく寝てるんだ。起こすこともないだろう。

// <0037> アラームでパッチリ起きるのは確認済みだし。
<0037> アラームでパッチリ起きるのは確認済みだし。

// <0038> 折角だ。また声を掛けていこう。
<0038> 折角だ。また声を掛けていこう。

// <0039> わざわざ中庭まで出てきた。
<0039> わざわざ中庭まで出てきた。

// <0040> 瑚太朗
<0040> 瑚太朗

// <0041> 「俺も大概暇だぁね…」
<0041> 「俺も大概暇だぁね…」

// <0042> いや、実際はそんなに暇って程でもないんだが。
<0042> いや、実際はそんなに暇って程でもないんだが。

// <0043> で、静流さんはというと。
<0043> で、静流さんはというと。

// <0044> 瑚太朗
<0044> 瑚太朗

// <0045> 「気持ちよさそーに寝ていらっしゃいますね」
<0045> 「気持ちよさそーに寝ていらっしゃいますね」

// <0046> またしばらく起きないんだろうか。
<0046> またしばらく起きないんだろうか。

// <0047> 静流
<0047> 静流

// <0048> 「………」
<0048> 「………」

// <0049> と思ったら数歩近づいただけで起きた。
<0049> と思ったら数歩近づいただけで起きた。

// <0050> 瑚太朗
<0050> 瑚太朗

// <0051> 「オス」
<0051> 「オス」

// <0052> 静流
