// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> １０月１５日(金)
<0003> １０月１５日(金)

// <0004> 瑚太朗＿体験版
<0004> 瑚太朗＿体験版

// <0005> 「………」
<0005> 「………」

// <0006> いつもの朝だ。
<0006> いつもの朝だ。

// <0007> 伸びをひとつして、身を起こす。
<0007> 伸びをひとつして、身を起こす。

// <0008> 瑚太朗＿体験版
<0008> 瑚太朗＿体験版

// <0009> 「………」
<0009> 「………」

// <0010> 枕もとの携帯に目をやる。
<0010> 枕もとの携帯に目をやる。

// <0011> そうだ。昨日鳳のアドレス貰ったんだった。
<0011> そうだ。昨日鳳のアドレス貰ったんだった。

// <0012> こういうときに気軽にメールしてこそ仲の良い友達というもの。
<0012> こういうときに気軽にメールしてこそ仲の良い友達というもの。

// <0013> 早速送ることにした。
<0013> 早速送ることにした。

// <0014> 瑚太朗＿体験版
<0014> 瑚太朗＿体験版

// <0015> 「………」
<0015> 「………」

// <0016> なんて送ろうか。
<0016> なんて送ろうか。

// <0017> 気軽におっはよう！　とか送っても良いのだが、それはなんとなく面白くない。
<0017> 気軽におっはよう！　とか送っても良いのだが、それはなんとなく面白くない。

// <0018> とはいえ、寝起きの頭では気の利いた文面が思いつかなかった。
<0018> とはいえ、寝起きの頭では気の利いた文面が思いつかなかった。

// <0019> 瑚太朗＿体験版
<0019> 瑚太朗＿体験版

// <0020> 「おはようでいいか…」
<0020> 「おはようでいいか…」

// <0021> 文を打つ。
<0021> 文を打つ。

// <0022> 瑚太朗＿体験版
<0022> 瑚太朗＿体験版

// <0023> 「あ」
<0023> 「あ」

// <0024> 押し過ぎて『ぁ』まで行ってしまった。
<0024> 押し過ぎて『ぁ』まで行ってしまった。

// <0025> めんどくさい。
<0025> めんどくさい。

// <0026> じゃあ『な』行でいいか…。
<0026> じゃあ『な』行でいいか…。

// <0027> 変換候補筆頭にそれっぽい文字がある、これでいいだろう。
<0027> 変換候補筆頭にそれっぽい文字がある、これでいいだろう。

// <0028> よし。
<0028> よし。

// <0029> 瑚太朗＿体験版
<0029> 瑚太朗＿体験版

// <0030> 「………」
<0030> 「………」

// <0031> 瑚太朗＿体験版
<0031> 瑚太朗＿体験版

// <0032> 「あ！？」
<0032> 「あ！？」

// <0033> いや待て。俺今何送った！？
<0033> いや待て。俺今何送った！？

// <0034> てか、今思いっきり寝惚けてた！！
<0034> てか、今思いっきり寝惚けてた！！

// <0035> 内容を確認する。
<0035> 内容を確認する。

// <0036> 本文：
<0036> 本文：

// <0037> 『なめろう！』
<0037> 『なめろう！』

// <0038> 瑚太朗＿体験版
<0038> 瑚太朗＿体験版

// <0039> 「………」
<0039> 「………」

// <0040> 実に似て非なるものである。
<0040> 実に似て非なるものである。

// <0041> 瑚太朗＿体験版
<0041> 瑚太朗＿体験版

// <0042> 「やべっ」
<0042> 「やべっ」

// <0043> 鳳はこの俺からのメール第一号を見てなんと思うだろう。
<0043> 鳳はこの俺からのメール第一号を見てなんと思うだろう。

// <0044> 『ああ、おはようって打とうと思ったらなめろうってなったのね…』
<0044> 『ああ、おはようって打とうと思ったらなめろうってなったのね…』

// <0045> 『ってんなわけあるかーい！！』
<0045> 『ってんなわけあるかーい！！』

// <0046> といい感じに解釈してくれれば良いのだが、残念ながら鳳は俺がそんな陽気でファンキーなウィット小僧だとは思っていないだろう。
<0046> といい感じに解釈してくれれば良いのだが、残念ながら鳳は俺がそんな陽気でファンキーなウィット小僧だとは思っていないだろう。

// <0047> 瑚太朗＿体験版
<0047> 瑚太朗＿体験版

// <0048> 「うわあああやべええ」
<0048> 「うわあああやべええ」

// <0049> 寝惚けテンションで狼狽する。
<0049> 寝惚けテンションで狼狽する。

// <0050> 『じゃあ『な』行でいいか…。』
<0050> 『じゃあ『な』行でいいか…。』

// <0051> 『変換候補筆頭にそれっぽい文字がある、これでいいだろう。』
<0051> 『変換候補筆頭にそれっぽい文字がある、これでいいだろう。』

// <0052> 瑚太朗＿体験版
<0052> 瑚太朗＿体験版

// <0053> 「この思考がまずおかしいんだよぉーーーっ！！！」
<0053> 「この思考がまずおかしいんだよぉーーーっ！！！」

// <0054> おかしいよ俺！
<0054> おかしいよ俺！

// <0055> だが一度発した電波はもう返っては来ない。
<0055> だが一度発した電波はもう返っては来ない。

// <0056> 瑚太朗＿体験版
<0056> 瑚太朗＿体験版

// <0057> 「………」
<0057> 「………」

// <0058> どきどきしながら時間ぎりぎりまで待ってみたが、返信はなかった。
<0058> どきどきしながら時間ぎりぎりまで待ってみたが、返信はなかった。

// <0059> 絶望である。
<0059> 絶望である。

// <0060> さながら暗澹（あんたん）たる夜を行く我である。
<0060> さながら暗澹（あんたん）たる夜を行く我である。

// <0061> 重い気分で自宅の門をくぐった。
<0061> 重い気分で自宅の門をくぐった。

// <0062> 生徒＿体験版
<0062> 生徒＿体験版

// <0063> 「あ、天王寺君おはよう」
<0063> 「あ、天王寺君おはよう」

// <0064> 瑚太朗＿体験版
<0064> 瑚太朗＿体験版

// <0065> 「おっす」
<0065> 「おっす」

// <0066> 外に出て５分ほどで暗夜のことは忘れていた。
<0066> 外に出て５分ほどで暗夜のことは忘れていた。

// <0067> 瑚太朗＿体験版
<0067> 瑚太朗＿体験版

// <0068> 「よう、おはよう鳳」
<0068> 「よう、おはよう鳳」

// <0069> 鳳＿体験版
<0069> 鳳＿体験版

// <0070> 「あ、おはようございます…」
<0070> 「あ、おはようございます…」

// <0071> 鳳＿体験版
<0071> 鳳＿体験版

// <0072> 「………」
<0072> 「………」

// <0073> 瑚太朗＿体験版
<0073> 瑚太朗＿体験版

// <0074> 「ん、なに？」
<0074> 「ん、なに？」

// <0075> 鳳＿体験版
<0075> 鳳＿体験版

// <0076> 「…なんだったんですか朝のメール」
<0076> 「…なんだったんですか朝のメール」

// <0077> 瑚太朗＿体験版
<0077> 瑚太朗＿体験版

// <0078> 「………」
<0078> 「………」

// <0079> 思い出した。
<0079> 思い出した。

// <0080> 瑚太朗＿体験版
<0080> 瑚太朗＿体験版

// <0081> 「いや…寝惚けてて」
<0081> 「いや…寝惚けてて」

// <0082> 鳳＿体験版
<0082> 鳳＿体験版

// <0083> 「なめろうが好きなんです？」
<0083> 「なめろうが好きなんです？」

// <0084> 瑚太朗＿体験版
<0084> 瑚太朗＿体験版

// <0085> 「いや、嫌いじゃないけど」
<0085> 「いや、嫌いじゃないけど」

// <0086> 鳳＿体験版
<0086> 鳳＿体験版

// <0087> 「そうですかー」
<0087> 「そうですかー」

// <0088> 鳳＿体験版
<0088> 鳳＿体験版

// <0089> 「よくわからないですが、私は結構好きです」
<0089> 「よくわからないですが、私は結構好きです」

// <0090> 瑚太朗＿体験版
<0090> 瑚太朗＿体験版

// <0091> 「はあ」
<0091> 「はあ」

// <0092> ちょっと親しげになめろう談義が出来た。
<0092> ちょっと親しげになめろう談義が出来た。

// <0093> 悪球のほうが鳳好みなのかもしれない。
<0093> 悪球のほうが鳳好みなのかもしれない。

// <0094> ……。
<0094> ……。

// <0095> ………。
<0095> ………。

// <0096> 瑚太朗＿体験版
<0096> 瑚太朗＿体験版

// <0097> （…７人目）
<0097> （…７人目）

// <0098> 体育館では朝会が行われていた。
<0098> 体育館では朝会が行われていた。

// <0099> 瑚太朗＿体験版
<0099> 瑚太朗＿体験版

// <0100> 「…あふ」
<0100> 「…あふ」

// <0101> あくびを噛み殺す。
<0101> あくびを噛み殺す。

// <0102> 壇上からはあくびをする者がよく見えるのだ。
<0102> 壇上からはあくびをする者がよく見えるのだ。

// <0103> ちょうど今、そこには校長が立って弁舌を振るっている。
<0103> ちょうど今、そこには校長が立って弁舌を振るっている。

// <0104> ギラギラした目をしていた。
<0104> ギラギラした目をしていた。

// <0105> 瑚太朗＿体験版
<0105> 瑚太朗＿体験版

// <0106> （おっと…）
<0106> （おっと…）

// <0107> 過去の経験上、生徒の不敬度（あくびとか）が一定以上に達すると、校長の演説継続度という名のパラメーターがアップするようだった。
<0107> 過去の経験上、生徒の不敬度（あくびとか）が一定以上に達すると、校長の演説継続度という名のパラメーターがアップするようだった。

// <0108> 瑚太朗＿体験版
<0108> 瑚太朗＿体験版

// <0109> （パラメーターというかエントロピーか…）
<0109> （パラメーターというかエントロピーか…）

// <0110> 要するにヒートアップしていくのだ。
<0110> 要するにヒートアップしていくのだ。

// <0111> それはもう、校長の脳内をカオス化させていくほどに。
<0111> それはもう、校長の脳内をカオス化させていくほどに。

// <0112> ただでさえ校長の話は長い。
<0112> ただでさえ校長の話は長い。

// <0113> それは今を充実させることに夢中な俺たちには、少しばかし退屈で、説教めいていた。
<0113> それは今を充実させることに夢中な俺たちには、少しばかし退屈で、説教めいていた。

// <0114> 収穫祭についての話だった。
<0114> 収穫祭についての話だった。

// <0115> 風祭市で開催される国内最大規模の農業祭。
<0115> 風祭市で開催される国内最大規模の農業祭。

// <0116> 近隣の農家、多数の企業と提携し、地域ぐるみで実施される。
<0116> 近隣の農家、多数の企業と提携し、地域ぐるみで実施される。

// <0117> 一週間という期間で、のべ入場者数１８０万人を記録するとか。
<0117> 一週間という期間で、のべ入場者数１８０万人を記録するとか。

// <0118> 並行して、市内大学や研究施設が、学術的な発表を行う場でもある。
<0118> 並行して、市内大学や研究施設が、学術的な発表を行う場でもある。

// <0119> アートを発表する連中もいる。
<0119> アートを発表する連中もいる。

// <0120> なぜ農業でアートかと思っていたが、ランドアートという地形の芸術があるとか何とか。
<0120> なぜ農業でアートかと思っていたが、ランドアートという地形の芸術があるとか何とか。

// <0121> まさに学芸というやつだ。
<0121> まさに学芸というやつだ。

// <0122> 風祭は最先端の緑化実験都市だから催し物も年中あるが、中でも最大のものがこの収穫祭だ。
<0122> 風祭は最先端の緑化実験都市だから催し物も年中あるが、中でも最大のものがこの収穫祭だ。

// <0123> 遊びじゃあないんだ、と校長は叫ぶ。
<0123> 遊びじゃあないんだ、と校長は叫ぶ。

// <0124> 収穫祭の期間中、生徒は笑顔になってはいけない、楽しんではいけない、と続けた。
<0124> 収穫祭の期間中、生徒は笑顔になってはいけない、楽しんではいけない、と続けた。

// <0125> さらに授業の一環として、私語なく真面目に過ごせ、と…。
<0125> さらに授業の一環として、私語なく真面目に過ごせ、と…。

// <0126> 瑚太朗＿体験版
<0126> 瑚太朗＿体験版

// <0127> （まさにカオス…）
<0127> （まさにカオス…）

// <0128> 話は校長だけで終わらない。
<0128> 話は校長だけで終わらない。

// <0129> 事務連絡や生活指導、そして市担当職員なども補足説明に立つ予定だ。
<0129> 事務連絡や生活指導、そして市担当職員なども補足説明に立つ予定だ。

// <0130> 校長のエントリーナンバーは１番なのだ。
<0130> 校長のエントリーナンバーは１番なのだ。

// <0131> で、すでに４５分が過ぎている。
<0131> で、すでに４５分が過ぎている。

// <0132> ひとり４５分も話されたら、トリの市職員が出てくる頃には貧血系女子は全滅するかも知れない。
<0132> ひとり４５分も話されたら、トリの市職員が出てくる頃には貧血系女子は全滅するかも知れない。

// <0133> 瑚太朗＿体験版
<0133> 瑚太朗＿体験版

// <0134> （…オー、８人目）
<0134> （…オー、８人目）

// <0135> 瑚太朗＿体験版
<0135> 瑚太朗＿体験版

// <0136> （カワイソ…）
<0136> （カワイソ…）

// <0137> 小鳥の方（隣の女子列、先頭の方）を確認する。
<0137> 小鳥の方（隣の女子列、先頭の方）を確認する。

// <0138> 小鳥＿体験版
<0138> 小鳥＿体験版

// <0139> 「………」
<0139> 「………」

// <0140> 自然体でぼーっと立っている。
<0140> 自然体でぼーっと立っている。

// <0141> 調子が悪いということはなさそうだ。
<0141> 調子が悪いということはなさそうだ。

// <0142> 校長の貧血女子を倒すトーク術は毎度だが、季節を考慮すると８人はさすがに多すぎる。
<0142> 校長の貧血女子を倒すトーク術は毎度だが、季節を考慮すると８人はさすがに多すぎる。

// <0143> 校長はヒートアップしている。
<0143> 校長はヒートアップしている。

// <0144> 遊びではないのだ、と力強く繰り返した。
<0144> 遊びではないのだ、と力強く繰り返した。

// <0145> 校長閣下が何に腹を立てているのか、実はよくわからない。
<0145> 校長閣下が何に腹を立てているのか、実はよくわからない。

// <0146> 誰もわかってないだろう。
<0146> 誰もわかってないだろう。

// <0147> いかん、いかんと連呼する。
<0147> いかん、いかんと連呼する。

// <0148> 気持ちが緩んでいてはいかん。不真面目ではいかん。問題を起こしてはいかん。
<0148> 気持ちが緩んでいてはいかん。不真面目ではいかん。問題を起こしてはいかん。

// <0149> とにかくいかん。全部いかん。漏れなくいかん。一切合切いかん。
<0149> とにかくいかん。全部いかん。漏れなくいかん。一切合切いかん。

