// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> １０月８日(金)
<0003> １０月８日(金)

// <0004> その晩、夢に変な女が出てきたよ。
<0004> その晩、夢に変な女が出てきたよ。

// <0005> 女の子＿ともこ＿体験版
<0005> 女の子＿ともこ＿体験版

// <0006> 「…天王寺さん」
<0006> 「…天王寺さん」

// <0007> 瑚太朗＿体験版
<0007> 瑚太朗＿体験版

// <0008> 「なに君。誰？」
<0008> 「なに君。誰？」

// <0009> 女の子＿ともこ＿体験版
<0009> 女の子＿ともこ＿体験版

// <0010> 「あたし、ともこよ」
<0010> 「あたし、ともこよ」

// <0011> 瑚太朗＿体験版
<0011> 瑚太朗＿体験版

// <0012> 「聞いたような名前だな」
<0012> 「聞いたような名前だな」

// <0013> ともこ＿体験版
<0013> ともこ＿体験版

// <0014> 「式神のともこよ」
<0014> 「式神のともこよ」

// <0015> 瑚太朗＿体験版
<0015> 瑚太朗＿体験版

// <0016> 「マジに？」
<0016> 「マジに？」

// <0017> ともこ＿体験版
<0017> ともこ＿体験版

// <0018> 「生き霊として夢の中にやってきたの」
<0018> 「生き霊として夢の中にやってきたの」

// <0019> ともこ＿体験版
<0019> ともこ＿体験版

// <0020> 「あなたを守るために」
<0020> 「あなたを守るために」

// <0021> 瑚太朗＿体験版
<0021> 瑚太朗＿体験版

// <0022> 「すげえ…リアル超常現象だ…」
<0022> 「すげえ…リアル超常現象だ…」

// <0023> ともこ＿体験版
<0023> ともこ＿体験版

// <0024> 「ぶっちゃけあなた、危機的状況なう」
<0024> 「ぶっちゃけあなた、危機的状況なう」

// <0025> 瑚太朗＿体験版
<0025> 瑚太朗＿体験版

// <0026> 「今まさに！？」
<0026> 「今まさに！？」

// <0027> ともこ＿体験版
<0027> ともこ＿体験版

// <0028> 「敵は強大で…あたしの力をもってしてもどこまで立ち向かえるか…」
<0028> 「敵は強大で…あたしの力をもってしてもどこまで立ち向かえるか…」

// <0029> ともこ＿体験版
<0029> ともこ＿体験版

// <0030> 「でも安心して。きっとあなたを守ってみせるわ」
<0030> 「でも安心して。きっとあなたを守ってみせるわ」

// <0031> 瑚太朗＿体験版
<0031> 瑚太朗＿体験版

// <0032> 「ともこ…ありがとう」
<0032> 「ともこ…ありがとう」

// <0033> ともこ＿体験版
<0033> ともこ＿体験版

// <0034> 「平和になったら、デートしてくれる？」
<0034> 「平和になったら、デートしてくれる？」

// <0035> 瑚太朗＿体験版
<0035> 瑚太朗＿体験版

// <0036> 「オッケ～」
<0036> 「オッケ～」

// <0037> ｂｄじｋｌ、おあｍｄ９０３ｂじ
<0037> ｂｄじｋｌ、おあｍｄ９０３ｂじ

// <0038> ＠Ａ；，ＰＬＦＪＩＮＭＶＲ；ＫＶＩＪＷＡＥＦ：；ＷＫＩＯＭＶ
<0038> ＠Ａ；，ＰＬＦＪＩＮＭＶＲ；ＫＶＩＪＷＡＥＦ：；ＷＫＩＯＭＶ

// <0039> sdbんxmqowidfhbjndiopqwdubl48c化pw932mc。『p-0位23んjc89hん23ckqw90づh2んkm-0l;;c-21kcy7g2b3nm@ps0zikl12,lmcu72gbhlaxgv^-43ptmv,l0a98yq2hjnm9
<0039> sdbんxmqowidfhbjndiopqwdubl48c化pw932mc。『p-0位23んjc89hん23ckqw90づh2んkm-0l;;c-21kcy7g2b3nm@ps0zikl12,lmcu72gbhlaxgv^-43ptmv,l0a98yq2hjnm9

// <0040> 謎のアウトロー＿Ｒ＋
<0040> 謎のアウトロー＿Ｒ＋

// <0041> 「いまビビッたべ？　こんイチビリがァ！ｗ」
<0041> 「いまビビッたべ？　こんイチビリがァ！ｗ」

// <0042> 謎のアウトロー＿Ｒ＋
<0042> 謎のアウトロー＿Ｒ＋

// <0043> 「イヤッハァーーーーー！　クリアしたのにまだプレイを続けてる坊ちゃん嬢ちゃんに朗報だコラァ！」
<0043> 「イヤッハァーーーーー！　クリアしたのにまだプレイを続けてる坊ちゃん嬢ちゃんに朗報だコラァ！」

// <0044> 謎のアウトロー＿Ｒ＋
<0044> 謎のアウトロー＿Ｒ＋

// <0045> 「今テメエらはかがりんを知覚できる目をもう持っちまってんだ！　莫大な報酬もらえんぞクラァ！」
<0045> 「今テメエらはかがりんを知覚できる目をもう持っちまってんだ！　莫大な報酬もらえんぞクラァ！」

// <0046> 謎のアウトロー＿Ｒ＋
<0046> 謎のアウトロー＿Ｒ＋

// <0047> 「つーわけでこんな劇場が見られるってわけよォ！　ワンダフルモーメンツ！」
<0047> 「つーわけでこんな劇場が見られるってわけよォ！　ワンダフルモーメンツ！」

// <0048> 謎のアウトロー＿Ｒ＋
<0048> 謎のアウトロー＿Ｒ＋

// <0049> 「そこんとこ、ヨロシク！ｗ」
<0049> 「そこんとこ、ヨロシク！ｗ」

// <0050> 謎のアウトロー＿Ｒ＋
<0050> 謎のアウトロー＿Ｒ＋

// <0051> 「あ、これ一回しか見られねーからオートセーブのおっさんに頼ってちゃ駄目だぜｗ」
<0051> 「あ、これ一回しか見られねーからオートセーブのおっさんに頼ってちゃ駄目だぜｗ」

// <0052> 謎のアウトロー＿Ｒ＋
<0052> 謎のアウトロー＿Ｒ＋

// <0053> 「また見たきゃ今すぐセーブしなァ！」
<0053> 「また見たきゃ今すぐセーブしなァ！」

// <0054> 謎のアウトロー＿Ｒ＋
<0054> 謎のアウトロー＿Ｒ＋

// <0055> 「愛と涙の劇場の始まりだァ！　ヒャッハァーーーー！！」
<0055> 「愛と涙の劇場の始まりだァ！　ヒャッハァーーーー！！」

// <0056> 　　　
<0056> 　　　

// <0057> 【
<0057> 【

// <0058> 愛と涙の劇場・式神ともこの最終決戦
<0058> 愛と涙の劇場・式神ともこの最終決戦

// <0059> 】
<0059> 】

// <0060> 夜中、篝はやってくる。
<0060> 夜中、篝はやってくる。

// <0061> ともこ
<0061> ともこ

// <0062> 「来たわね、おんりょー」
