// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> １０月２７日(水)
<0003> １０月２７日(水)

// <0004> それは、こんな一言からはじまった。
<0004> それは、こんな一言からはじまった。

// <0005> 朱音
<0005> 朱音

// <0006> 「ラプラスの魔は知っていて？」
<0006> 「ラプラスの魔は知っていて？」

// <0007> 瑚太朗
<0007> 瑚太朗

// <0008> 「知ってますよ。検索すれば」
<0008> 「知ってますよ。検索すれば」

// <0009> 朱音
<0009> 朱音

// <0010> 「それは知らないと言うわ」
<0010> 「それは知らないと言うわ」

// <0011> 瑚太朗
<0011> 瑚太朗

// <0012> 「聞いたことはあるんすけどね…えーと…なるほど」
<0012> 「聞いたことはあるんすけどね…えーと…なるほど」

// <0013> 検索結果はこうだ。
<0013> 検索結果はこうだ。

// <0014> ラプラスの魔――
<0014> ラプラスの魔――

// <0015> 宇宙に存在する全物質の状態を把握できる存在のことだ。
<0015> 宇宙に存在する全物質の状態を把握できる存在のことだ。

// <0016> それを把握できるなら、たとえば未来の出来事さえ計算できることになる。
<0016> それを把握できるなら、たとえば未来の出来事さえ計算できることになる。

// <0017> データさえ揃っていれば、未来予知は可能…というような考えか。
<0017> データさえ揃っていれば、未来予知は可能…というような考えか。

// <0018> 超すごいコンピュータとか連想するとわかりやすい。
<0018> 超すごいコンピュータとか連想するとわかりやすい。

// <0019> 瑚太朗
<0019> 瑚太朗

// <0020> 「で、そのラプラスがどうしました？」
<0020> 「で、そのラプラスがどうしました？」

// <0021> 朱音
<0021> 朱音

// <0022> 「この部室で以前、古いハードディスクを発見したのよね」
<0022> 「この部室で以前、古いハードディスクを発見したのよね」

// <0023> 朱音
<0023> 朱音

// <0024> 「で、中身を吸い出してみたのよ」
<0024> 「で、中身を吸い出してみたのよ」

// <0025> 瑚太朗
<0025> 瑚太朗

// <0026> 「お暇なことですなあボスぅ…」
<0026> 「お暇なことですなあボスぅ…」

// <0027> 朱音
<0027> 朱音

// <0028> 「他人のハードディスクをのぞく…こたえられないわ」
<0028> 「他人のハードディスクをのぞく…こたえられないわ」

// <0029> 朱音
<0029> 朱音

// <0030> 「３０年ものだからどうかなと思ったけど、読み取れてね」
<0030> 「３０年ものだからどうかなと思ったけど、読み取れてね」

// <0031> 瑚太朗
<0031> 瑚太朗

// <0032> 「昔のオカ研で使ってたパソコン？」
<0032> 「昔のオカ研で使ってたパソコン？」

// <0033> 朱音
<0033> 朱音

// <0034> 「そのようね。で、当時の会員が作ったらしきプログラムデータが出てきたの」
<0034> 「そのようね。で、当時の会員が作ったらしきプログラムデータが出てきたの」

// <0035> 瑚太朗
<0035> 瑚太朗

// <0036> 「へー」
<0036> 「へー」

// <0037> 朱音
<0037> 朱音

// <0038> 「そのプログラム名が裸＋だったわけ」
<0038> 「そのプログラム名が裸＋だったわけ」

// <0039> 朱音
<0039> 朱音

// <0040> 「興味深かったので、昔プログラムの仕事をしていた知り合いに手を入れてもらってね」
<0040> 「興味深かったので、昔プログラムの仕事をしていた知り合いに手を入れてもらってね」

// <0041> 朱音
<0041> 朱音

// <0042> 「それが完成したので、送ってもらったんだけど…いる？」
<0042> 「それが完成したので、送ってもらったんだけど…いる？」

// <0043> なんか異様に怪しそうなソフトだが…。
<0043> なんか異様に怪しそうなソフトだが…。

// <0044> いらない
<0044> いらない

// <0045> もらう
<0045> もらう

// <0046> 瑚太朗
<0046> 瑚太朗

// <0047> 「それ、使えってことですよね…」
<0047> 「それ、使えってことですよね…」

// <0048> 朱音
<0048> 朱音

// <0049> 「選択権はあげるわ」
<0049> 「選択権はあげるわ」

// <0050> どうしよう？
<0050> どうしよう？

// <0051> もらう
<0051> もらう

// <0052> 頂く
<0052> 頂く

// <0053> 頂戴する
<0053> 頂戴する

// <0054> 瑚太朗
<0054> 瑚太朗

// <0055> 「選択の余地０じゃねーか！」
<0055> 「選択の余地０じゃねーか！」

// <0056> まあ、面白そうではあるしいいか…。
<0056> まあ、面白そうではあるしいいか…。

// <0057> 瑚太朗
<0057> 瑚太朗

// <0058> 「…っス」
<0058> 「…っス」

// <0059> 瑚太朗
<0059> 瑚太朗

// <0060> 「自分で確かめてくださいよ」
<0060> 「自分で確かめてくださいよ」

// <0061> 朱音
<0061> 朱音

// <0062> 「これ入力が面倒なのよね…」
<0062> 「これ入力が面倒なのよね…」

// <0063> 瑚太朗
<0063> 瑚太朗

// <0064> 「そんなことだろうと思いましたよ」
<0064> 「そんなことだろうと思いましたよ」

// <0065> 朱音
<0065> 朱音

// <0066> 「退屈ね。何かなさい」
<0066> 「退屈ね。何かなさい」

// <0067> 瑚太朗
<0067> 瑚太朗

// <0068> 「無茶振りやめてください。女帝か」
<0068> 「無茶振りやめてください。女帝か」

// <0069> 瑚太朗
