// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> １０月２５日(月)
<0003> １０月２５日(月)

// <0004> 瑚太朗
<0004> 瑚太朗

// <0005> 「あーうー…」
<0005> 「あーうー…」

// <0006> また一週間が始まってしまう。
<0006> また一週間が始まってしまう。

// <0007> 色々あった気がするが…あまり身になることはない気がする。
<0007> 色々あった気がするが…あまり身になることはない気がする。

// <0008> 瑚太朗
<0008> 瑚太朗

// <0009> 「でも、オカ研のメンバーも、ようやく固まってきたとこだしな」
<0009> 「でも、オカ研のメンバーも、ようやく固まってきたとこだしな」

// <0010> バイトの記事やネタ探しはあんまりうまく行ってないが、活動だけは行える体裁は整ったはずだ。
<0010> バイトの記事やネタ探しはあんまりうまく行ってないが、活動だけは行える体裁は整ったはずだ。

// <0011> 瑚太朗
<0011> 瑚太朗

// <0012> 「まだまだこれからっすよ」
<0012> 「まだまだこれからっすよ」

// <0013> 自分を奮い立たせ、制服に着替えた。
<0013> 自分を奮い立たせ、制服に着替えた。

// <0014> 放課後。
<0014> 放課後。

// <0015> 部室に向かいたいわけだが…。
<0015> 部室に向かいたいわけだが…。

// <0016> 瑚太朗
<0016> 瑚太朗

// <0017> 「…めんどくせえなあ」
<0017> 「…めんどくせえなあ」

// <0018> 吉野
<0018> 吉野

// <0019> 「そりゃこっちのセリフだ…サボってんじゃねえ」
<0019> 「そりゃこっちのセリフだ…サボってんじゃねえ」

// <0020> 吉野君とドキドキ掃除当番だった。
<0020> 吉野君とドキドキ掃除当番だった。

// <0021> からかう
<0021> からかう

// <0022> 真面目にやる
<0022> 真面目にやる

// <0023> 瑚太朗
<0023> 瑚太朗

// <0024> 「ねー、よしのん今二人っきりよ」
<0024> 「ねー、よしのん今二人っきりよ」

// <0025> 吉野
<0025> 吉野

// <0026> 「次そういうこと言い出したらブッ飛ばす」
<0026> 「次そういうこと言い出したらブッ飛ばす」

// <0027> 瑚太朗
<0027> 瑚太朗

// <0028> 「ちぇ、冗談じゃん」
<0028> 「ちぇ、冗談じゃん」

// <0029> 吉野
<0029> 吉野

// <0030> 「テメエの冗談はデガワの『自信のネタ』より笑えねえ」
<0030> 「テメエの冗談はデガワの『自信のネタ』より笑えねえ」

// <0031> 瑚太朗
<0031> 瑚太朗

// <0032> 「あー、それよりつまんねーって周りの空気のほうが笑えるよなアレは」
<0032> 「あー、それよりつまんねーって周りの空気のほうが笑えるよなアレは」

// <0033> 吉野
<0033> 吉野

// <0034> 「テメェ…デガワも一生懸命なんだよ！　嘲笑はゆるさねぇ！！」
<0034> 「テメェ…デガワも一生懸命なんだよ！　嘲笑はゆるさねぇ！！」

// <0035> 瑚太朗
<0035> 瑚太朗

// <0036> 「いやお前が笑えねえっつってんだろ」
<0036> 「いやお前が笑えねえっつってんだろ」

// <0037> 吉野
<0037> 吉野

// <0038> 「笑えねえのも芸のうちだ…あの芸が出来るやつがデガワ以外にいるか？　テメエはデガワの何もわかっちゃいねえ」
<0038> 「笑えねえのも芸のうちだ…あの芸が出来るやつがデガワ以外にいるか？　テメエはデガワの何もわかっちゃいねえ」

// <0039> なんか妙にデガワ擁護。
<0039> なんか妙にデガワ擁護。

// <0040> まあ、確かにああいうキャラはいたほうがいいよな。
<0040> まあ、確かにああいうキャラはいたほうがいいよな。

// <0041> 瑚太朗
<0041> 瑚太朗

// <0042> 「よっし、じゃあ真面目にやっか」
<0042> 「よっし、じゃあ真面目にやっか」

// <0043> 瑚太朗
<0043> 瑚太朗

// <0044> 「うーりゃ～」
<0044> 「うーりゃ～」

// <0045> 自在ボウキに力を込め、一気に教室を走り回る。
<0045> 自在ボウキに力を込め、一気に教室を走り回る。

// <0046> 吉野
<0046> 吉野

// <0047> 「テメエ、何やってやがる」
<0047> 「テメエ、何やってやがる」

// <0048> 瑚太朗
<0048> 瑚太朗

// <0049> 「え？　ぱぱっと終わらせようと思って」
<0049> 「え？　ぱぱっと終わらせようと思って」

// <0050> 吉野
<0050> 吉野

// <0051> 「ざけんな…箒は反復させねえときちッとゴミを集めきれねえ…ストロークを大きく、ゆっくりと教室の中心まで掃きやがれ」
<0051> 「ざけんな…箒は反復させねえときちッとゴミを集めきれねえ…ストロークを大きく、ゆっくりと教室の中心まで掃きやがれ」

// <0052> 吉野
<0052> 吉野

// <0053> 「こういう感じに！！」
<0053> 「こういう感じに！！」

// <0054> 瑚太朗
<0054> 瑚太朗

// <0055> 「………」
<0055> 「………」

// <0056> 瑚太朗
<0056> 瑚太朗

// <0057> 「吉野ってさー、案外先生とか向いてるんじゃない？」
<0057> 「吉野ってさー、案外先生とか向いてるんじゃない？」

// <0058> 吉野
<0058> 吉野

// <0059> 「あ、あぁ！？　んなもんオレにゃ一番縁遠い職業だろうが！！」
<0059> 「あ、あぁ！？　んなもんオレにゃ一番縁遠い職業だろうが！！」

// <0060> 瑚太朗
<0060> 瑚太朗

// <0061> 「ま、掃き掃除はこんなもんよね」
<0061> 「ま、掃き掃除はこんなもんよね」

// <0062> 吉野
<0062> 吉野

// <0063> 「チッ…てめえ、そっちやってねえじゃねえか」
<0063> 「チッ…てめえ、そっちやってねえじゃねえか」

// <0064> 相変わらず本人のキャラに似合わないマメさを発揮していた。
<0064> 相変わらず本人のキャラに似合わないマメさを発揮していた。

// <0065> 瑚太朗
<0065> 瑚太朗

// <0066> 「んじゃ黒板消し掃除しとくわー」
<0066> 「んじゃ黒板消し掃除しとくわー」

// <0067> 吉野
<0067> 吉野

// <0068> 「…クソッ、なんだってテメエなんぞと…」
<0068> 「…クソッ、なんだってテメエなんぞと…」

// <0069> 瑚太朗
<0069> 瑚太朗

// <0070> 「誰だったら良かったんよ」
<0070> 「誰だったら良かったんよ」

// <0071> 吉野
<0071> 吉野

// <0072> 「誰だってよかぁねえ。オレはいつでも一匹狼だ」
<0072> 「誰だってよかぁねえ。オレはいつでも一匹狼だ」

// <0073> 瑚太朗
<0073> 瑚太朗

// <0074> 「じゃあ俺のほうがまだマシなんじゃない。ベストじゃないけどベター的な意味で」
<0074> 「じゃあ俺のほうがまだマシなんじゃない。ベストじゃないけどベター的な意味で」

// <0075> 吉野
<0075> 吉野

// <0076> 「へっ、完全にバッドだぜテメエは」
<0076> 「へっ、完全にバッドだぜテメエは」

// <0077> 瑚太朗
<0077> 瑚太朗

// <0078> 「中々ブロウの効いたセリフだな…」
<0078> 「中々ブロウの効いたセリフだな…」

// <0079> 吉野
<0079> 吉野

