// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> １０月１４日(木)
<0003> １０月１４日(木)

// <0004> 瑚太朗＿体験版
<0004> 瑚太朗＿体験版

// <0005> （………）
<0005> （………）

// <0006> うん…朝ですね。
<0006> うん…朝ですね。

// <0007> 学校に行きましょう。
<0007> 学校に行きましょう。

// <0008> 俺は今、実に自動的に生きている。
<0008> 俺は今、実に自動的に生きている。

// <0009> 瑚太朗＿体験版
<0009> 瑚太朗＿体験版

// <0010> 「おはよう！　鳳！」
<0010> 「おはよう！　鳳！」

// <0011> 鳳＿体験版
<0011> 鳳＿体験版

// <0012> 「おはようございます」
<0012> 「おはようございます」

// <0013> 瑚太朗＿体験版
<0013> 瑚太朗＿体験版

// <0014> 「さて、一時間目はなんだったかなぁ」
<0014> 「さて、一時間目はなんだったかなぁ」

// <0015> 鳳＿体験版
<0015> 鳳＿体験版

// <0016> 「………」
<0016> 「………」

// <0017> 瑚太朗＿体験版
<0017> 瑚太朗＿体験版

// <0018> 「ん、どうした鳳」
<0018> 「ん、どうした鳳」

// <0019> 鳳＿体験版
<0019> 鳳＿体験版

// <0020> 「な、何の嫌がらせですかっ」
<0020> 「な、何の嫌がらせですかっ」

// <0021> 瑚太朗＿体験版
<0021> 瑚太朗＿体験版

// <0022> 「いや、普通だろ」
<0022> 「いや、普通だろ」

// <0023> 鳳＿体験版
<0023> 鳳＿体験版

// <0024> 「いや普通なんですけれどもっ」
<0024> 「いや普通なんですけれどもっ」

// <0025> 瑚太朗＿体験版
<0025> 瑚太朗＿体験版

// <0026> 「じゃあなんだい」
<0026> 「じゃあなんだい」

// <0027> 鳳＿体験版
<0027> 鳳＿体験版

// <0028> 「い、いえ…おはようございますっ」
<0028> 「い、いえ…おはようございますっ」

// <0029> 瑚太朗＿体験版
<0029> 瑚太朗＿体験版

// <0030> 「なんだ、そんなに俺の朝の映画シリーズに期待してたのか」
<0030> 「なんだ、そんなに俺の朝の映画シリーズに期待してたのか」

// <0031> 鳳＿体験版
<0031> 鳳＿体験版

// <0032> 「そんなことあるわけないですっ！！」
<0032> 「そんなことあるわけないですっ！！」

// <0033> さて、今日もテストだ…。
<0033> さて、今日もテストだ…。

// <0034> ……。
<0034> ……。

// <0035> ………。
<0035> ………。

// <0036> …………。
<0036> …………。

// <0037> 瑚太朗＿体験版
<0037> 瑚太朗＿体験版

// <0038> 「………はっ？」
<0038> 「………はっ？」

// <0039> 気がつくと、意識が飛んでいた。
<0039> 気がつくと、意識が飛んでいた。

// <0040> 男子生徒Ａ＿体験版
<0040> 男子生徒Ａ＿体験版

// <0041> 「やっと中間テストも終わったねー」
<0041> 「やっと中間テストも終わったねー」

// <0042> 男子生徒Ｂ＿体験版
<0042> 男子生徒Ｂ＿体験版

// <0043> 「うん、とってもすがすがしい気分だよ」
<0043> 「うん、とってもすがすがしい気分だよ」

// <0044> 瑚太朗＿体験版
<0044> 瑚太朗＿体験版

// <0045> （無意識のうちにテストが終わっている！？）
<0045> （無意識のうちにテストが終わっている！？）

// <0046> 試験日程は三日あったはずだが、記憶がなかった。
<0046> 試験日程は三日あったはずだが、記憶がなかった。

// <0047> 瑚太朗＿体験版
<0047> 瑚太朗＿体験版

// <0048> 「小鳥さん」
<0048> 「小鳥さん」

// <0049> 小鳥＿体験版
<0049> 小鳥＿体験版

// <0050> 「Ｙｅａ！」
<0050> 「Ｙｅａ！」

// <0051> 元気いいな…
<0051> 元気いいな…

// <0052> 瑚太朗＿体験版
<0052> 瑚太朗＿体験版

// <0053> 「ちょっと訊きたいことがあるんだけど」
<0053> 「ちょっと訊きたいことがあるんだけど」

// <0054> 小鳥＿体験版
<0054> 小鳥＿体験版

// <0055> 「アーハン？」
<0055> 「アーハン？」

// <0056> 瑚太朗＿体験版
<0056> 瑚太朗＿体験版

// <0057> 「俺、試験中、ちょっと意識がもうろうとしていたというか、ハッキリしてなかったみたいなんだよね」
<0057> 「俺、試験中、ちょっと意識がもうろうとしていたというか、ハッキリしてなかったみたいなんだよね」

// <0058> 小鳥＿体験版
<0058> 小鳥＿体験版

// <0059> 「アーハン」
<0059> 「アーハン」

// <0060> 瑚太朗＿体験版
<0060> 瑚太朗＿体験版

// <0061> 「俺、テスト中に寝てたりしてたんじゃないかなーって…」
<0061> 「俺、テスト中に寝てたりしてたんじゃないかなーって…」

// <0062> 小鳥＿体験版
<0062> 小鳥＿体験版

// <0063> 「アーハン」
<0063> 「アーハン」

// <0064> 瑚太朗＿体験版
<0064> 瑚太朗＿体験版

// <0065> 「アーハンむかつく」
<0065> 「アーハンむかつく」

// <0066> 小鳥＿体験版
<0066> 小鳥＿体験版

// <0067> 「………ちぇ」
<0067> 「………ちぇ」

// <0068> 瑚太朗＿体験版
<0068> 瑚太朗＿体験版

// <0069> 「真面目な話、どうだった？」
<0069> 「真面目な話、どうだった？」

// <0070> ふむー、と小鳥は考え込む。
<0070> ふむー、と小鳥は考え込む。

// <0071> 小鳥＿体験版
<0071> 小鳥＿体験版

// <0072> 「瑚太朗君は期間中は黙々と勉強してたし、無言で試験を受けてたよ」
<0072> 「瑚太朗君は期間中は黙々と勉強してたし、無言で試験を受けてたよ」

// <0073> 小鳥＿体験版
<0073> 小鳥＿体験版

// <0074> 「ただ…」
<0074> 「ただ…」

// <0075> 瑚太朗＿体験版
<0075> 瑚太朗＿体験版

// <0076> 「た、ただ？」
<0076> 「た、ただ？」

// <0077> 小鳥＿体験版
<0077> 小鳥＿体験版

// <0078> 「目は死んでた」
<0078> 「目は死んでた」

// <0079> 瑚太朗＿体験版
<0079> 瑚太朗＿体験版

// <0080> 「…あ、そう」
<0080> 「…あ、そう」

// <0081> どうやら俺は、生命維持と試験以外のことに脳を使わない状態に陥っていたようだ。
<0081> どうやら俺は、生命維持と試験以外のことに脳を使わない状態に陥っていたようだ。

// <0082> 瑚太朗＿体験版
<0082> 瑚太朗＿体験版

// <0083> （それはいいんだが…まともに解答できたのか？）
<0083> （それはいいんだが…まともに解答できたのか？）

// <0084> ほとんど記憶がないのでわからない。
<0084> ほとんど記憶がないのでわからない。

// <0085> 結果を待つしかなかった。
<0085> 結果を待つしかなかった。

// <0086> 教室は賑々しい。
<0086> 教室は賑々しい。

// <0087> テストが終わったのだから当然だ。
<0087> テストが終わったのだから当然だ。

// <0088> 見えない壁が、彼らと俺との間にそびえたっているような気分になるのは、この時だ。
<0088> 見えない壁が、彼らと俺との間にそびえたっているような気分になるのは、この時だ。

// <0089> こういう時、俺は無理してでも飛び込んできた。
<0089> こういう時、俺は無理してでも飛び込んできた。

// <0090> とにかく会話の輪に参加すること。
<0090> とにかく会話の輪に参加すること。

// <0091> 不安を埋める唯一の方法が、それなのだ。
<0091> 不安を埋める唯一の方法が、それなのだ。

// <0092> だけどその場合、小鳥はおいてけぼりになっていた。
<0092> だけどその場合、小鳥はおいてけぼりになっていた。

// <0093> でも今は…
<0093> でも今は…

// <0094> 瑚太朗＿体験版
<0094> 瑚太朗＿体験版

// <0095> 「部活、行かない？」
<0095> 「部活、行かない？」

// <0096> 小鳥＿体験版
<0096> 小鳥＿体験版

// <0097> 「ＯＫ～」
<0097> 「ＯＫ～」

// <0098> ちゃんとふたりで、行ける場所がある。
<0098> ちゃんとふたりで、行ける場所がある。

// <0099> オカ研ブログを開いてみる。
<0099> オカ研ブログを開いてみる。

// <0100> 瑚太朗＿体験版
<0100> 瑚太朗＿体験版

// <0101> 「最後に開いたの、いつだっけ…」
<0101> 「最後に開いたの、いつだっけ…」

// <0102> 小鳥＿体験版
<0102> 小鳥＿体験版

// <0103> 「試験前じゃない？」
<0103> 「試験前じゃない？」

// <0104> 瑚太朗＿体験版
<0104> 瑚太朗＿体験版

// <0105> 「そうだったな。掲示板を利用してみたんだっけ」
<0105> 「そうだったな。掲示板を利用してみたんだっけ」

// <0106> 瑚太朗＿体験版
<0106> 瑚太朗＿体験版

// <0107> 「なんかドキドキするな。どんなレスがついてるか楽しみだ」
<0107> 「なんかドキドキするな。どんなレスがついてるか楽しみだ」

// <0108> 小鳥＿体験版
<0108> 小鳥＿体験版

// <0109> 「…カキコミひとつで大騒ぎだったことは記憶しておらぬか？」
<0109> 「…カキコミひとつで大騒ぎだったことは記憶しておらぬか？」

// <0110> 瑚太朗＿体験版
<0110> 瑚太朗＿体験版

// <0111> 「あったような気もするけど」
<0111> 「あったような気もするけど」

// <0112> でもなんとなくスッキリしている。
<0112> でもなんとなくスッキリしている。

// <0113> きっと言いたいことを言ったせいだろう。
<0113> きっと言いたいことを言ったせいだろう。

// <0114> 自分の中で解決したことは記憶にも残りにくい。
<0114> 自分の中で解決したことは記憶にも残りにくい。

// <0115> 小鳥＿体験版
<0115> 小鳥＿体験版

// <0116> 「…いたずら書き込み、どうなったかね」
<0116> 「…いたずら書き込み、どうなったかね」

// <0117> 瑚太朗＿体験版
<0117> 瑚太朗＿体験版

// <0118> 「まあ何日も引っ張らないでしょ、向こうも一時の逆上でやっただけのことだろうし」
<0118> 「まあ何日も引っ張らないでしょ、向こうも一時の逆上でやっただけのことだろうし」

// <0119> 小鳥＿体験版
<0119> 小鳥＿体験版

// <0120> 「でも瑚太朗君、ネットは…」
<0120> 「でも瑚太朗君、ネットは…」

// <0121> 瑚太朗＿体験版
<0121> 瑚太朗＿体験版

// <0122> 「平気平気」
<0122> 「平気平気」

// <0123> 瑚太朗＿体験版
<0123> 瑚太朗＿体験版

// <0124> 「新生オカ研はもちろん怪しいネタを扱うけど、活動自体は実に健全かつ安全なんだぜ？」
<0124> 「新生オカ研はもちろん怪しいネタを扱うけど、活動自体は実に健全かつ安全なんだぜ？」

// <0125> 瑚太朗＿体験版
<0125> 瑚太朗＿体験版

// <0126> 「どこに批判の余地があるのか」
<0126> 「どこに批判の余地があるのか」

// <0127> 小鳥＿体験版
<0127> 小鳥＿体験版

// <0128> 「それはクールな方針なんだけどもねぇ…」
<0128> 「それはクールな方針なんだけどもねぇ…」

// <0129> 掲示板を目にした瞬間、俺は仰天する。
<0129> 掲示板を目にした瞬間、俺は仰天する。

// <0130> 瑚太朗＿体験版
<0130> 瑚太朗＿体験版

// <0131> 「ワンダー！　すげえトラックバックの数だ！」
<0131> 「ワンダー！　すげえトラックバックの数だ！」

// <0132> ウェブ記事があちこちのサイトで取りあげられた。
<0132> ウェブ記事があちこちのサイトで取りあげられた。

// <0133> こんなに嬉しいことはない。
<0133> こんなに嬉しいことはない。

// <0134> 瑚太朗＿体験版
<0134> 瑚太朗＿体験版

// <0135> 「これがトラックバックの醍醐味ってやつだよ」
<0135> 「これがトラックバックの醍醐味ってやつだよ」

// <0136> 瑚太朗＿体験版
<0136> 瑚太朗＿体験版

// <0137> 「ガッツいそまつ！　ガッツいそまつ！」
<0137> 「ガッツいそまつ！　ガッツいそまつ！」

// <0138> 右腕を突き上げながら、高速で起立着席を繰り返す。
<0138> 右腕を突き上げながら、高速で起立着席を繰り返す。

// <0139> 小鳥＿体験版
<0139> 小鳥＿体験版

// <0140> 「それバックするトラックの空耳…」
<0140> 「それバックするトラックの空耳…」

// <0141> 瑚太朗＿体験版
<0141> 瑚太朗＿体験版

// <0142> 「ヒュウ、見ろよ！　コメントもたくさんついてる！」
<0142> 「ヒュウ、見ろよ！　コメントもたくさんついてる！」

// <0143> 瑚太朗＿体験版
<0143> 瑚太朗＿体験版

// <0144> 「幸先良しだな」
<0144> 「幸先良しだな」

// <0145> 小鳥＿体験版
<0145> 小鳥＿体験版

// <0146> 「…そう、なの？」
<0146> 「…そう、なの？」

// <0147> 朱音＿体験版
<0147> 朱音＿体験版

// <0148> 「………」
<0148> 「………」

// <0149> 会長様はいつも通り読書に夢中だったが、今日は不敵な笑みを口元に浮かべていた。
<0149> 会長様はいつも通り読書に夢中だったが、今日は不敵な笑みを口元に浮かべていた。

// <0150> 瑚太朗＿体験版
<0150> 瑚太朗＿体験版

// <0151> 「なんですか？」
<0151> 「なんですか？」

// <0152> 朱音＿体験版
<0152> 朱音＿体験版

// <0153> 「ふ…」
<0153> 「ふ…」

// <0154> 書物に目線を落とす。
<0154> 書物に目線を落とす。

// <0155> 意味深だ。
<0155> 意味深だ。

// <0156> 会長はほっといて、まずはウェブについたコメントから確認することにした。
<0156> 会長はほっといて、まずはウェブについたコメントから確認することにした。

// <0157> コメントがついているのは、この発言だ。
<0157> コメントがついているのは、この発言だ。

// <0158> 投稿者『特命隊長』
<0158> 投稿者『特命隊長』

// <0159> タイトル『Ｒｅ：ビビッちゃったの？（笑）』
<0159> タイトル『Ｒｅ：ビビッちゃったの？（笑）』

// <0160> おまえころすから
<0160> おまえころすから

// <0161> あっ、と声を出しそうになった。
<0161> あっ、と声を出しそうになった。

// <0162> 俺の書き込みだ。思い出した。
<0162> 俺の書き込みだ。思い出した。

// <0163> 数日前の夜、怒りのあまりこういう書き込みをしたんだった。
<0163> 数日前の夜、怒りのあまりこういう書き込みをしたんだった。

// <0164> なんて過激なレスなんだ。
<0164> なんて過激なレスなんだ。

// <0165> 読み返してしみじみ思う。
<0165> 読み返してしみじみ思う。

// <0166> 多少無礼な言い方をされたとはいえ、これはやりすぎだ。
<0166> 多少無礼な言い方をされたとはいえ、これはやりすぎだ。

// <0167> あの一年坊、怖がらせすぎてしまったかもしれん。
<0167> あの一年坊、怖がらせすぎてしまったかもしれん。

// <0168> 小鳥＿体験版
<0168> 小鳥＿体験版

// <0169> 「おわーっ」
<0169> 「おわーっ」

// <0170> 問題の書き込みを読んで叫んだ。
<0170> 問題の書き込みを読んで叫んだ。

// <0171> 小鳥＿体験版
<0171> 小鳥＿体験版

// <0172> 「冷静だって言ってたのにっ」
<0172> 「冷静だって言ってたのにっ」

// <0173> 瑚太朗＿体験版
<0173> 瑚太朗＿体験版

// <0174> 「ごめん、自宅からログインして…」
<0174> 「ごめん、自宅からログインして…」

// <0175> 小鳥＿体験版
<0175> 小鳥＿体験版

// <0176> 「これじゃ導火線の短い人だよ」
<0176> 「これじゃ導火線の短い人だよ」

// <0177> 小鳥＿体験版
<0177> 小鳥＿体験版

// <0178> 「どうしてこんなことしたの？」
<0178> 「どうしてこんなことしたの？」

// <0179> 瑚太朗＿体験版
<0179> 瑚太朗＿体験版

// <0180> 「導火線に火がついた。どうしようもなく体が熱かった。体を冷ます何かをしなければ収まりがつかなかった。まさに俺こそ炎だった」
<0180> 「導火線に火がついた。どうしようもなく体が熱かった。体を冷ます何かをしなければ収まりがつかなかった。まさに俺こそ炎だった」

// <0181> 小鳥＿体験版
<0181> 小鳥＿体験版

// <0182> 「おばか」
<0182> 「おばか」

// <0183> 瑚太朗＿体験版
<0183> 瑚太朗＿体験版

// <0184> 「…はい」
<0184> 「…はい」

// <0185> 瑚太朗＿体験版
<0185> 瑚太朗＿体験版

// <0186> 「詫びレスでもつけておいた方がいい？」
<0186> 「詫びレスでもつけておいた方がいい？」

// <0187> 小鳥＿体験版
<0187> 小鳥＿体験版

// <0188> 「うん」
<0188> 「うん」

// <0189> 瑚太朗＿体験版
<0189> 瑚太朗＿体験版

// <0190> 「あの一年坊、今頃ぶるって震えているだろうからな」
<0190> 「あの一年坊、今頃ぶるって震えているだろうからな」

// <0191> 朱音＿体験版
<0191> 朱音＿体験版

// <0192> 「ネットでの無知は断罪されるべきものよ」
<0192> 「ネットでの無知は断罪されるべきものよ」

// <0193> 突然、朱音が口を挟んできた。
<0193> 突然、朱音が口を挟んできた。

// <0194> 瑚太朗＿体験版
<0194> 瑚太朗＿体験版

// <0195> 「…へ？　どういう話？」
<0195> 「…へ？　どういう話？」

// <0196> 朱音＿体験版
<0196> 朱音＿体験版

// <0197> 「まずは続きを読んでみなさいな」
<0197> 「まずは続きを読んでみなさいな」

// <0198> 瑚太朗＿体験版
<0198> 瑚太朗＿体験版

// <0199> 「はあ…」
<0199> 「はあ…」

// <0200> 画面をスクロールしてみる。
<0200> 画面をスクロールしてみる。

// <0201> コメントが大量についている。俺の想像を遙かに超えて。
<0201> コメントが大量についている。俺の想像を遙かに超えて。

// <0202> 瑚太朗＿体験版
<0202> 瑚太朗＿体験版

// <0203> 「スクロールバーが全然動かないぞ…」
<0203> 「スクロールバーが全然動かないぞ…」

// <0204> それは大量の書き込みがされたことを意味していた。
<0204> それは大量の書き込みがされたことを意味していた。

// <0205> 投稿者『特命希望さん／一年ひみつ組』
<0205> 投稿者『特命希望さん／一年ひみつ組』

// <0206> タイトル『殺人予告！』
<0206> タイトル『殺人予告！』

// <0207> 出ました！（笑）
<0207> 出ました！（笑）

// <0208> 妄想屋お得意の殺害宣言！（笑）
<0208> 妄想屋お得意の殺害宣言！（笑）

// <0209> 殺人予告出ましたコレ！（笑）
<0209> 殺人予告出ましたコレ！（笑）

// <0210> あ、でも返り討ちにされないように注意してねー（笑）
<0210> あ、でも返り討ちにされないように注意してねー（笑）

// <0211> 相手、貴様より格段に強いから（笑）
<0211> 相手、貴様より格段に強いから（笑）

// <0212> 投稿者『特命希望さん／三年ひみつ組』
<0212> 投稿者『特命希望さん／三年ひみつ組』

// <0213> タイトル『殺人予告ですか…』
<0213> タイトル『殺人予告ですか…』

// <0214> ＞おまえころすから
<0214> ＞おまえころすから

// <0215> あー、これはまずいと思うよ（笑）
<0215> あー、これはまずいと思うよ（笑）

// <0216> ちょっと耐性なさすぎだったな
<0216> ちょっと耐性なさすぎだったな

// <0217> 残念！　ご苦労さん！
<0217> 残念！　ご苦労さん！

// <0218> …ま、停学二週間ってとこか？
<0218> …ま、停学二週間ってとこか？

// <0219> 投稿者『特命希望さん／二年ひみつ組』
<0219> 投稿者『特命希望さん／二年ひみつ組』

// <0220> タイトル『いきなりすぎないでしょうか？』
<0220> タイトル『いきなりすぎないでしょうか？』

// <0221> えーと、オカルト研究会さんは、活動再開なんですよね？
<0221> えーと、オカルト研究会さんは、活動再開なんですよね？

// <0222> でも記念すべき最初の挨拶で、いきなりけんか腰って問題です。
<0222> でも記念すべき最初の挨拶で、いきなりけんか腰って問題です。

// <0223> 相手の態度にも非はありましたが、ここはガマンすべきところでした。
<0223> 相手の態度にも非はありましたが、ここはガマンすべきところでした。

// <0224> 投稿者『特命希望さん／二年ひみつ組』
<0224> 投稿者『特命希望さん／二年ひみつ組』

// <0225> タイトル『バッカじゃねーの？』
<0225> タイトル『バッカじゃねーの？』

// <0226> どこのアホだかしらねーけど、煽り耐性０だな（笑）
<0226> どこのアホだかしらねーけど、煽り耐性０だな（笑）

// <0227> あんな露骨な釣りに引っ掛かるって、どんだけお花畑なんだよ。
<0227> あんな露骨な釣りに引っ掛かるって、どんだけお花畑なんだよ。

// <0228> 学校関係者しか見られない掲示板で良かったな。
<0228> 学校関係者しか見られない掲示板で良かったな。

// <0229> でもこれ、ここ閲覧できる兄弟校や姉妹校の連中には恥さらしだぞ？
<0229> でもこれ、ここ閲覧できる兄弟校や姉妹校の連中には恥さらしだぞ？

// <0230> 投稿者『特命希望さん／一年ひみつ組』
<0230> 投稿者『特命希望さん／一年ひみつ組』

// <0231> タイトル『いきなり（笑）』
<0231> タイトル『いきなり（笑）』

// <0232> ごめんなさい、笑っちゃまずいですよね。
<0232> ごめんなさい、笑っちゃまずいですよね。

// <0233> でもいきなり「ころす」って、その温度差に笑っちゃいました。
<0233> でもいきなり「ころす」って、その温度差に笑っちゃいました。

// <0234> きっとトピ主さんは、とても純粋な方なんでしょうね。
<0234> きっとトピ主さんは、とても純粋な方なんでしょうね。

// <0235> でも停学か謹慎は免れないと思います。
<0235> でも停学か謹慎は免れないと思います。

// <0236> しっかり罪を償ってきてくださいね
<0236> しっかり罪を償ってきてくださいね

// <0237> (*^_^*)
<0237> (*^_^*)

// <0238> 瑚太朗＿体験版
<0238> 瑚太朗＿体験版

// <0239> 「………」
<0239> 「………」

// <0240> まだまだ死ぬほどある…。
<0240> まだまだ死ぬほどある…。

// <0241> まだ読む
<0241> まだ読む

// <0242> もういい
<0242> もういい

// <0243> 投稿者『特命希望さん／三年ひみつ組』
<0243> 投稿者『特命希望さん／三年ひみつ組』

// <0244> タイトル『クソうけた』
<0244> タイトル『クソうけた』

