// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> １１月６日(土)
<0003> １１月６日(土)

// <0004> 瑚太朗
<0004> 瑚太朗

// <0005> 「………」
<0005> 「………」

// <0006> 瑚太朗
<0006> 瑚太朗

// <0007> 「朝ー」
<0007> 「朝ー」

// <0008> 瑚太朗
<0008> 瑚太朗

// <0009> 「希望はどこだ…」
<0009> 「希望はどこだ…」

// <0010> 朝が来ただけで希望になったら苦労はしない。
<0010> 朝が来ただけで希望になったら苦労はしない。

// <0011> 瑚太朗
<0011> 瑚太朗

// <0012> 「まあ希望的観測な朝が来たということで…」
<0012> 「まあ希望的観測な朝が来たということで…」

// <0013> 語呂が悪かった。
<0013> 語呂が悪かった。

// <0014> いつものように登校。
<0014> いつものように登校。

// <0015> 瑚太朗
<0015> 瑚太朗

// <0016> 「…ちょっといつもよりは眠いが…」
<0016> 「…ちょっといつもよりは眠いが…」

// <0017> 考え事があると寝付きが悪い。
<0017> 考え事があると寝付きが悪い。

// <0018> その辺の肝っ玉的なものは多分『力』使っても改善は出来ないだろう…。
<0018> その辺の肝っ玉的なものは多分『力』使っても改善は出来ないだろう…。

// <0019> 瑚太朗
<0019> 瑚太朗

// <0020> 「ん」
<0020> 「ん」

// <0021> 校門の影に見知った姿。
<0021> 校門の影に見知った姿。

// <0022> 静流だ。
<0022> 静流だ。

// <0023> 静流
<0023> 静流

// <0024> 「………」
<0024> 「………」

// <0025> なにやら神妙な顔でぶつぶつと独り言を呟いている。
<0025> なにやら神妙な顔でぶつぶつと独り言を呟いている。

// <0026> ちょっと耳を澄ませてみる。
<0026> ちょっと耳を澄ませてみる。

// <0027> 静流
<0027> 静流

// <0028> 「………」
<0028> 「………」

// <0029> 静流
<0029> 静流

// <0030> 「いつものよーに…いつものよーに…」
<0030> 「いつものよーに…いつものよーに…」

// <0031> 手にのの字を書いて、それを飲み込む。
<0031> 手にのの字を書いて、それを飲み込む。

// <0032> 瑚太朗
<0032> 瑚太朗

// <0033> 「………」
<0033> 「………」

// <0034> 言わんとすることはわかるのだが、雰囲気が雰囲気だけに邪神イツモノ・ヨーニ召喚の儀式の様相になってしまっている。
<0034> 言わんとすることはわかるのだが、雰囲気が雰囲気だけに邪神イツモノ・ヨーニ召喚の儀式の様相になってしまっている。

// <0035> 当然登校中の生徒は意図的に静流周辺を避けて歩いていた…。
<0035> 当然登校中の生徒は意図的に静流周辺を避けて歩いていた…。

// <0036> 瑚太朗
<0036> 瑚太朗

// <0037> 「…静流さん？」
<0037> 「…静流さん？」

// <0038> 静流
<0038> 静流

// <0039> 「………」
<0039> 「………」

// <0040> 静流
<0040> 静流

// <0041> 「………！！」
<0041> 「………！！」

// <0042> 静流
<0042> 静流

// <0043> 「………」
<0043> 「………」

// <0044> 静流
<0044> 静流

// <0045> 「あさごはん！！」
<0045> 「あさごはん！！」

// <0046> 静流
<0046> 静流

// <0047> 「………」
<0047> 「………」

// <0048> 開口一番意味不明だった。
<0048> 開口一番意味不明だった。

// <0049> 瑚太朗
<0049> 瑚太朗

// <0050> 「うん…いつものように朝ごはんの話題から入ろうと考えてたんだよな…」
<0050> 「うん…いつものように朝ごはんの話題から入ろうと考えてたんだよな…」

// <0051> 残念ながら空回りして、そこだけが口をついて出てしまったようだ。
<0051> 残念ながら空回りして、そこだけが口をついて出てしまったようだ。

// <0052> 静流
<0052> 静流

// <0053> 「むう…」
<0053> 「むう…」

// <0054> 瑚太朗
<0054> 瑚太朗

// <0055> 「…んー」
<0055> 「…んー」

// <0056> こういう態度を取られるとこっちは逆に落ち着いてしまうもので。
<0056> こういう態度を取られるとこっちは逆に落ち着いてしまうもので。

// <0057> 瑚太朗
<0057> 瑚太朗

// <0058> 「…昨日の話な」
<0058> 「…昨日の話な」

// <0059> 静流
<0059> 静流

// <0060> 「………」
<0060> 「………」

// <0061> 瑚太朗
<0061> 瑚太朗

// <0062> 「あんな話になってたってのは正直俺が悪いと思うんだけど…出来ればそこまで気にしないで欲しいんだが」
<0062> 「あんな話になってたってのは正直俺が悪いと思うんだけど…出来ればそこまで気にしないで欲しいんだが」

// <0063> 静流
<0063> 静流

// <0064> 「………」
<0064> 「………」

// <0065> 静流
<0065> 静流

// <0066> 「…ごめんなさい」
<0066> 「…ごめんなさい」

// <0067> 瑚太朗
<0067> 瑚太朗

// <0068> 「いやいや、なんで謝るんさ」
<0068> 「いやいや、なんで謝るんさ」

// <0069> 静流
<0069> 静流

// <0070> 「突然逃げてしまった…」
<0070> 「突然逃げてしまった…」

// <0071> 瑚太朗
<0071> 瑚太朗

// <0072> 「ん…」
<0072> 「ん…」

// <0073> 瑚太朗
<0073> 瑚太朗

// <0074> 「んなこと気にしてねえけど…静流が気にすることじゃないよ」
<0074> 「んなこと気にしてねえけど…静流が気にすることじゃないよ」

// <0075> 静流
<0075> 静流

// <0076> 「そう？」
<0076> 「そう？」

// <0077> 瑚太朗
<0077> 瑚太朗

// <0078> 「うん」
<0078> 「うん」

// <0079> 静流
<0079> 静流

// <0080> 「そうか…」
<0080> 「そうか…」

// <0081> 静流
<0081> 静流

// <0082> 「昨日ルチアにそのこと相談したんだ」
<0082> 「昨日ルチアにそのこと相談したんだ」

// <0083> 瑚太朗
<0083> 瑚太朗

// <0084> 「あいつに？」
<0084> 「あいつに？」

// <0085> なんかガールズ面談が繰り広げられていたようだ。
<0085> なんかガールズ面談が繰り広げられていたようだ。

// <0086> 静流
<0086> 静流

// <0087> 「ルチアもそんなこと気にすることじゃないと」
<0087> 「ルチアもそんなこと気にすることじゃないと」

// <0088> 瑚太朗
<0088> 瑚太朗

// <0089> 「へー」
<0089> 「へー」

// <0090> なんかあいつがフォロー的なことを言うのが意外だった。
<0090> なんかあいつがフォロー的なことを言うのが意外だった。

// <0091> 静流
<0091> 静流

// <0092> 「気にしなくていいからちょうどいい機会だしこのまま縁を切れと」
<0092> 「気にしなくていいからちょうどいい機会だしこのまま縁を切れと」

