// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> １０月２６日(火)
<0003> １０月２６日(火)

// <0004> 瑚太朗
<0004> 瑚太朗

// <0005> 「よぉーっし今日も頑張るぞぉー！」
<0005> 「よぉーっし今日も頑張るぞぉー！」

// <0006> 瑚太朗
<0006> 瑚太朗

// <0007> 「テンションあげて朝の子供番組の体操してから学校行っちゃうぜ！　ヒュウ！　ワンダフルモーニング！」
<0007> 「テンションあげて朝の子供番組の体操してから学校行っちゃうぜ！　ヒュウ！　ワンダフルモーニング！」

// <0008> 瑚太朗
<0008> 瑚太朗

// <0009> 「牛乳一気いっちゃいまぁーっす！」
<0009> 「牛乳一気いっちゃいまぁーっす！」

// <0010> 瑚太朗
<0010> 瑚太朗

// <0011> 「ぶほぉぅっ！　吹いた！」
<0011> 「ぶほぉぅっ！　吹いた！」

// <0012> 瑚太朗
<0012> 瑚太朗

// <0013> 「………」
<0013> 「………」

// <0014> 瑚太朗
<0014> 瑚太朗

// <0015> 「くらいの変化はあってもいいもんだが」
<0015> 「くらいの変化はあってもいいもんだが」

// <0016> 鼻から牛乳が流れている以外は変わらぬ朝だった。
<0016> 鼻から牛乳が流れている以外は変わらぬ朝だった。

// <0017> 瑚太朗
<0017> 瑚太朗

// <0018> 「あれ…また静流来てねえの」
<0018> 「あれ…また静流来てねえの」

// <0019> ルチア
<0019> ルチア

// <0020> 「少し遅れるという話だったが」
<0020> 「少し遅れるという話だったが」

// <0021> 瑚太朗
<0021> 瑚太朗

// <0022> 「ふむん」
<0022> 「ふむん」

// <0023> …また掃除当番やらされてるんじゃないだろうな。
<0023> …また掃除当番やらされてるんじゃないだろうな。

// <0024> 瑚太朗
<0024> 瑚太朗

// <0025> 「ちょっち正義のヒーローやってくる」
<0025> 「ちょっち正義のヒーローやってくる」

// <0026> 小鳥
<0026> 小鳥

// <0027> 「変身するの？」
<0027> 「変身するの？」

// <0028> 瑚太朗
<0028> 瑚太朗

// <0029> 「変身はしない。バトルはあるかも」
<0029> 「変身はしない。バトルはあるかも」

// <0030> 小鳥
<0030> 小鳥

// <0031> 「そりゃタイヘンだぁね」
<0031> 「そりゃタイヘンだぁね」

// <0032> ルチア
<0032> ルチア

// <0033> 「…よくわからないが気をつけてな」
<0033> 「…よくわからないが気をつけてな」

// <0034> 瑚太朗
<0034> 瑚太朗

// <0035> 「おうっ」
<0035> 「おうっ」

// <0036> …さて。
<0036> …さて。

// <0037> 
<0037> 

// <0038> 静流
<0038> 静流

// <0039> 「………」
<0039> 「………」

// <0040> 瑚太朗
<0040> 瑚太朗

// <0041> 「やっぱりか」
<0041> 「やっぱりか」

// <0042> 静流は一人で掃き掃除をしていた。
<0042> 静流は一人で掃き掃除をしていた。

// <0043> 静流
<0043> 静流

// <0044> 「？」
<0044> 「？」

// <0045> 瑚太朗
<0045> 瑚太朗

// <0046> 「呼びにきたんよ」
<0046> 「呼びにきたんよ」

// <0047> 静流
<0047> 静流

// <0048> 「…むう」
<0048> 「…むう」

// <0049> 申し訳なさそうに、しょぼん、と肩をすくめる。
<0049> 申し訳なさそうに、しょぼん、と肩をすくめる。

// <0050> 瑚太朗
<0050> 瑚太朗

// <0051> 「また一人で掃除当番か」
<0051> 「また一人で掃除当番か」

// <0052> こくこく、と頷く。
<0052> こくこく、と頷く。

// <0053> 瑚太朗
<0053> 瑚太朗

// <0054> 「ちょっと訊きたいんだが、お前の掃除当番っていつよ」
<0054> 「ちょっと訊きたいんだが、お前の掃除当番っていつよ」

// <0055> 静流
<0055> 静流

// <0056> 「…いつ？」
<0056> 「…いつ？」

// <0057> 瑚太朗
<0057> 瑚太朗

// <0058> 「うん」
<0058> 「うん」

// <0059> うーん、と考え出す。
<0059> うーん、と考え出す。

// <0060> 瑚太朗
<0060> 瑚太朗

// <0061> 「昨日でも今日でもないよな」
<0061> 「昨日でも今日でもないよな」

// <0062> こくん、と頷く。
<0062> こくん、と頷く。

// <0063> 瑚太朗
<0063> 瑚太朗

// <0064> 「…なんでお前がやってんだ」
<0064> 「…なんでお前がやってんだ」

// <0065> 静流
<0065> 静流

// <0066> 「用事があるらしい」
<0066> 「用事があるらしい」

// <0067> 瑚太朗
<0067> 瑚太朗

// <0068> 「…あ、そ」
<0068> 「…あ、そ」

// <0069> 瑚太朗
<0069> 瑚太朗

// <0070> 「そいつらと仲いいのか」
<0070> 「そいつらと仲いいのか」

// <0071> 静流
<0071> 静流

// <0072> 「…良くはない」
<0072> 「…良くはない」

// <0073> 瑚太朗
<0073> 瑚太朗

// <0074> 「なるほどね…」
