// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> １０月２０日(水)
<0003> １０月２０日(水)

// <0004> 夢に変な女が出てきた。
<0004> 夢に変な女が出てきた。

// <0005> 女の子＿やすこ
<0005> 女の子＿やすこ

// <0006> 「…瑚太朗ちゃん」
<0006> 「…瑚太朗ちゃん」

// <0007> 瑚太朗
<0007> 瑚太朗

// <0008> 「なに君。誰？」
<0008> 「なに君。誰？」

// <0009> 女の子＿やすこ
<0009> 女の子＿やすこ

// <0010> 「あたし、やすこよ」
<0010> 「あたし、やすこよ」

// <0011> 瑚太朗
<0011> 瑚太朗

// <0012> 「…誰だっけ？」
<0012> 「…誰だっけ？」

// <0013> やすこ
<0013> やすこ

// <0014> 「式神のやすこよ」
<0014> 「式神のやすこよ」

// <0015> 瑚太朗
<0015> 瑚太朗

// <0016> 「またか」
<0016> 「またか」

// <0017> 瑚太朗
<0017> 瑚太朗

// <0018> 「毎日一枚ずつ枕の下に敷いてるけどさ…」
<0018> 「毎日一枚ずつ枕の下に敷いてるけどさ…」

// <0019> やすこ
<0019> やすこ

// <0020> 「今日の一枚があたし」
<0020> 「今日の一枚があたし」

// <0021> 瑚太朗
<0021> 瑚太朗

// <0022> 「なるほど」
<0022> 「なるほど」

// <0023> やすこ
<0023> やすこ

// <0024> 「生き霊として夢の中にやってきたの」
<0024> 「生き霊として夢の中にやってきたの」

// <0025> やすこ
<0025> やすこ

// <0026> 「あなたを守るために」
<0026> 「あなたを守るために」

// <0027> 瑚太朗
<0027> 瑚太朗

// <0028> 「式神は夢枕に立たないといけない理由でもあるわけ？」
<0028> 「式神は夢枕に立たないといけない理由でもあるわけ？」

// <0029> やすこ
<0029> やすこ

// <0030> 「敵はあまりにも強大過ぎる…」
<0030> 「敵はあまりにも強大過ぎる…」

// <0031> 瑚太朗
<0031> 瑚太朗

// <0032> 「聞いてないな。テンプレートか」
<0032> 「聞いてないな。テンプレートか」

// <0033> やすこ
<0033> やすこ

// <0034> 「でも安心して。きっとあなたを守ってみせる」
<0034> 「でも安心して。きっとあなたを守ってみせる」

// <0035> 瑚太朗
<0035> 瑚太朗

// <0036> 「それは有り難いが…」
<0036> 「それは有り難いが…」

// <0037> やすこ
<0037> やすこ

// <0038> 「だから約束して瑚太朗ちゃん。もし勝ったら結婚して」
<0038> 「だから約束して瑚太朗ちゃん。もし勝ったら結婚して」

// <0039> 瑚太朗
<0039> 瑚太朗

// <0040> 「やすこ…おまえってヤツは…」
<0040> 「やすこ…おまえってヤツは…」

// <0041> 瑚太朗
<0041> 瑚太朗

// <0042> 「わかった。子供は７人で」
<0042> 「わかった。子供は７人で」

// <0043> やすこ
<0043> やすこ

// <0044> 「家族で野球チームだねっ」
<0044> 「家族で野球チームだねっ」

// <0045> そこで夢は終わった。
<0045> そこで夢は終わった。

// <0046> 瑚太朗
<0046> 瑚太朗

// <0047> 「…心地よい目覚めだ」
<0047> 「…心地よい目覚めだ」

// <0048> スッキリしていた。
<0048> スッキリしていた。

// <0049> 瑚太朗
<0049> 瑚太朗

// <0050> 「素敵な朝だ」
<0050> 「素敵な朝だ」

// <0051> 式神を入手してからというもの、毎日が平穏だ。
<0051> 式神を入手してからというもの、毎日が平穏だ。

// <0052> そういえば夢に、何かが出てきたような気がする。
<0052> そういえば夢に、何かが出てきたような気がする。

// <0053> 瑚太朗
<0053> 瑚太朗

