// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> １１月２日(火)
<0003> １１月２日(火)

// <0004> 道ばたで主婦たちが会話をしていた。
<0004> 道ばたで主婦たちが会話をしていた。

// <0005> 主婦
<0005> 主婦

// <0006> 「…でもあれ、事件なんじゃないの？　あんなに警察がたくさん来て…」
<0006> 「…でもあれ、事件なんじゃないの？　あんなに警察がたくさん来て…」

// <0007> 主婦
<0007> 主婦

// <0008> 「だってニュースでも取りあげられていなかったじゃない」
<0008> 「だってニュースでも取りあげられていなかったじゃない」

// <0009> 主婦
<0009> 主婦

// <0010> 「でもおかしいわよ」
<0010> 「でもおかしいわよ」

// <0011> 主婦
<0011> 主婦

// <0012> 「報道規制ってやつじゃないの？」
<0012> 「報道規制ってやつじゃないの？」

// <0013> 主婦
<0013> 主婦

// <0014> 「何のために？」
<0014> 「何のために？」

// <0015> 主婦
<0015> 主婦

// <0016> 「犯人がまだ捕まってないからじゃないの？」
<0016> 「犯人がまだ捕まってないからじゃないの？」

// <0017> 主婦
<0017> 主婦

// <0018> 「それより誰が通報したのかしら？」
<0018> 「それより誰が通報したのかしら？」

// <0019> 主婦
<0019> 主婦

// <0020> 「確か田島さんの奥さんが」
<0020> 「確か田島さんの奥さんが」

// <0021> 主婦
<0021> 主婦

// <0022> 「ああ、お隣だものね」
<0022> 「ああ、お隣だものね」

// <0023> 主婦
<0023> 主婦

// <0024> 「でもどうして気付いたのかしら？」
<0024> 「でもどうして気付いたのかしら？」

// <0025> 主婦
<0025> 主婦

// <0026> 「毎朝、奥さんが庭掃除してたのが、数日も途絶えたって話らしいわ」
<0026> 「毎朝、奥さんが庭掃除してたのが、数日も途絶えたって話らしいわ」

// <0027> 主婦
<0027> 主婦

// <0028> 「よくそれで通報までしようと思うわねぇ…ちょっと出歯亀根性みたいでイヤだわ」
<0028> 「よくそれで通報までしようと思うわねぇ…ちょっと出歯亀根性みたいでイヤだわ」

// <0029> 主婦
<0029> 主婦

// <0030> 「今回は結果オーライだけどね」
<0030> 「今回は結果オーライだけどね」

// <0031> 主婦
<0031> 主婦

// <0032> 「いやねぇ…そういうの早く見つけてくれるサービスがあればいいのに」
<0032> 「いやねぇ…そういうの早く見つけてくれるサービスがあればいいのに」

// <0033> 主婦
<0033> 主婦

// <0034> 「あら、福祉にちゃんとあるのよ。けど独居老人ってプライドが」
<0034> 「あら、福祉にちゃんとあるのよ。けど独居老人ってプライドが」

// <0035> 主婦
<0035> 主婦

// <0036> 「申し込まないから」
<0036> 「申し込まないから」

// <0037> 主婦
<0037> 主婦

// <0038> 「知らないでしょ。難しいもの」
<0038> 「知らないでしょ。難しいもの」

// <0039> 主婦
<0039> 主婦

// <0040> 「やっぱりホームに入れないと駄目なのねぇ」
<0040> 「やっぱりホームに入れないと駄目なのねぇ」

// <0041> 主婦
<0041> 主婦

// <0042> 「じゃあ田崎さんの当番って、今後はどうなるのかしら？」
<0042> 「じゃあ田崎さんの当番って、今後はどうなるのかしら？」

// <0043> 主婦
<0043> 主婦

// <0044> 「飛ばすしかないんじゃない？　それか、誰かご家族の方に受け持ってもらうか」
<0044> 「飛ばすしかないんじゃない？　それか、誰かご家族の方に受け持ってもらうか」

// <0045> 主婦
<0045> 主婦

// <0046> 「やだ奥さん、家族ってもう…」
<0046> 「やだ奥さん、家族ってもう…」

// <0047> 主婦
<0047> 主婦

// <0048> 「あ、そうだったわね、いけない…」
<0048> 「あ、そうだったわね、いけない…」

// <0049> 主婦
<0049> 主婦

// <0050> 「どういうこと？」
<0050> 「どういうこと？」

// <0051> 主婦
<0051> 主婦

// <0052> 「夫婦ごと、その、亡くなったから、田崎さん」
<0052> 「夫婦ごと、その、亡くなったから、田崎さん」

// <0053> 主婦
<0053> 主婦

// <0054> 「ミイラみたいな死体だったって。臭いもなかったって」
<0054> 「ミイラみたいな死体だったって。臭いもなかったって」

// <0055> 主婦たちが何を話しているのか、俺にはまったく理解できなかった。
<0055> 主婦たちが何を話しているのか、俺にはまったく理解できなかった。

// <0056> しばらく歩いて、田崎と表札のある家を通り過ぎた時、少し理解した。
<0056> しばらく歩いて、田崎と表札のある家を通り過ぎた時、少し理解した。

// <0057> その家は、もう住む者のない気配に覆われていた…。
<0057> その家は、もう住む者のない気配に覆われていた…。

// <0058> ネタ『謎の怪死事件』を入手した！
<0058> ネタ『謎の怪死事件』を入手した！

// <0059> 瑚太朗
<0059> 瑚太朗

// <0060> 「だから」
<0060> 「だから」

// <0061> 向けられる怪訝な顔に向かって、教え諭すように言い直す。
<0061> 向けられる怪訝な顔に向かって、教え諭すように言い直す。

// <0062> 瑚太朗
<0062> 瑚太朗

// <0063> 「怪死事件があったみたいなんですけど」
<0063> 「怪死事件があったみたいなんですけど」

// <0064> 朱音
<0064> 朱音

// <0065> 「…いつ、どこで」
<0065> 「…いつ、どこで」

// <0066> 瑚太朗
<0066> 瑚太朗

// <0067> 「昨日。たぶん、うちの近所」
<0067> 「昨日。たぶん、うちの近所」

// <0068> オカ研は新たなネタを求めていた。
<0068> オカ研は新たなネタを求めていた。

// <0069> そんな矢先に飛び込んできたのが、怪死事件の噂話だ。
<0069> そんな矢先に飛び込んできたのが、怪死事件の噂話だ。

// <0070> 早速昼休みにみんなを集めて、その話を披露したわけだが。
<0070> 早速昼休みにみんなを集めて、その話を披露したわけだが。

// <0071> 朱音
<0071> 朱音

// <0072> 「聞いたことないけれど」
<0072> 「聞いたことないけれど」

// <0073> 瑚太朗
<0073> 瑚太朗

// <0074> 「俺も詳しくは知らないんです。何か知りません？」
<0074> 「俺も詳しくは知らないんです。何か知りません？」

// <0075> 朱音
<0075> 朱音

// <0076> 「聞いてないわ。本当にそんな事件は起こったの？」
<0076> 「聞いてないわ。本当にそんな事件は起こったの？」

// <0077> 瑚太朗
<0077> 瑚太朗

// <0078> 「はずです。人死、出てるんで」
<0078> 「はずです。人死、出てるんで」

// <0079> 瑚太朗
<0079> 瑚太朗

// <0080> 「田崎さんって人が、夫婦で」
<0080> 「田崎さんって人が、夫婦で」

// <0081> 朱音
<0081> 朱音

// <0082> 「………」
<0082> 「………」

// <0083> 学校でも似たような話は聞いた。
<0083> 学校でも似たような話は聞いた。

// <0084> 話し友達のひとりが、俺にこんなことを聞いてきたのだ。
<0084> 話し友達のひとりが、俺にこんなことを聞いてきたのだ。

// <0085> クラスメイト
<0085> クラスメイト

// <0086> 『なあ、おまえんちのそばで誰か死んだってマジ？』
<0086> 『なあ、おまえんちのそばで誰か死んだってマジ？』

// <0087> 俺もそいつもたいした情報は持ってなかった。
<0087> 俺もそいつもたいした情報は持ってなかった。

// <0088> けどどうやら、確かに怪しい事件は起きているらしいのだ。
