// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> １１月１日(月)
<0003> １１月１日(月)

// <0004> 今日は小鳥を誘って登校することにした。
<0004> 今日は小鳥を誘って登校することにした。

// <0005> 一昨日は色々活動していただけに、疲れてるだろうから…。
<0005> 一昨日は色々活動していただけに、疲れてるだろうから…。

// <0006> せっかく最近は毎日学校に来るようになってるんだ。
<0006> せっかく最近は毎日学校に来るようになってるんだ。

// <0007> 継続して欲しかった。
<0007> 継続して欲しかった。

// <0008> 神戸家の塀には、布団が並べて干してある。
<0008> 神戸家の塀には、布団が並べて干してある。

// <0009> その右端には小鳥の抱き枕がぐでっと干してある。
<0009> その右端には小鳥の抱き枕がぐでっと干してある。

// <0010> と思ったら、生々しく動き出した。
<0010> と思ったら、生々しく動き出した。

// <0011> 瑚太朗
<0011> 瑚太朗

// <0012> 「うおっ、本人っ？」
<0012> 「うおっ、本人っ？」

// <0013> 小鳥
<0013> 小鳥

// <0014> 「…リラックス中なの」
<0014> 「…リラックス中なの」

// <0015> 瑚太朗
<0015> 瑚太朗

// <0016> 「気持ちよさそうだな、それ」
<0016> 「気持ちよさそうだな、それ」

// <0017> 小鳥
<0017> 小鳥

// <0018> 「瑚太朗君も干されてみる？」
<0018> 「瑚太朗君も干されてみる？」

// <0019> 瑚太朗
<0019> 瑚太朗

// <0020> 「干されるのはイヤかな…違う意味で」
<0020> 「干されるのはイヤかな…違う意味で」

// <0021> 小鳥
<0021> 小鳥

// <0022> 「この服、着心地が良くてつい毎日着ちゃうんだよね」
<0022> 「この服、着心地が良くてつい毎日着ちゃうんだよね」

// <0023> パジャマ代わりになっているらしい。
<0023> パジャマ代わりになっているらしい。

// <0024> 小鳥
<0024> 小鳥

// <0025> 「しっかり干さなきゃ」
<0025> 「しっかり干さなきゃ」

// <0026> 瑚太朗
<0026> 瑚太朗

// <0027> 「いっそ洗濯しちゃいなよ…」
<0027> 「いっそ洗濯しちゃいなよ…」

// <0028> 小鳥
<0028> 小鳥

// <0029> 「着たきり雀だから。小鳥だけに」
<0029> 「着たきり雀だから。小鳥だけに」

// <0030> 瑚太朗
<0030> 瑚太朗

// <0031> 「小鳥のそういう（寒いこと平気で口にできる）勇敢なとこ、好きだわ」
<0031> 「小鳥のそういう（寒いこと平気で口にできる）勇敢なとこ、好きだわ」

// <0032> 小鳥
<0032> 小鳥

// <0033> 「よせやい、照れるぜ…」
<0033> 「よせやい、照れるぜ…」

// <0034> 小鳥
<0034> 小鳥

// <0035> 「まあ、隙めっけてちゃんと洗ってるけどね」
<0035> 「まあ、隙めっけてちゃんと洗ってるけどね」

// <0036> 瑚太朗
<0036> 瑚太朗

// <0037> 「そんな苦労しないでも、俺たちみたいに気に入った同じ服を何着も買えばいいのに」
<0037> 「そんな苦労しないでも、俺たちみたいに気に入った同じ服を何着も買えばいいのに」

// <0038> 小鳥が目をぱちくりとする。
<0038> 小鳥が目をぱちくりとする。

// <0039> 小鳥
<0039> 小鳥

// <0040> 「そんなことしてるの？」
<0040> 「そんなことしてるの？」

// <0041> 瑚太朗
<0041> 瑚太朗

// <0042> 「今はみんなやってる」
<0042> 「今はみんなやってる」

// <0043> 瑚太朗
<0043> 瑚太朗

// <0044> 「単に俺たちの界隈だけじゃなくて、全体的にみんなやってる。全業界的に…」
<0044> 「単に俺たちの界隈だけじゃなくて、全体的にみんなやってる。全業界的に…」

// <0045> 瑚太朗
<0045> 瑚太朗

// <0046> 「一種のトレンドだな」
<0046> 「一種のトレンドだな」

// <0047> 小鳥
<0047> 小鳥

// <0048> 「そ、そうだったのか！　小鳥さん流行に乗り遅れてたよ」
<0048> 「そ、そうだったのか！　小鳥さん流行に乗り遅れてたよ」

// <0049> 小鳥
<0049> 小鳥

// <0050> 「ヅャスコ行かなきゃ！」
<0050> 「ヅャスコ行かなきゃ！」

// <0051> 瑚太朗
<0051> 瑚太朗

// <0052> 「またヅャスコか…」
<0052> 「またヅャスコか…」

// <0053> 瑚太朗
<0053> 瑚太朗

// <0054> 「それより種まきの件で報告したいことがあるんだけど」
<0054> 「それより種まきの件で報告したいことがあるんだけど」

// <0055> 小鳥
<0055> 小鳥

// <0056> 「うん、何回まいてくれたの？」
<0056> 「うん、何回まいてくれたの？」

// <0057> 瑚太朗
<0057> 瑚太朗

// <0058> 「…０回、なんだ」
<0058> 「…０回、なんだ」

// <0059> 小鳥
<0059> 小鳥

// <0060> 「今なんと申した」
<0060> 「今なんと申した」

// <0061> 瑚太朗
<0061> 瑚太朗

// <0062> 「あれから一度も種まきしてないんだ」
<0062> 「あれから一度も種まきしてないんだ」

// <0063> 瑚太朗
<0063> 瑚太朗

// <0064> 「や、本当に悪い。まこうとするたびに、敵に邪魔されて」
<0064> 「や、本当に悪い。まこうとするたびに、敵に邪魔されて」

// <0065> 小鳥
<0065> 小鳥

// <0066> 「これは異なことを言いよる。敵とな？」
<0066> 「これは異なことを言いよる。敵とな？」

// <0067> 瑚太朗
<0067> 瑚太朗

// <0068> 「ああ…そうなんだ」
<0068> 「ああ…そうなんだ」

// <0069> 瑚太朗
<0069> 瑚太朗

// <0070> 「俺の中に巣くう、怠け者という羅刹だ」
<0070> 「俺の中に巣くう、怠け者という羅刹だ」

// <0071> 小鳥
<0071> 小鳥

// <0072> 「瑚太朗君のろくでなしっ」
<0072> 「瑚太朗君のろくでなしっ」

// <0073> 瑚太朗
<0073> 瑚太朗

// <0074> 「言い訳する気はない…」
<0074> 「言い訳する気はない…」

// <0075> 瑚太朗
<0075> 瑚太朗

// <0076> 「どんな体罰だって受けるつもりだ」
<0076> 「どんな体罰だって受けるつもりだ」

// <0077> 小鳥
<0077> 小鳥

// <0078> 「なら罰として…あたしのメルマガ《誰じゃを言うのは駄洒落》を毎週配信する！」
<0078> 「なら罰として…あたしのメルマガ《誰じゃを言うのは駄洒落》を毎週配信する！」

// <0079> 瑚太朗
<0079> 瑚太朗

// <0080> 「むしろ読んでみたいわ」
<0080> 「むしろ読んでみたいわ」

// <0081> 小鳥
<0081> 小鳥

// <0082> 「一度読むごとに、ダジャレが大好きになっていくんだよ」
<0082> 「一度読むごとに、ダジャレが大好きになっていくんだよ」

// <0083> 瑚太朗
<0083> 瑚太朗

// <0084> 「そんなことあるはずないし、いいぞ、配信してみろ！」
<0084> 「そんなことあるはずないし、いいぞ、配信してみろ！」

// <0085> 言い終わるや否や、小鳥のメルマガは本当に配信されてきた。
<0085> 言い終わるや否や、小鳥のメルマガは本当に配信されてきた。

// <0086> 『今日の占いコーナー…凶！（今日だけに）』
<0086> 『今日の占いコーナー…凶！（今日だけに）』

// <0087> …いやきっつい、これ。
<0087> …いやきっつい、これ。

// <0088> 瑚太朗
<0088> 瑚太朗

// <0089> 「こんな感じなんだ…」
<0089> 「こんな感じなんだ…」

// <0090> まいた箇所を記録したマップデータを、小鳥に送信した。
<0090> まいた箇所を記録したマップデータを、小鳥に送信した。

// <0091> 確認して、小鳥が難しい顔をする。
<0091> 確認して、小鳥が難しい顔をする。

// <0092> 小鳥
<0092> 小鳥

// <0093> 「少ない…」
<0093> 「少ない…」

// <0094> 瑚太朗
<0094> 瑚太朗

// <0095> 「悪い。ここ最近、ちょっと海外出張が重なっててさ」
<0095> 「悪い。ここ最近、ちょっと海外出張が重なっててさ」

// <0096> 小鳥
<0096> 小鳥

// <0097> 「嘘つく気ないでしょ」
<0097> 「嘘つく気ないでしょ」

// <0098> 瑚太朗
<0098> 瑚太朗

// <0099> 「ああ、いさぎよくサボりを認める」
<0099> 「ああ、いさぎよくサボりを認める」

// <0100> 瑚太朗
<0100> 瑚太朗

// <0101> 「いいぜ…俺に、体罰を与えてくれても…」
<0101> 「いいぜ…俺に、体罰を与えてくれても…」

// <0102> 瑚太朗
<0102> 瑚太朗

// <0103> 「プロレス技とかどんと来いだ」
<0103> 「プロレス技とかどんと来いだ」

// <0104> 小鳥
<0104> 小鳥

// <0105> 「そこまでの覚悟でサボったんだ」
<0105> 「そこまでの覚悟でサボったんだ」

// <0106> 瑚太朗
<0106> 瑚太朗

// <0107> 「ああ、俺も男だ。逃げも隠れもしない。死ぬほど苦しむだろうが、受けきってみせるぜ」
<0107> 「ああ、俺も男だ。逃げも隠れもしない。死ぬほど苦しむだろうが、受けきってみせるぜ」

// <0108> 瑚太朗
<0108> 瑚太朗

// <0109> 「さあ遠慮なくベアハッグをかけてみろ！　ギュッとね！」
<0109> 「さあ遠慮なくベアハッグをかけてみろ！　ギュッとね！」

// <0110> 小鳥
<0110> 小鳥

// <0111> 「ハグじゃん！」
<0111> 「ハグじゃん！」

// <0112> ほっぺパンチされる。
<0112> ほっぺパンチされる。

// <0113> 小鳥
<0113> 小鳥

// <0114> 「瑚太朗君のエロスが満たされるだけじゃーん！」
<0114> 「瑚太朗君のエロスが満たされるだけじゃーん！」

// <0115> ぽむぽむっと連打を食らう。
<0115> ぽむぽむっと連打を食らう。

// <0116> 瑚太朗
<0116> 瑚太朗

// <0117> 「これはこれでイイ…」
<0117> 「これはこれでイイ…」

// <0118> 小鳥
<0118> 小鳥

// <0119> 「ダメな人には効かない！？」
<0119> 「ダメな人には効かない！？」

// <0120> 瑚太朗
<0120> 瑚太朗

// <0121> 「おまえのパンチは安全性が高すぎるんだ！」
<0121> 「おまえのパンチは安全性が高すぎるんだ！」

// <0122> 小鳥
<0122> 小鳥

// <0123> 「んもー！」
<0123> 「んもー！」

// <0124> ただの仲良しさんでしかない。
<0124> ただの仲良しさんでしかない。

// <0125> 瑚太朗
<0125> 瑚太朗

// <0126> 「こんな感じだ」
<0126> 「こんな感じだ」

// <0127> まいた箇所を記録したマップデータを、小鳥に送信した。
<0127> まいた箇所を記録したマップデータを、小鳥に送信した。

// <0128> 確認して、小鳥は大いに驚く。
<0128> 確認して、小鳥は大いに驚く。

// <0129> 小鳥
<0129> 小鳥

// <0130> 「おお、がんばってる！　かなーりがんばった！」
<0130> 「おお、がんばってる！　かなーりがんばった！」

// <0131> 瑚太朗
<0131> 瑚太朗

// <0132> 「そうだろ、俺頑張ったろ？」
<0132> 「そうだろ、俺頑張ったろ？」

// <0133> 小鳥
<0133> 小鳥

// <0134> 「これなら住人が死滅して５００年も経てば、街は緑に覆われて野生動物も帰ってくるに違いなしだよ！」
<0134> 「これなら住人が死滅して５００年も経てば、街は緑に覆われて野生動物も帰ってくるに違いなしだよ！」

// <0135> 瑚太朗
<0135> 瑚太朗

// <0136> 「その条件ならどこの街だってそうなるが…」
<0136> 「その条件ならどこの街だってそうなるが…」

// <0137> 小鳥
<0137> 小鳥

// <0138> 「でかしたよ、瑚太朗君！」
<0138> 「でかしたよ、瑚太朗君！」

// <0139> 瑚太朗
<0139> 瑚太朗

// <0140> 「お、おう…おまえのために、頑張ってみたよ」
<0140> 「お、おう…おまえのために、頑張ってみたよ」

// <0141> 小鳥
<0141> 小鳥

// <0142> 「あたしもそろそろ男を利用すること覚えなきゃ、って悩んでたから、助かったよ」
<0142> 「あたしもそろそろ男を利用すること覚えなきゃ、って悩んでたから、助かったよ」

// <0143> 瑚太朗
<0143> 瑚太朗

// <0144> 「おおい！？」
<0144> 「おおい！？」

// <0145> 小鳥
<0145> 小鳥

// <0146> 「これで人並みの悪女になれたかな」
<0146> 「これで人並みの悪女になれたかな」

// <0147> 瑚太朗
<0147> 瑚太朗

// <0148> 「そんなものになってはいけませんよ！」
<0148> 「そんなものになってはいけませんよ！」

// <0149> 小鳥は『したたかな性悪女ＬＥＶＥＬ１』の称号を手に入れた！
<0149> 小鳥は『したたかな性悪女ＬＥＶＥＬ１』の称号を手に入れた！

// <0150> 瑚太朗
<0150> 瑚太朗

// <0151> 「こうだよ！」
<0151> 「こうだよ！」

// <0152> まいた箇所を記録したマップデータを、小鳥に送信した。
<0152> まいた箇所を記録したマップデータを、小鳥に送信した。

// <0153> 確認して、小鳥が目を点にする。
<0153> 確認して、小鳥が目を点にする。

// <0154> 小鳥
<0154> 小鳥

// <0155> 「ふおおおおっ」
<0155> 「ふおおおおっ」

// <0156> 瑚太朗
<0156> 瑚太朗

// <0157> 「どうだ！　市内の種まけそうな土地は、すべて制覇してやった！」
<0157> 「どうだ！　市内の種まけそうな土地は、すべて制覇してやった！」

// <0158> 小鳥
<0158> 小鳥

// <0159> 「こんなショボいイベントに、こんな熱意を！　無駄な熱意を！」
<0159> 「こんなショボいイベントに、こんな熱意を！　無駄な熱意を！」

// <0160> 瑚太朗
<0160> 瑚太朗

// <0161> 「ショボいとか無駄とか言うなよ依頼人」
<0161> 「ショボいとか無駄とか言うなよ依頼人」

// <0162> 小鳥
<0162> 小鳥

// <0163> 「ハンパなしだよ瑚太朗君。グレートだよ」
<0163> 「ハンパなしだよ瑚太朗君。グレートだよ」

// <0164> 瑚太朗
<0164> 瑚太朗

// <0165> 「そ、そうかな…」
<0165> 「そ、そうかな…」

// <0166> 小鳥
<0166> 小鳥

// <0167> 「これはごほうびあげないとだね」
<0167> 「これはごほうびあげないとだね」

// <0168> 小鳥
<0168> 小鳥

