// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> １０月４日(月)
<0003> １０月４日(月)

// <0004> 朝。
<0004> 朝。

// <0005> 瑚太朗＿体験版
<0005> 瑚太朗＿体験版

// <0006> （あれ…）
<0006> （あれ…）

// <0007> 昨日…夜、何かあったんだっけ…
<0007> 昨日…夜、何かあったんだっけ…

// <0008> 瑚太朗＿体験版
<0008> 瑚太朗＿体験版

// <0009> （…手首…）
<0009> （…手首…）

// <0010> 霊…。
<0010> 霊…。

// <0011> 瑚太朗＿体験版
<0011> 瑚太朗＿体験版

// <0012> （………）
<0012> （………）

// <0013> ぞくりとした。
<0013> ぞくりとした。

// <0014> 見てみるが、俺の手首には何も無い。
<0014> 見てみるが、俺の手首には何も無い。

// <0015> 瑚太朗＿体験版
<0015> 瑚太朗＿体験版

// <0016> （気のせいか…）
<0016> （気のせいか…）

// <0017> 都合の悪いことは忘れるに限る。そんなことより現実だ。
<0017> 都合の悪いことは忘れるに限る。そんなことより現実だ。

// <0018> 瑚太朗＿体験版
<0018> 瑚太朗＿体験版

// <0019> （今日は…）
<0019> （今日は…）

// <0020> 瑚太朗＿体験版
<0020> 瑚太朗＿体験版

// <0021> （小鳥が学校に行くって言ってたな…）
<0021> （小鳥が学校に行くって言ってたな…）

// <0022> 大事な日だ。
<0022> 大事な日だ。

// <0023> 明け方に戻り、数時間に満たない睡眠。
<0023> 明け方に戻り、数時間に満たない睡眠。

// <0024> 多少眠いが、問題ない。
<0024> 多少眠いが、問題ない。

// <0025> 朝飯を食べ、学校の用意をする。
<0025> 朝飯を食べ、学校の用意をする。

// <0026> モーニングコールをかけた。
<0026> モーニングコールをかけた。

// <0027> 瑚太朗＿体験版
<0027> 瑚太朗＿体験版

// <0028> 「小鳥か？　そろそろ学校に行く時間なんだけど」
<0028> 「小鳥か？　そろそろ学校に行く時間なんだけど」

// <0029> 小鳥＿電話＿体験版
<0029> 小鳥＿電話＿体験版

// <0030> 『おわーっ！』
<0030> 『おわーっ！』

// <0031> もうそれだけで把握してしまった。
<0031> もうそれだけで把握してしまった。

// <0032> 瑚太朗＿体験版
<0032> 瑚太朗＿体験版

// <0033> 「小鳥、まさかまたッ！？」
<0033> 「小鳥、まさかまたッ！？」

// <0034> 小鳥＿電話＿体験版
<0034> 小鳥＿電話＿体験版

// <0035> 『おわーっ！』
<0035> 『おわーっ！』

// <0036> 瑚太朗＿体験版
<0036> 瑚太朗＿体験版

// <0037> 「…おい」
<0037> 「…おい」

// <0038> 小鳥＿電話＿体験版
<0038> 小鳥＿電話＿体験版

// <0039> 『おわわーっ！』
<0039> 『おわわーっ！』

// <0040> 瑚太朗＿体験版
<0040> 瑚太朗＿体験版

// <0041> 「…いや、だから」
<0041> 「…いや、だから」

// <0042> 小鳥＿電話＿体験版
<0042> 小鳥＿電話＿体験版

// <0043> 『おわーっ、おわわーっ』
<0043> 『おわーっ、おわわーっ』

// <0044> 小鳥＿電話＿体験版
<0044> 小鳥＿電話＿体験版

// <0045> 『今おきちゃったよ！』
<0045> 『今おきちゃったよ！』

// <0046> 瑚太朗＿体験版
<0046> 瑚太朗＿体験版

// <0047> 「やっぱり…」
<0047> 「やっぱり…」

// <0048> 小鳥＿電話＿体験版
<0048> 小鳥＿電話＿体験版

// <0049> 『どーしよー！？』
<0049> 『どーしよー！？』

// <0050> 瑚太朗＿体験版
<0050> 瑚太朗＿体験版

// <0051> 「ちゃちゃっと準備して出てこられないか？　５分くらい待つ」
<0051> 「ちゃちゃっと準備して出てこられないか？　５分くらい待つ」

// <0052> 小鳥＿電話＿体験版
<0052> 小鳥＿電話＿体験版

// <0053> 『クオリティ低すぎるから、３０分はかかるよ…』
<0053> 『クオリティ低すぎるから、３０分はかかるよ…』

// <0054> 小鳥＿電話＿体験版
<0054> 小鳥＿電話＿体験版

// <0055> 『寝グセもひどいし』
<0055> 『寝グセもひどいし』

// <0056> 瑚太朗＿体験版
<0056> 瑚太朗＿体験版

// <0057> 「…うー」
<0057> 「…うー」

// <0058> 起きた時に電話するんだったな。
<0058> 起きた時に電話するんだったな。

// <0059> 久しぶりに一緒に通学できるかと思ったら、これだ。
<0059> 久しぶりに一緒に通学できるかと思ったら、これだ。

// <0060> 瑚太朗＿体験版
<0060> 瑚太朗＿体験版

// <0061> 「もう出ないと間に合わない。でも待ってようか？」
<0061> 「もう出ないと間に合わない。でも待ってようか？」

// <0062> 小鳥＿電話＿体験版
<0062> 小鳥＿電話＿体験版

// <0063> 『うう、それは悪いね。いいよ、瑚太朗君は先行ってて』
<0063> 『うう、それは悪いね。いいよ、瑚太朗君は先行ってて』

// <0064> 瑚太朗＿体験版
<0064> 瑚太朗＿体験版

// <0065> 「俺は別に遅刻してもどってことないし」
<0065> 「俺は別に遅刻してもどってことないし」

// <0066> 小鳥＿電話＿体験版
<0066> 小鳥＿電話＿体験版

// <0067> 『いやいや、遅刻につきあっちゃいけないよ。それは悪いことだよ』
<0067> 『いやいや、遅刻につきあっちゃいけないよ。それは悪いことだよ』

// <0068> 瑚太朗＿体験版
<0068> 瑚太朗＿体験版

// <0069> 「うーん、でもなあ」
<0069> 「うーん、でもなあ」

// <0070> 小鳥＿電話＿体験版
<0070> 小鳥＿電話＿体験版

// <0071> 『先に行って行って』
<0071> 『先に行って行って』

// <0072> 瑚太朗＿体験版
<0072> 瑚太朗＿体験版

// <0073> 「…わかった。じゃ今日は先に行くわ」
<0073> 「…わかった。じゃ今日は先に行くわ」

