// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> １０月１１日(月)
<0003> １０月１１日(月)

// <0004> 瑚太朗＿体験版
<0004> 瑚太朗＿体験版

// <0005> （今日は人が少ないな…）
<0005> （今日は人が少ないな…）

// <0006> 瑚太朗＿体験版
<0006> 瑚太朗＿体験版

// <0007> （みんなサボりか？）
<0007> （みんなサボりか？）

// <0008> 鍵がかかっていた。
<0008> 鍵がかかっていた。

// <0009> 瑚太朗＿体験版
<0009> 瑚太朗＿体験版

// <0010> 「休日だよ！」
<0010> 「休日だよ！」

// <0011> やっと気付いた。
<0011> やっと気付いた。

// <0012> 瑚太朗＿体験版
<0012> 瑚太朗＿体験版

// <0013> 「うーわ、最悪…」
<0013> 「うーわ、最悪…」

// <0014> 死ぬほど恥ずかしい。
<0014> 死ぬほど恥ずかしい。

// <0015> 人に見られなかったのが幸いだ。
<0015> 人に見られなかったのが幸いだ。

// <0016> 瑚太朗＿体験版
<0016> 瑚太朗＿体験版

// <0017> （時間を無駄にしてしまった）
<0017> （時間を無駄にしてしまった）

// <0018> 瑚太朗＿体験版
<0018> 瑚太朗＿体験版

// <0019> （帰るか…）
<0019> （帰るか…）

// <0020> その場でくるりと反転すると、
<0020> その場でくるりと反転すると、

// <0021> 吉野＿体験版
<0021> 吉野＿体験版

// <0022> 「…」
<0022> 「…」

// <0023> ヤツがいた。
<0023> ヤツがいた。

// <0024> 瑚太朗＿体験版
<0024> 瑚太朗＿体験版

// <0025> 「おまえは…ウルフ・ザ・マッドドッグ！」
<0025> 「おまえは…ウルフ・ザ・マッドドッグ！」

// <0026> 吉野＿体験版
<0026> 吉野＿体験版

// <0027> 「そんな奇天烈な呼ばれ方、されたことねぇ！」
<0027> 「そんな奇天烈な呼ばれ方、されたことねぇ！」

// <0028> 吉野＿体験版
<0028> 吉野＿体験版

// <0029> 「…撲殺されてぇか」
<0029> 「…撲殺されてぇか」

// <0030> 瑚太朗＿体験版
<0030> 瑚太朗＿体験版

// <0031> 「つうかおまえ」
<0031> 「つうかおまえ」

// <0032> 瑚太朗＿体験版
<0032> 瑚太朗＿体験版

// <0033> 「今日は祝日だって知ってたか？」
<0033> 「今日は祝日だって知ってたか？」

// <0034> 吉野＿体験版
<0034> 吉野＿体験版

// <0035> 「………何？」
<0035> 「………何？」

// <0036> 吉野＿体験版
<0036> 吉野＿体験版

// <0037> 「…先刻ご承知だぜ」
<0037> 「…先刻ご承知だぜ」

// <0038> 瑚太朗＿体験版
<0038> 瑚太朗＿体験版

// <0039> 「じゃどうして制服なんだ」
<0039> 「じゃどうして制服なんだ」

// <0040> 吉野＿体験版
<0040> 吉野＿体験版

// <0041> 「学校に来るのに制服着て何が悪い」
<0041> 「学校に来るのに制服着て何が悪い」

// <0042> 吉野＿体験版
<0042> 吉野＿体験版

// <0043> 「そしてオレがなぜ休日と知りつつ…休日と知りつつも登校したのか！」
<0043> 「そしてオレがなぜ休日と知りつつ…休日と知りつつも登校したのか！」

// <0044> 瑚太朗＿体験版
<0044> 瑚太朗＿体験版

// <0045> 「思いっきり強調したな、今」
<0045> 「思いっきり強調したな、今」

// <0046> 吉野＿体験版
<0046> 吉野＿体験版

// <0047> 「そいつはテメェにゃ関係ねぇ話よ」
<0047> 「そいつはテメェにゃ関係ねぇ話よ」

// <0048> 瑚太朗＿体験版
<0048> 瑚太朗＿体験版

// <0049> 「おまえ今日が祝日だってこと忘れてたろ？」
<0049> 「おまえ今日が祝日だってこと忘れてたろ？」

// <0050> 吉野＿体験版
<0050> 吉野＿体験版

// <0051> 「ざけんな…別件で来たに過ぎねぇ」
<0051> 「ざけんな…別件で来たに過ぎねぇ」

// <0052> 瑚太朗＿体験版
<0052> 瑚太朗＿体験版

// <0053> 「嘘だね」
<0053> 「嘘だね」

// <0054> 吉野＿体験版
<0054> 吉野＿体験版

// <0055> 「嘘じゃねぇ」
<0055> 「嘘じゃねぇ」

// <0056> 吉野＿体験版
<0056> 吉野＿体験版

// <0057> 「…あんまふざけたこと抜かすと、地面にキスすることになるぜ」
<0057> 「…あんまふざけたこと抜かすと、地面にキスすることになるぜ」

// <0058> 瑚太朗＿体験版
<0058> 瑚太朗＿体験版

// <0059> 「どう見ても間違って通学しちゃった風じゃねぇか！」
<0059> 「どう見ても間違って通学しちゃった風じゃねぇか！」

// <0060> 瑚太朗＿体験版
<0060> 瑚太朗＿体験版

// <0061> 「バーカバーカ！」
<0061> 「バーカバーカ！」

// <0062> 吉野＿体験版
<0062> 吉野＿体験版

// <0063> 「…ッ！」
<0063> 「…ッ！」

// <0064> どすり。
<0064> どすり。

// <0065> 無言で腹に拳を埋められた。
<0065> 無言で腹に拳を埋められた。

// <0066> 瑚太朗＿体験版
<0066> 瑚太朗＿体験版

// <0067> 「う…」
<0067> 「う…」

// <0068> 呼吸が詰まり、小さな嵐みたいなものが胃のあたりで暴れる。
<0068> 呼吸が詰まり、小さな嵐みたいなものが胃のあたりで暴れる。

// <0069> 一瞬、やり返してやろうかと思うが、踏みとどまる。
<0069> 一瞬、やり返してやろうかと思うが、踏みとどまる。

// <0070> 瑚太朗＿体験版
<0070> 瑚太朗＿体験版

// <0071> 「…イジメは良くないねぇ、吉野君…」
<0071> 「…イジメは良くないねぇ、吉野君…」

// <0072> 吉野＿体験版
<0072> 吉野＿体験版

// <0073> 「…ちっ」
<0073> 「…ちっ」

// <0074> 追撃はなかった。
<0074> 追撃はなかった。

// <0075> 吉野が俺に背を向ける。
<0075> 吉野が俺に背を向ける。

// <0076> 瑚太朗＿体験版
<0076> 瑚太朗＿体験版

// <0077> 「おい、どうすんだ？」
<0077> 「おい、どうすんだ？」

// <0078> 吉野＿体験版
<0078> 吉野＿体験版

// <0079> 「別に何もしねぇ。帰るだけだ」
<0079> 「別に何もしねぇ。帰るだけだ」

// <0080> 瑚太朗＿体験版
<0080> 瑚太朗＿体験版

// <0081> 「…やっぱり間違って登校したんじゃんか」
<0081> 「…やっぱり間違って登校したんじゃんか」

// <0082> 吉野＿体験版
<0082> 吉野＿体験版

// <0083> 「…」
<0083> 「…」

// <0084> 男は背中で語る。
<0084> 男は背中で語る。

// <0085> 吉野の背中は『間違えたけど恥ずかしくてそうとは言えない』と語っていた。
<0085> 吉野の背中は『間違えたけど恥ずかしくてそうとは言えない』と語っていた。

// <0086> 吉野の後ろについていく。
<0086> 吉野の後ろについていく。

// <0087> 瑚太朗＿体験版
<0087> 瑚太朗＿体験版

// <0088> 「しかし休日の学校ってこんな感じなんだな。な？」
<0088> 「しかし休日の学校ってこんな感じなんだな。な？」

// <0089> 吉野＿体験版
<0089> 吉野＿体験版

// <0090> 「当然ってツラしてついてくんな！」
<0090> 「当然ってツラしてついてくんな！」

// <0091> 瑚太朗＿体験版
<0091> 瑚太朗＿体験版

// <0092> 「俺も帰るんだよ！」
<0092> 「俺も帰るんだよ！」

// <0093> 吉野＿体験版
<0093> 吉野＿体験版

// <0094> 「テメェだって勘違いしてたんじゃ…！」
<0094> 「テメェだって勘違いしてたんじゃ…！」

// <0095> 吉野＿体験版
<0095> 吉野＿体験版

// <0096> 「…ちっ、どうだっていい」
<0096> 「…ちっ、どうだっていい」

// <0097> 瑚太朗＿体験版
<0097> 瑚太朗＿体験版

// <0098> 「考えてみりゃ、明日から中間テストなんだよな」
<0098> 「考えてみりゃ、明日から中間テストなんだよな」

// <0099> 吉野＿体験版
<0099> 吉野＿体験版

// <0100> 「………」
<0100> 「………」

// <0101> 瑚太朗＿体験版
<0101> 瑚太朗＿体験版

// <0102> 「テスト勉強してっか？」
<0102> 「テスト勉強してっか？」

// <0103> 吉野＿体験版
<0103> 吉野＿体験版

// <0104> 「………」
<0104> 「………」

// <0105> うむ、いつもの吉野だ。
<0105> うむ、いつもの吉野だ。

// <0106> 吉野はこうでなくっちゃ。
<0106> 吉野はこうでなくっちゃ。

// <0107> 瑚太朗＿体験版
<0107> 瑚太朗＿体験版

// <0108> 「…くそ、いろいろあってテストのことすっかり忘れてたな。今回やばいかもな」
<0108> 「…くそ、いろいろあってテストのことすっかり忘れてたな。今回やばいかもな」

// <0109> 吉野＿体験版
<0109> 吉野＿体験版

// <0110> 「…」
<0110> 「…」

// <0111> 吉野が玄関コースから外れた。
<0111> 吉野が玄関コースから外れた。

// <0112> ので、同じ方向についていった。
<0112> ので、同じ方向についていった。

// <0113> 吉野＿体験版
<0113> 吉野＿体験版

// <0114> 「おい」
<0114> 「おい」

// <0115> 瑚太朗＿体験版
<0115> 瑚太朗＿体験版

// <0116> 「ぽえ？」
<0116> 「ぽえ？」

// <0117> 吉野＿体験版
<0117> 吉野＿体験版

// <0118> 「…玄関はあっちだ」
<0118> 「…玄関はあっちだ」

// <0119> 瑚太朗＿体験版
<0119> 瑚太朗＿体験版

// <0120> 「いや、おまえ便所行くんだろ？　つきあうよ」
<0120> 「いや、おまえ便所行くんだろ？　つきあうよ」

// <0121> 吉野＿体験版
<0121> 吉野＿体験版

// <0122> 「つきあうな！」
<0122> 「つきあうな！」

// <0123> 吉野＿体験版
<0123> 吉野＿体験版

// <0124> 「…帰れ」
<0124> 「…帰れ」

// <0125> 瑚太朗＿体験版
<0125> 瑚太朗＿体験版

// <0126> 「全然人いねーよな」
<0126> 「全然人いねーよな」

// <0127> 吉野＿体験版
<0127> 吉野＿体験版

// <0128> 「だから帰れテメェ」
<0128> 「だから帰れテメェ」

// <0129> 瑚太朗＿体験版
<0129> 瑚太朗＿体験版

// <0130> 「わかってるよ、便所済ませたら自分のことをするっつーの」
<0130> 「わかってるよ、便所済ませたら自分のことをするっつーの」

