// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> １０月１７日(日)
<0003> １０月１７日(日)

// <0004> 夢を見ていた。
<0004> 夢を見ていた。

// <0005> 瑚太朗
<0005> 瑚太朗

// <0006> 「ん…」
<0006> 「ん…」

// <0007> 霧の向こうに誰かいた。
<0007> 霧の向こうに誰かいた。

// <0008> 中年男性＿Ｒ＋
<0008> 中年男性＿Ｒ＋

// <0009> 「ようやっと気付いてくれたな、あんちゃん」
<0009> 「ようやっと気付いてくれたな、あんちゃん」

// <0010> くたびれたトレンチコートを着て、くわえタバコの中年男がそこにいた。
<0010> くたびれたトレンチコートを着て、くわえタバコの中年男がそこにいた。

// <0011> 中年男性＿Ｒ＋
<0011> 中年男性＿Ｒ＋

// <0012> 「いいかげん待ちくたびれたっ…ちゅうねん」
<0012> 「いいかげん待ちくたびれたっ…ちゅうねん」

// <0013> 瑚太朗
<0013> 瑚太朗

// <0014> 「…誰？」
<0014> 「…誰？」

// <0015> 中年男性＿Ｒ＋
<0015> 中年男性＿Ｒ＋

// <0016> 「わしゃオートセーブ担当のモンやっ…ちゅうねん」
<0016> 「わしゃオートセーブ担当のモンやっ…ちゅうねん」

// <0017> 瑚太朗
<0017> 瑚太朗

// <0018> 「わかんない…です…」
<0018> 「わかんない…です…」

// <0019> 中年男性＿Ｒ＋
<0019> 中年男性＿Ｒ＋

// <0020> 「あかんなぁ。毎日自分のためにオートセーブしてやっとるっちゅうに」
<0020> 「あかんなぁ。毎日自分のためにオートセーブしてやっとるっちゅうに」

// <0021> 中年男性＿Ｒ＋
<0021> 中年男性＿Ｒ＋

// <0022> 「はぁ、冷たいなぁ自分。こんなら、別に詫びに来んでも良かったかもなぁ」
<0022> 「はぁ、冷たいなぁ自分。こんなら、別に詫びに来んでも良かったかもなぁ」

// <0023> 瑚太朗
<0023> 瑚太朗

// <0024> 「詫び？」
<0024> 「詫び？」

// <0025> 中年男性＿Ｒ＋
<0025> 中年男性＿Ｒ＋

// <0026> 「いや実はな、わしこうしてオートセーブの仕事やらしてもろとるやんかぁ？」
<0026> 「いや実はな、わしこうしてオートセーブの仕事やらしてもろとるやんかぁ？」

// <0027> 瑚太朗
<0027> 瑚太朗

// <0028> 「だから」
<0028> 「だから」

// <0029> 瑚太朗
<0029> 瑚太朗

// <0030> 「そのオートセーブの仕事ってのがわからんっ…ちゅうねん！」
<0030> 「そのオートセーブの仕事ってのがわからんっ…ちゅうねん！」

// <0031> 中年男性＿Ｒ＋
<0031> 中年男性＿Ｒ＋

// <0032> 「けあぁっ！　どこがわからんのや！」
<0032> 「けあぁっ！　どこがわからんのや！」

// <0033> 中年男性＿Ｒ＋
<0033> 中年男性＿Ｒ＋

// <0034> 「小学生でもわかるっ…ちゅうねんっ！」
<0034> 「小学生でもわかるっ…ちゅうねんっ！」

// <0035> 瑚太朗
<0035> 瑚太朗

// <0036> 「説明もなしにわかるかっ…ちゅうねんっ！」
<0036> 「説明もなしにわかるかっ…ちゅうねんっ！」

// <0037> 中年男性＿Ｒ＋
<0037> 中年男性＿Ｒ＋

// <0038> 「や、や、せやからな？　こう…出るやん？　右下んトコに、オートセーブしました～、みたいなよさげなモンが。な？」
<0038> 「や、や、せやからな？　こう…出るやん？　右下んトコに、オートセーブしました～、みたいなよさげなモンが。な？」

// <0039> 瑚太朗
<0039> 瑚太朗

// <0040> 「右下ってどこの？」
<0040> 「右下ってどこの？」

// <0041> 中年男性＿Ｒ＋
<0041> 中年男性＿Ｒ＋

// <0042> 「はぁ、もうええわ。話通じる気ぃせぇへん。住んどる国違うわ、自分」
<0042> 「はぁ、もうええわ。話通じる気ぃせぇへん。住んどる国違うわ、自分」

// <0043> 瑚太朗
<0043> 瑚太朗

// <0044> 「どう反応していいかわかんないし…俺のキャパ超えてるしでもう…」
<0044> 「どう反応していいかわかんないし…俺のキャパ超えてるしでもう…」

// <0045> 中年男性＿Ｒ＋
<0045> 中年男性＿Ｒ＋

// <0046> 「とにかく、オートセーブな。告白するけどな、実は何度かなぁ、サボってもうてなぁ。ま、表示は普通にセーブしました～て出とった思うんやけど」
<0046> 「とにかく、オートセーブな。告白するけどな、実は何度かなぁ、サボってもうてなぁ。ま、表示は普通にセーブしました～て出とった思うんやけど」

// <0047> 中年男性＿Ｒ＋
<0047> 中年男性＿Ｒ＋

// <0048> 「実際はまったくセーブしとらんかったんやな。こりゃ大事や。もしロードしとったら、だいぶ前まで戻されたっちゅうこっちゃ」
<0048> 「実際はまったくセーブしとらんかったんやな。こりゃ大事や。もしロードしとったら、だいぶ前まで戻されたっちゅうこっちゃ」

// <0049> 中年男性＿Ｒ＋
<0049> 中年男性＿Ｒ＋

// <0050> 「何日も前に戻されたらどえらいこっちゃ。訴えられても文句言えへん」
<0050> 「何日も前に戻されたらどえらいこっちゃ。訴えられても文句言えへん」

// <0051> 瑚太朗
<0051> 瑚太朗

// <0052> 「…やべぇ…本っ気で話がわかんねぇ…」
<0052> 「…やべぇ…本っ気で話がわかんねぇ…」

// <0053> 中年男性＿Ｒ＋
<0053> 中年男性＿Ｒ＋

// <0054> 「これなー、でもなー、しゃーないねん。どしてもなー、毎日完璧ってわけにはいかん。それが人間っちゅうもんや」
<0054> 「これなー、でもなー、しゃーないねん。どしてもなー、毎日完璧ってわけにはいかん。それが人間っちゅうもんや」

// <0055> 中年男性＿Ｒ＋
<0055> 中年男性＿Ｒ＋

// <0056> 「ま、幸い？　今回はそうトラブルも起こらんかった。結果オーライや」
<0056> 「ま、幸い？　今回はそうトラブルも起こらんかった。結果オーライや」

// <0057> 中年男性＿Ｒ＋
<0057> 中年男性＿Ｒ＋

// <0058> 「だとしてもな、わしとしても筋だけは通しておこ思てな、こうしてまかりこした次第や。本当に悪かった」
<0058> 「だとしてもな、わしとしても筋だけは通しておこ思てな、こうしてまかりこした次第や。本当に悪かった」

// <0059> 瑚太朗
<0059> 瑚太朗

// <0060> 「…はあ、そうっすか」
<0060> 「…はあ、そうっすか」

// <0061> 中年男性＿Ｒ＋
<0061> 中年男性＿Ｒ＋

// <0062> 「おお、理解してくれてよかったわー。ビューティフルやわー」
<0062> 「おお、理解してくれてよかったわー。ビューティフルやわー」

// <0063> 中年男性＿Ｒ＋
<0063> 中年男性＿Ｒ＋

