// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> １０月３日(日)
<0003> １０月３日(日)

// <0004> …そういう適当な生き方の報いなのか、日曜の夜、ある人物に招集をかけられたのだ。
<0004> …そういう適当な生き方の報いなのか、日曜の夜、ある人物に招集をかけられたのだ。

// <0005> 理香子＿体験版
<0005> 理香子＿体験版

// <0006> 「娘の小鳥が戻ってこないのです」
<0006> 「娘の小鳥が戻ってこないのです」

// <0007> 理香子＿体験版
<0007> 理香子＿体験版

// <0008> 「だから」
<0008> 「だから」

// <0009> 理香子＿体験版
<0009> 理香子＿体験版

// <0010> 「あなたが連れ戻してください」
<0010> 「あなたが連れ戻してください」

// <0011> 上下二行、まったく繋がっちゃいない。
<0011> 上下二行、まったく繋がっちゃいない。

// <0012> だが…
<0012> だが…

// <0013> 瑚太朗＿体験版
<0013> 瑚太朗＿体験版

// <0014> 「かしこまりました」
<0014> 「かしこまりました」

// <0015> 決して抗えない、高貴な存在。
<0015> 決して抗えない、高貴な存在。

// <0016> それが昔なじみである神戸（かんべ）小鳥のお母さん、マダム・理香子だ。
<0016> それが昔なじみである神戸（かんべ）小鳥のお母さん、マダム・理香子だ。

// <0017> 近所づきあいも長く、両親同士も親しくつきあっているから、下手な親戚より逆らえない。
<0017> 近所づきあいも長く、両親同士も親しくつきあっているから、下手な親戚より逆らえない。

// <0018> こうして迷子の娘を連れ戻しにいくのも、実ははじめてのことじゃない。
<0018> こうして迷子の娘を連れ戻しにいくのも、実ははじめてのことじゃない。

// <0019> 捜すべき場所もだいたいわかっている。
<0019> 捜すべき場所もだいたいわかっている。

// <0020> 装備を整えて、すぐに出発した。
<0020> 装備を整えて、すぐに出発した。

// <0021> ■友達■　ID:
<0021> ■友達■　ID:

// <0022> 　NO:
<0022> 　NO:

// <0023> 瑚太朗＿体験版
<0023> 瑚太朗＿体験版

// <0024> 「さて…」
<0024> 「さて…」

// <0025> 年代物の携帯を操作して、アプリケーションを呼び出す。
<0025> 年代物の携帯を操作して、アプリケーションを呼び出す。

// <0026> 瑚太朗＿体験版
<0026> 瑚太朗＿体験版

// <0027> 「…うーわ」
<0027> 「…うーわ」

// <0028> いたよ…やっぱりここに。
<0028> いたよ…やっぱりここに。

// <0029> 瑚太朗＿体験版
<0029> 瑚太朗＿体験版

// <0030> 「寝てやんの…」
<0030> 「寝てやんの…」

// <0031> こんな無防備な姿で。
<0031> こんな無防備な姿で。

// <0032> 脱力する。
<0032> 脱力する。

// <0033> 心配する必要なんてなかった気がする。
<0033> 心配する必要なんてなかった気がする。

// <0034> 小鳥の森遊びは、子供の頃からの習慣だ。
<0034> 小鳥の森遊びは、子供の頃からの習慣だ。

// <0035> 普通の女の子がするような遊びには興味を示さず、こうして森に入ってばかりいる。
<0035> 普通の女の子がするような遊びには興味を示さず、こうして森に入ってばかりいる。

// <0036> 瑚太朗＿体験版
<0036> 瑚太朗＿体験版

// <0037> 「…何が楽しいんだか」
<0037> 「…何が楽しいんだか」

// <0038> 正直、夜の森で遊ぶのは心配だ。
<0038> 正直、夜の森で遊ぶのは心配だ。

// <0039> でも小鳥はこのあたりの森については誰よりも詳しいし、頼まれれば捜しに来るのは俺の仕事なんだ。
<0039> でも小鳥はこのあたりの森については誰よりも詳しいし、頼まれれば捜しに来るのは俺の仕事なんだ。

// <0040> 俺がしっかりしていれば、守ってやれるはずだ。
<0040> 俺がしっかりしていれば、守ってやれるはずだ。

// <0041> さあ、連れて帰ろう。
<0041> さあ、連れて帰ろう。

// <0042> 肩を指先でゆする。
<0042> 肩を指先でゆする。

// <0043> ちょっとくらいなら触れても、小鳥はいやがらない。
<0043> ちょっとくらいなら触れても、小鳥はいやがらない。

// <0044> 瑚太朗＿体験版
<0044> 瑚太朗＿体験版

// <0045> 「おい、起きろ」
<0045> 「おい、起きろ」

// <0046> 小鳥＿体験版
<0046> 小鳥＿体験版

// <0047> 「…くー」
<0047> 「…くー」

// <0048> 瑚太朗＿体験版
<0048> 瑚太朗＿体験版

// <0049> 「こんな時間に熟睡してると夜寝られなくなるぞ」
<0049> 「こんな時間に熟睡してると夜寝られなくなるぞ」

// <0050> 小鳥＿体験版
<0050> 小鳥＿体験版

// <0051> 「…くー」
<0051> 「…くー」

// <0052> 瑚太朗＿体験版
<0052> 瑚太朗＿体験版

// <0053> 「おいってば」
<0053> 「おいってば」

// <0054> 小鳥＿体験版
<0054> 小鳥＿体験版

// <0055> 「…すやっ」
<0055> 「…すやっ」

// <0056> 瑚太朗＿体験版
<0056> 瑚太朗＿体験版

// <0057> 「ちっ」
<0057> 「ちっ」

// <0058> 瑚太朗＿体験版
<0058> 瑚太朗＿体験版

// <0059> 「おい小鳥、起きろって」
<0059> 「おい小鳥、起きろって」

// <0060> かなり強く揺さぶってみる。
<0060> かなり強く揺さぶってみる。

// <0061> 小鳥＿体験版
<0061> 小鳥＿体験版

// <0062> 「………」
<0062> 「………」

// <0063> ダメだ。
<0063> ダメだ。

// <0064> 瑚太朗＿体験版
<0064> 瑚太朗＿体験版

// <0065> 「しょうがないな」
<0065> 「しょうがないな」

// <0066> さらにゆすってみたが、やはり起きる気配はない。
<0066> さらにゆすってみたが、やはり起きる気配はない。

// <0067> 長く寝ているのか、体温も低い。
<0067> 長く寝ているのか、体温も低い。

// <0068> こんな時、とれる方法はふたつ。
<0068> こんな時、とれる方法はふたつ。

// <0069> ひとつは好物で釣ること。
<0069> ひとつは好物で釣ること。

// <0070> もうひとつは苦手なもので圧力をかけること。
<0070> もうひとつは苦手なもので圧力をかけること。

// <0071> 好きなもの
<0071> 好きなもの

// <0072> 苦手なもの
<0072> 苦手なもの

// <0073> ならこいつだ。
<0073> ならこいつだ。

// <0074> 瑚太朗＿体験版
<0074> 瑚太朗＿体験版

// <0075> 「小鳥。おまえの大好きなものだ」
<0075> 「小鳥。おまえの大好きなものだ」

// <0076> ポケットから取り出したそれらを、一枚ずつてのひらに落としていく。
<0076> ポケットから取り出したそれらを、一枚ずつてのひらに落としていく。

// <0077> チャリーン、チャリーン
<0077> チャリーン、チャリーン

// <0078> 大量の小銭だ。
<0078> 大量の小銭だ。

// <0079> 小鳥＿体験版
<0079> 小鳥＿体験版

// <0080> 「くふぅ…」
