// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> １１月５日(金)
<0003> １１月５日(金)

// <0004> 登校中。
<0004> 登校中。

// <0005> 瑚太朗
<0005> 瑚太朗

// <0006> 「お…」
<0006> 「お…」

// <0007> 珍しく静流の姿を見かけた。
<0007> 珍しく静流の姿を見かけた。

// <0008> 静流
<0008> 静流

// <0009> 「………」
<0009> 「………」

// <0010> 近寄ると、耳元からつくしゃかつくしゃかと音がする。
<0010> 近寄ると、耳元からつくしゃかつくしゃかと音がする。

// <0011> …音楽聞きながら歩いているみたいだ。
<0011> …音楽聞きながら歩いているみたいだ。

// <0012> 瑚太朗
<0012> 瑚太朗

// <0013> 「………」
<0013> 「………」

// <0014> なんとなく後ろについて歩いてみる。
<0014> なんとなく後ろについて歩いてみる。

// <0015> いつもだったらすぐ気付かれそうなものだが、耳が聞こえないせいか、感覚がだいぶ鈍っているようだった。
<0015> いつもだったらすぐ気付かれそうなものだが、耳が聞こえないせいか、感覚がだいぶ鈍っているようだった。

// <0016> 瑚太朗
<0016> 瑚太朗

// <0017> （いつ気付くかなー）
<0017> （いつ気付くかなー）

// <0018> ちょっと実験。
<0018> ちょっと実験。

// <0019> 瑚太朗
<0019> 瑚太朗

// <0020> 「ヘイ」
<0020> 「ヘイ」

// <0021> 後ろに接近。
<0021> 後ろに接近。

// <0022> 瑚太朗
<0022> 瑚太朗

// <0023> 「ヘイヘーイ」
<0023> 「ヘイヘーイ」

// <0024> 後ろで腕を上下に動かす。
<0024> 後ろで腕を上下に動かす。

// <0025> アシュラマンのポーズである。
<0025> アシュラマンのポーズである。

// <0026> 瑚太朗
<0026> 瑚太朗

// <0027> 「ヘヘヘーイ」
<0027> 「ヘヘヘーイ」

// <0028> 静流の身長に頭を合わせ、そのまま円運動。
<0028> 静流の身長に頭を合わせ、そのまま円運動。

// <0029> ひとりチューチュー列車のポーズである。
<0029> ひとりチューチュー列車のポーズである。

// <0030> 瑚太朗
<0030> 瑚太朗

// <0031> 「ハッ！！」
<0031> 「ハッ！！」

// <0032> 怪盗３姉妹のＥＤのように左右にポージングを取り、締める。
<0032> 怪盗３姉妹のＥＤのように左右にポージングを取り、締める。

// <0033> 瑚太朗
<0033> 瑚太朗

// <0034> 「センキュー」
<0034> 「センキュー」

// <0035> 生徒
<0035> 生徒

// <0036> 「オウイエー」
<0036> 「オウイエー」

// <0037> ノリで参加してくれた見ず知らずの生徒とハイタッチを交わす。
<0037> ノリで参加してくれた見ず知らずの生徒とハイタッチを交わす。

// <0038> 瑚太朗
<0038> 瑚太朗

// <0039> 「………」
<0039> 「………」

// <0040> 静流は気付かない…。
<0040> 静流は気付かない…。

// <0041> いつか気づいてくれると思ってやってきたが…これが気付かれなければ俺はただの不審者である。
<0041> いつか気づいてくれると思ってやってきたが…これが気付かれなければ俺はただの不審者である。

// <0042> 瑚太朗
<0042> 瑚太朗

// <0043> 「………」
<0043> 「………」

// <0044> 静流の肩を叩く。
<0044> 静流の肩を叩く。

// <0045> 静流
<0045> 静流

// <0046> 「？」
<0046> 「？」

// <0047> 振り返りざま、ほほに人差し指を当ててやる。
<0047> 振り返りざま、ほほに人差し指を当ててやる。

// <0048> ぷに、と柔らかい触感。
<0048> ぷに、と柔らかい触感。

// <0049> 静流
<0049> 静流

// <0050> 「！？」
<0050> 「！？」

// <0051> 瑚太朗
<0051> 瑚太朗

// <0052> 「逆襲成功…」
<0052> 「逆襲成功…」

// <0053> だが周囲の視線は俺に釘付けだった。
<0053> だが周囲の視線は俺に釘付けだった。

// <0054> 瑚太朗
<0054> 瑚太朗

// <0055> 「なに見てやがんだっ！　散れッ！！　解散しろッ！！！」
<0055> 「なに見てやがんだっ！　散れッ！！　解散しろッ！！！」

// <0056> えー、注目されるようなことしてたの自分じゃん…とヒンシュクじみた物を買いながらも、注目はされなくなる。
<0056> えー、注目されるようなことしてたの自分じゃん…とヒンシュクじみた物を買いながらも、注目はされなくなる。

// <0057> 静流
<0057> 静流

// <0058> 「…コタロー、おはよう」
<0058> 「…コタロー、おはよう」

// <0059> 瑚太朗
<0059> 瑚太朗

// <0060> 「ああ…おはよう」
<0060> 「ああ…おはよう」

// <0061> 静流
<0061> 静流

// <0062> 「おはよう？」
<0062> 「おはよう？」

// <0063> 瑚太朗
<0063> 瑚太朗

// <0064> 「おはようってば」
<0064> 「おはようってば」

// <0065> 静流
<0065> 静流

// <0066> 「………？」
<0066> 「………？」

// <0067> 瑚太朗
<0067> 瑚太朗

// <0068> 「…外そうぜ、イヤホン」
<0068> 「…外そうぜ、イヤホン」

// <0069> 取ってやる。
<0069> 取ってやる。

// <0070> 静流
<0070> 静流

// <0071> 「おおう…」
<0071> 「おおう…」

// <0072> 挨拶すら聞こえていなかったようだ。
<0072> 挨拶すら聞こえていなかったようだ。

// <0073> 瑚太朗
<0073> 瑚太朗

// <0074> 「さっきからずっと後ろいたんですけどね」
<0074> 「さっきからずっと後ろいたんですけどね」

// <0075> 静流
<0075> 静流

// <0076> 「……！！！」
<0076> 「……！！！」

// <0077> マジで！？　という顔を…。
<0077> マジで！？　という顔を…。

// <0078> 静流
<0078> 静流

// <0079> 「マジで」
<0079> 「マジで」

// <0080> 合ってた。
<0080> 合ってた。

// <0081> 静流
<0081> 静流

// <0082> 「むう…」
<0082> 「むう…」

// <0083> そいつはすまなんだ…という顔で。
<0083> そいつはすまなんだ…という顔で。

// <0084> 静流
<0084> 静流

// <0085> 「そいつはすまなんだ…」
<0085> 「そいつはすまなんだ…」

// <0086> ことごとく合っていた。
<0086> ことごとく合っていた。

// <0087> 静流
<0087> 静流

// <0088> 「………」
<0088> 「………」

// <0089> 今回は難しい。
<0089> 今回は難しい。

// <0090> 神妙な顔だ。
<0090> 神妙な顔だ。

// <0091> これは…。
<0091> これは…。

// <0092> エロ本を買うときにやたら店員のお姉さんを気にしてしまうときがあるが、実際お姉さんはそんなの気にしてもいない。だが女性店員２人の場合…買い終わった後に二人の話の種にされている場合がある。気をつけろ！！　という顔か…。
<0092> エロ本を買うときにやたら店員のお姉さんを気にしてしまうときがあるが、実際お姉さんはそんなの気にしてもいない。だが女性店員２人の場合…買い終わった後に二人の話の種にされている場合がある。気をつけろ！！　という顔か…。

// <0093> 静流
<0093> 静流

// <0094> 「エロ本を買うときにやたら店員のお姉さんを気にしてしまうときがあるが、実際お姉さんはそんなの気にしてもいない。だが女性店員２人の場合…買い終わった後に二人の話の種にされている場合がある。気をつけろ！！」
<0094> 「エロ本を買うときにやたら店員のお姉さんを気にしてしまうときがあるが、実際お姉さんはそんなの気にしてもいない。だが女性店員２人の場合…買い終わった後に二人の話の種にされている場合がある。気をつけろ！！」

// <0095> 瑚太朗
<0095> 瑚太朗

// <0096> 「わあーい大正解だーい！！」
<0096> 「わあーい大正解だーい！！」

// <0097> …などということはなく。
<0097> …などということはなく。

// <0098> 静流
<0098> 静流

// <0099> 「イヤホンつけたままは危ない…今度からは歩きながら聴くのは止める…」
<0099> 「イヤホンつけたままは危ない…今度からは歩きながら聴くのは止める…」

// <0100> 自分に対する戒めでした。
<0100> 自分に対する戒めでした。

// <0101> 瑚太朗
<0101> 瑚太朗

// <0102> 「ん」
<0102> 「ん」

// <0103> そういえば。
<0103> そういえば。

// <0104> 静流
<0104> 静流

// <0105> 「………？」
<0105> 「………？」

// <0106> 瑚太朗
<0106> 瑚太朗

// <0107> 「ん、別に…」
<0107> 「ん、別に…」

// <0108> 静流
<0108> 静流

// <0109> 「そう？」
<0109> 「そう？」

// <0110> 瑚太朗
<0110> 瑚太朗

// <0111> 「うん」
<0111> 「うん」

// <0112> 瑚太朗
<0112> 瑚太朗

// <0113> 「まあ、音量下げて、周りの音が聞こえるようにしといたらいいんじゃない」
<0113> 「まあ、音量下げて、周りの音が聞こえるようにしといたらいいんじゃない」

// <0114> 静流
<0114> 静流

// <0115> 「むう」
<0115> 「むう」

// <0116> 瑚太朗
<0116> 瑚太朗

// <0117> 「でも校内で聞くなよ」
<0117> 「でも校内で聞くなよ」

// <0118> 静流
<0118> 静流

// <0119> 「！？」
<0119> 「！？」

// <0120> 瑚太朗
<0120> 瑚太朗

// <0121> 「そういうのの持込は一応校則違反になってるからな。フーキーン的にはまずいだろ」
<0121> 「そういうのの持込は一応校則違反になってるからな。フーキーン的にはまずいだろ」

// <0122> 静流
<0122> 静流

// <0123> 「そうなのか…」
<0123> 「そうなのか…」

// <0124> 知らんほうにビックリだ。
<0124> 知らんほうにビックリだ。

// <0125> 静流
<0125> 静流

// <0126> 「じゃあこっそり」
<0126> 「じゃあこっそり」

// <0127> 瑚太朗
<0127> 瑚太朗

// <0128> 「それでいいのか風紀の番人」
<0128> 「それでいいのか風紀の番人」

// <0129> 静流
<0129> 静流

// <0130> 「他のみんな、そんなに真面目に活動してない」
<0130> 「他のみんな、そんなに真面目に活動してない」

// <0131> 瑚太朗
<0131> 瑚太朗

// <0132> 「まあ、そうね」
<0132> 「まあ、そうね」

// <0133> 今更ながら気付いた。
<0133> 今更ながら気付いた。

// <0134> 瑚太朗
<0134> 瑚太朗

// <0135> （静流、よく喋るようになったなぁ…）
<0135> （静流、よく喋るようになったなぁ…）

// <0136> 
<0136> 

// <0137> ちはや
<0137> ちはや

// <0138> 「あー、話すようになってますねぇ」
<0138> 「あー、話すようになってますねぇ」

// <0139> 朱音
<0139> 朱音

// <0140> 「そんなことも気付かなかったの？」
<0140> 「そんなことも気付かなかったの？」

// <0141> 瑚太朗
<0141> 瑚太朗

// <0142> 「いや、だってさー」
<0142> 「いや、だってさー」

// <0143> 放課後、静流がまだ来てなかったので、再びこんな形に。
<0143> 放課後、静流がまだ来てなかったので、再びこんな形に。

// <0144> ルチア
<0144> ルチア

// <0145> 「…ふん」
<0145> 「…ふん」

// <0146> 瑚太朗
<0146> 瑚太朗

// <0147> 「ん」
<0147> 「ん」

// <0148> ルチア
<0148> ルチア

// <0149> 「あれだけ一緒にいて気付かないとはな。相当鈍いか気にもしていなかったか、どちらかだろう」
<0149> 「あれだけ一緒にいて気付かないとはな。相当鈍いか気にもしていなかったか、どちらかだろう」

// <0150> 瑚太朗
<0150> 瑚太朗

// <0151> 「とは最近小姑キャラが定着しつつあるルチアさんの弁です」
<0151> 「とは最近小姑キャラが定着しつつあるルチアさんの弁です」

// <0152> ルチア
<0152> ルチア

// <0153> 「こ、こじゅうとっ！？」
<0153> 「こ、こじゅうとっ！？」

// <0154> ちはや
<0154> ちはや

// <0155> 「………」
<0155> 「………」

// <0156> ルチア
<0156> ルチア

// <0157> 「頷くなそこっ！！」
<0157> 「頷くなそこっ！！」

// <0158> ちはや
<0158> ちはや

// <0159> 「だってそんな感じじゃないですかー」
<0159> 「だってそんな感じじゃないですかー」

// <0160> ルチア
<0160> ルチア

// <0161> 「くっ…もういい！　進めろ！！」
<0161> 「くっ…もういい！　進めろ！！」

// <0162> 瑚太朗
<0162> 瑚太朗

// <0163> 「ロリータって名前で期待して見ると、なんかイメージ崩れてブルーになるよな」
<0163> 「ロリータって名前で期待して見ると、なんかイメージ崩れてブルーになるよな」

// <0164> 朱音
<0164> 朱音

// <0165> 「あぁ、あのロリータは女性視点で見てもムカつくわ」
<0165> 「あぁ、あのロリータは女性視点で見てもムカつくわ」

// <0166> ルチア
<0166> ルチア

// <0167> 「な・ん・の・話だぁーっ！」
<0167> 「な・ん・の・話だぁーっ！」

// <0168> 瑚太朗
<0168> 瑚太朗

// <0169> 「なんだよ話題にしたら文句言うし、逸らしてみたらまた文句だしー」
<0169> 「なんだよ話題にしたら文句言うし、逸らしてみたらまた文句だしー」

// <0170> ルチア
<0170> ルチア

// <0171> 「お前ら私をコケにしてるだろ…」
<0171> 「お前ら私をコケにしてるだろ…」

// <0172> 瑚太朗
<0172> 瑚太朗

// <0173> 「いやいやいや」
<0173> 「いやいやいや」

// <0174> 朱音
<0174> 朱音

// <0175> 「いいえ」
<0175> 「いいえ」

// <0176> ちはや
<0176> ちはや

// <0177> 「まあいいじゃないですか」
<0177> 「まあいいじゃないですか」

// <0178> ルチア
<0178> ルチア

// <0179> 「…ふん」
<0179> 「…ふん」

// <0180> 小鳥
<0180> 小鳥

// <0181> 「瑚太朗君の力かねぇ」
<0181> 「瑚太朗君の力かねぇ」

// <0182> 瑚太朗
<0182> 瑚太朗

// <0183> 「ロリータでブルーになるのがか」
<0183> 「ロリータでブルーになるのがか」

// <0184> 小鳥
<0184> 小鳥

// <0185> 「まあそっちもそうかも」
<0185> 「まあそっちもそうかも」

// <0186> 瑚太朗
<0186> 瑚太朗

// <0187> 「そんな力いらねえ…」
<0187> 「そんな力いらねえ…」

// <0188> 小鳥
