// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> １０月６日(水)
<0003> １０月６日(水)

// <0004> 起きてすぐ、不思議な気分に陥る。
<0004> 起きてすぐ、不思議な気分に陥る。

// <0005> 瑚太朗＿体験版
<0005> 瑚太朗＿体験版

// <0006> 「…昨夜って」
<0006> 「…昨夜って」

// <0007> 何かあった気がする。
<0007> 何かあった気がする。

// <0008> とても…とても恐ろしい何か。
<0008> とても…とても恐ろしい何か。

// <0009> 瑚太朗＿体験版
<0009> 瑚太朗＿体験版

// <0010> （………）
<0010> （………）

// <0011> こうも思う。
<0011> こうも思う。

// <0012> 思い出さない方がいいと。
<0012> 思い出さない方がいいと。

// <0013> 瑚太朗＿体験版
<0013> 瑚太朗＿体験版

// <0014> （霊…）
<0014> （霊…）

// <0015> そのことについて考えるだけで、背筋が冷え、ぞくりとした。
<0015> そのことについて考えるだけで、背筋が冷え、ぞくりとした。

// <0016> 瑚太朗＿体験版
<0016> 瑚太朗＿体験版

// <0017> 「やめやめ…」
<0017> 「やめやめ…」

// <0018> 学校に行く準備をはじめた。
<0018> 学校に行く準備をはじめた。

// <0019> 夢だと念じた。
<0019> 夢だと念じた。

// <0020> 夢に決まっている…
<0020> 夢に決まっている…

// <0021> 自分の席に座ると、当然近所には転校生の鳳がいる。
<0021> 自分の席に座ると、当然近所には転校生の鳳がいる。

// <0022> なんだろう。
<0022> なんだろう。

// <0023> 挨拶とか普通にしても、こいつの態度が軟化することはない気がする。
<0023> 挨拶とか普通にしても、こいつの態度が軟化することはない気がする。

// <0024> そうだ、なんかトリビア的なことでも交えて挨拶したらいいんじゃないか？
<0024> そうだ、なんかトリビア的なことでも交えて挨拶したらいいんじゃないか？

// <0025> 興味が引ければそれで会話が続き、そのまま仲良くなってしまう、という戦術だ。
<0025> 興味が引ければそれで会話が続き、そのまま仲良くなってしまう、という戦術だ。

// <0026> …いや、そこまで戦術を練りに練って仲良くなろうってのもおかしな話だが。
<0026> …いや、そこまで戦術を練りに練って仲良くなろうってのもおかしな話だが。

// <0027> まあ、そうしてみよう。
<0027> まあ、そうしてみよう。

// <0028> 瑚太朗＿体験版
<0028> 瑚太朗＿体験版

// <0029> 「よう、鳳」
<0029> 「よう、鳳」

// <0030> 鳳＿体験版
<0030> 鳳＿体験版

// <0031> 「…おはようです」
<0031> 「…おはようです」

// <0032> やっぱり軟化はしていない。
<0032> やっぱり軟化はしていない。

// <0033> 瑚太朗＿体験版
<0033> 瑚太朗＿体験版

// <0034> 「ところでな…ジョーズって映画のタイトルがあるだろう」
<0034> 「ところでな…ジョーズって映画のタイトルがあるだろう」

// <0035> 瑚太朗＿体験版
<0035> 瑚太朗＿体験版

// <0036> 「なんかアレをサメの固有名詞と勘違いしているやつが多いが、ジョー（ＪＡＷ）ってのはアゴのことを指すんだぞ」
<0036> 「なんかアレをサメの固有名詞と勘違いしているやつが多いが、ジョー（ＪＡＷ）ってのはアゴのことを指すんだぞ」

// <0037> 鳳＿体験版
<0037> 鳳＿体験版

// <0038> 「へー」
<0038> 「へー」

// <0039> ちょっと興味を引けた。
<0039> ちょっと興味を引けた。

// <0040> ………。
<0040> ………。

// <0041> 瑚太朗＿体験版
<0041> 瑚太朗＿体験版

// <0042> 「…てか、解り辛いよな。邦訳したタイトルにすればよかったのに」
<0042> 「…てか、解り辛いよな。邦訳したタイトルにすればよかったのに」

// <0043> しかし解り易くすると『アゴズ』である。
<0043> しかし解り易くすると『アゴズ』である。

// <0044> 珍妙過ぎる。
<0044> 珍妙過ぎる。

// <0045> さらに邦訳すると『アゴ達』…。
<0045> さらに邦訳すると『アゴ達』…。

// <0046> 売れそうにない。
<0046> 売れそうにない。

// <0047> 瑚太朗＿体験版
<0047> 瑚太朗＿体験版

// <0048> 「いや、Ｓを複数形と安易に捉えなければいいんじゃないか？」
<0048> 「いや、Ｓを複数形と安易に捉えなければいいんじゃないか？」

// <0049> 鳳＿体験版
<0049> 鳳＿体験版

// <0050> 「誰と会話してるんですか」
<0050> 「誰と会話してるんですか」

// <0051> Ｓ…。
<0051> Ｓ…。

// <0052> 瑚太朗＿体験版
<0052> 瑚太朗＿体験版

// <0053> 「スーパーとか、スペシャルとか」
<0053> 「スーパーとか、スペシャルとか」

// <0054> 鳳＿体験版
<0054> 鳳＿体験版

// <0055> 「だから誰に…」
<0055> 「だから誰に…」

// <0056> アゴスーパー…
<0056> アゴスーパー…

// <0057> さらに邦訳すると『超アゴ』である。
<0057> さらに邦訳すると『超アゴ』である。

// <0058> 『ハラハラドキドキ凄まじいスリルがついに日本上陸！　
<0058> 『ハラハラドキドキ凄まじいスリルがついに日本上陸！　

// <0059> 全米ナンバーワンヒット『超アゴ』近日公開！　
<0059> 全米ナンバーワンヒット『超アゴ』近日公開！　

// <0060> 映画館に走れ！』
<0060> 映画館に走れ！』

// <0061> 多分こんな広告を見ても、誰も映画館には走らない。凄まじいＢ級感だ。
<0061> 多分こんな広告を見ても、誰も映画館には走らない。凄まじいＢ級感だ。

// <0062> 思わずこんなもんがナンバーワンヒットする米国を疑ってしまう。
<0062> 思わずこんなもんがナンバーワンヒットする米国を疑ってしまう。

// <0063> 瑚太朗＿体験版
<0063> 瑚太朗＿体験版

// <0064> 「スペシャルのほうは…？」
<0064> 「スペシャルのほうは…？」

// <0065> 鳳＿体験版
<0065> 鳳＿体験版

// <0066> 「知りません」
<0066> 「知りません」

// <0067> アゴスペシャル…さらに邦訳すると『特別アゴ』である。
<0067> アゴスペシャル…さらに邦訳すると『特別アゴ』である。

// <0068> 『ハラハラドキドキ凄まじいスリルがついに日本上陸！　
<0068> 『ハラハラドキドキ凄まじいスリルがついに日本上陸！　

// <0069> 全米ナンバーワンヒット『特別アゴ』近日公開！　
<0069> 全米ナンバーワンヒット『特別アゴ』近日公開！　

// <0070> 映画館で待ってるぜ！』
<0070> 映画館で待ってるぜ！』

// <0071> 待たれても行きそうにないので、こっちが恐縮してしまう。
<0071> 待たれても行きそうにないので、こっちが恐縮してしまう。

// <0072> ダメだ。もっと日本人に適した訳を付けないと。
<0072> ダメだ。もっと日本人に適した訳を付けないと。

// <0073> Ｓ…すごい。
<0073> Ｓ…すごい。

// <0074> 『すごいアゴ』。
<0074> 『すごいアゴ』。

// <0075> どんなアゴなんだ。
<0075> どんなアゴなんだ。

// <0076> 瑚太朗＿体験版
<0076> 瑚太朗＿体験版

// <0077> 「全米ナンバーワンヒットの映画のタイトルが『すごいアゴ』だったら、逆に気になってどんなのか見に行きたくならないか？」
<0077> 「全米ナンバーワンヒットの映画のタイトルが『すごいアゴ』だったら、逆に気になってどんなのか見に行きたくならないか？」

// <0078> 鳳＿体験版
<0078> 鳳＿体験版

// <0079> 「まあ、気にはなります」
<0079> 「まあ、気にはなります」

// <0080> 瑚太朗＿体験版
<0080> 瑚太朗＿体験版

// <0081> 「だが元から離れ過ぎてる気がする。『アゴすごい』がベストか…」
<0081> 「だが元から離れ過ぎてる気がする。『アゴすごい』がベストか…」

// <0082> 瑚太朗＿体験版
<0082> 瑚太朗＿体験版

// <0083> 「略して『アゴス』…コレで決まりだ」
<0083> 「略して『アゴス』…コレで決まりだ」

// <0084> 瑚太朗＿体験版
<0084> 瑚太朗＿体験版

// <0085> 「やべ、めぐりめぐって最初の『アゴズ』に戻ってるじゃねえか！！」
<0085> 「やべ、めぐりめぐって最初の『アゴズ』に戻ってるじゃねえか！！」

// <0086> 鳳＿体験版
<0086> 鳳＿体験版

// <0087> 「知りませんけどね」
<0087> 「知りませんけどね」

// <0088> というところでホームルームに突入となった。
<0088> というところでホームルームに突入となった。

// <0089> 昼休みになると同時に席を立つ。
<0089> 昼休みになると同時に席を立つ。

// <0090> 瑚太朗＿体験版
<0090> 瑚太朗＿体験版

// <0091> 「しまった、出遅れた…」
<0091> 「しまった、出遅れた…」

// <0092> どうせこの調子じゃ、購買にもろくなものが残ってなさそうだ。
<0092> どうせこの調子じゃ、購買にもろくなものが残ってなさそうだ。

// <0093> また外に買い出し行くかなぁ。
<0093> また外に買い出し行くかなぁ。

// <0094> ぼんやりと窓の外を眺めながら歩く。
<0094> ぼんやりと窓の外を眺めながら歩く。

// <0095> 瑚太朗＿体験版
<0095> 瑚太朗＿体験版

// <0096> 「あ」
<0096> 「あ」

// <0097> テンコーセーの鳳さんを見かける。
<0097> テンコーセーの鳳さんを見かける。

// <0098> うーむ、今この状態で波風を立てられてしまっては、買出しに行く時間が大幅に減ってしまう…。
<0098> うーむ、今この状態で波風を立てられてしまっては、買出しに行く時間が大幅に減ってしまう…。

// <0099> 瑚太朗＿体験版
<0099> 瑚太朗＿体験版

// <0100> 「危険回避だな」
<0100> 「危険回避だな」

// <0101> もと来た道を早足で引き返し、別ルートで玄関を目指すことにする。
<0101> もと来た道を早足で引き返し、別ルートで玄関を目指すことにする。

// <0102> 角を曲がったところで。
<0102> 角を曲がったところで。

// <0103> 瑚太朗＿体験版
<0103> 瑚太朗＿体験版

// <0104> 「もういいか」
<0104> 「もういいか」

// <0105> 歩調を緩める。
<0105> 歩調を緩める。

// <0106> と。
<0106> と。

// <0107> ぷぴー。
<0107> ぷぴー。

// <0108> 瑚太朗＿体験版
<0108> 瑚太朗＿体験版

// <0109> 「………」
<0109> 「………」

// <0110> 調子はずれな笛の音がする。
<0110> 調子はずれな笛の音がする。

// <0111> ぷす―――。
<0111> ぷす―――。

