// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> ルチア
<0003> ルチア

// <0004> 今日も今日とてメールチェックの日々。
<0004> 今日も今日とてメールチェックの日々。

// <0005> 瑚太朗
<0005> 瑚太朗

// <0006> 「スパムメール…」
<0006> 「スパムメール…」

// <0007> まともな投書なんて数えるほどだった。
<0007> まともな投書なんて数えるほどだった。

// <0008> 瑚太朗
<0008> 瑚太朗

// <0009> 「いかん…このままではいかんぞ…」
<0009> 「いかん…このままではいかんぞ…」

// <0010> この活動はまず情報が命だ。ネタがなければ調べることすら出来ない。
<0010> この活動はまず情報が命だ。ネタがなければ調べることすら出来ない。

// <0011> どうしたものかと頭を悩ませていると、部室のドアが開く。
<0011> どうしたものかと頭を悩ませていると、部室のドアが開く。

// <0012> 静流
<0012> 静流

// <0013> 「………」
<0013> 「………」

// <0014> なにやら静流が箱を抱えて立っていた。
<0014> なにやら静流が箱を抱えて立っていた。

// <0015> 瑚太朗
<0015> 瑚太朗

// <0016> 「ん、なんだそれ」
<0016> 「ん、なんだそれ」

// <0017> 静流
<0017> 静流

// <0018> 「ポストだ」
<0018> 「ポストだ」

// <0019> ポスト…？
<0019> ポスト…？

// <0020> 静流
<0020> 静流

// <0021> 「情報を集めてきた」
<0021> 「情報を集めてきた」

// <0022> 瑚太朗
<0022> 瑚太朗

// <0023> 「え、マジか」
<0023> 「え、マジか」

// <0024> 静流が上下に箱を振ると、がさがさと音がする。
<0024> 静流が上下に箱を振ると、がさがさと音がする。

// <0025> 中身は結構入っているようだ。
<0025> 中身は結構入っているようだ。

// <0026> 瑚太朗
<0026> 瑚太朗

// <0027> 「まさか…妖怪ポストを設置していたのか…」
<0027> 「まさか…妖怪ポストを設置していたのか…」

// <0028> 来る訳がない、と俺が設置を止めたものだ。
<0028> 来る訳がない、と俺が設置を止めたものだ。

// <0029> 現在にもアナログは息づいていたというのか。
<0029> 現在にもアナログは息づいていたというのか。

// <0030> 静流
<0030> 静流

// <0031> 「とりあえず、渡しておく」
<0031> 「とりあえず、渡しておく」

// <0032> 瑚太朗
<0032> 瑚太朗

// <0033> 「おお…すげえ助かる。ありがとな」
<0033> 「おお…すげえ助かる。ありがとな」

// <0034> 静流
<0034> 静流

// <0035> 「うん」
<0035> 「うん」

// <0036> じゃあ、と手を上げる。
<0036> じゃあ、と手を上げる。

// <0037> 瑚太朗
<0037> 瑚太朗

// <0038> 「あれ、部活は？」
<0038> 「あれ、部活は？」

// <0039> 静流
<0039> 静流

// <0040> 「………」
<0040> 「………」

// <0041> 瑚太朗
<0041> 瑚太朗

// <0042> 「用事か。わざわざ届けてくれてありがとな」
<0042> 「用事か。わざわざ届けてくれてありがとな」

// <0043> 静流
<0043> 静流

// <0044> 「………」
<0044> 「………」

// <0045> 何、詮無きことで候、と恭しく去っていく。
<0045> 何、詮無きことで候、と恭しく去っていく。

// <0046> さて、とりあえず中を見てみよう。
<0046> さて、とりあえず中を見てみよう。

// <0047> 瑚太朗
<0047> 瑚太朗

// <0048> 「“呪われた少女、アサヒハルカ”か。ストレートな題名だな。面白そうだからこいつから読んでみるか」
<0048> 「“呪われた少女、アサヒハルカ”か。ストレートな題名だな。面白そうだからこいつから読んでみるか」

// <0049> くじ引きでもするかのように、適当に選んだ投書は、女子特有の可愛らしい小さな便箋だった。
<0049> くじ引きでもするかのように、適当に選んだ投書は、女子特有の可愛らしい小さな便箋だった。

// <0050> そしてその表には、“呪われた少女、アサヒハルカ”と記されていた。
<0050> そしてその表には、“呪われた少女、アサヒハルカ”と記されていた。

// <0051> …女子って、呪われた云々とか、祟りとかおまじないとかそうゆうの好きだよな。どれどれ。
<0051> …女子って、呪われた云々とか、祟りとかおまじないとかそうゆうの好きだよな。どれどれ。

// <0052> オカルト研究会の皆さん、こんにちは。
<0052> オカルト研究会の皆さん、こんにちは。

// <0053> 瑚太朗
<0053> 瑚太朗

// <0054> 「はい、こんにちは」
<0054> 「はい、こんにちは」

// <0055> つい、リスナーのみんなにも挨拶してしまう。
<0055> つい、リスナーのみんなにも挨拶してしまう。

// <0056> つまらんボケをしていても寒いだけだから、さっさと先を読もう。
<0056> つまらんボケをしていても寒いだけだから、さっさと先を読もう。

// <0057> きっと、皆さんのところには、もうたくさんの投書があると思います。
<0057> きっと、皆さんのところには、もうたくさんの投書があると思います。

// <0058> ですが、どれもきっと、大したものではないと思います。
<0058> ですが、どれもきっと、大したものではないと思います。

// <0059> ですので今日は、私が知っている本当の呪いの話をお送りさせていただきます。
<0059> ですので今日は、私が知っている本当の呪いの話をお送りさせていただきます。

// <0060> これは本当に危険な話ですが、どうかオカルト研究会の皆さんに、真偽を確かめてもらえればと思います。
<0060> これは本当に危険な話ですが、どうかオカルト研究会の皆さんに、真偽を確かめてもらえればと思います。

// <0061> 瑚太朗
<0061> 瑚太朗

// <0062> 「ほほう、ずいぶんと期待を持たせるじゃないか」
<0062> 「ほほう、ずいぶんと期待を持たせるじゃないか」

// <0063> 皆さんは、呪われた少女、「アサヒハルカ」の話をご存知でしょうか？
<0063> 皆さんは、呪われた少女、「アサヒハルカ」の話をご存知でしょうか？

