// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A

// <0003> １０月７日(木)
<0003> １０月７日(木)

// <0004> 瑚太朗＿体験版
<0004> 瑚太朗＿体験版

// <0005> 「………」
<0005> 「………」

// <0006> 小鳥＿体験版
<0006> 小鳥＿体験版

// <0007> 「しょんぼりしてる」
<0007> 「しょんぼりしてる」

// <0008> 瑚太朗＿体験版
<0008> 瑚太朗＿体験版

// <0009> 「げんなりしてるんだ…」
<0009> 「げんなりしてるんだ…」

// <0010> 瑚太朗＿体験版
<0010> 瑚太朗＿体験版

// <0011> 「あと寝不足かな」
<0011> 「あと寝不足かな」

// <0012> 小鳥＿体験版
<0012> 小鳥＿体験版

// <0013> 「不眠？」
<0013> 「不眠？」

// <0014> 瑚太朗＿体験版
<0014> 瑚太朗＿体験版

// <0015> 「怖眠だな」
<0015> 「怖眠だな」

// <0016> 昨日の夜のこと。
<0016> 昨日の夜のこと。

// <0017> 十二分な恐怖体験だが、朝に目が覚めると、部屋から足形が消え去った後だった。
<0017> 十二分な恐怖体験だが、朝に目が覚めると、部屋から足形が消え去った後だった。

// <0018> …夢で済まされないような事態が続いている。
<0018> …夢で済まされないような事態が続いている。

// <0019> 小鳥＿体験版
<0019> 小鳥＿体験版

// <0020> 「妙だね」
<0020> 「妙だね」

// <0021> 小鳥＿体験版
<0021> 小鳥＿体験版

// <0022> 「君んちのベランダガーデン、安眠効果の高いハーブが植わってるのに」
<0022> 「君んちのベランダガーデン、安眠効果の高いハーブが植わってるのに」

// <0023> 瑚太朗＿体験版
<0023> 瑚太朗＿体験版

// <0024> 「ベランダのアレか？　そんな効果があったのか？」
<0024> 「ベランダのアレか？　そんな効果があったのか？」

// <0025> 小鳥＿体験版
<0025> 小鳥＿体験版

// <0026> 「リラックス効果、加湿効果、空気清浄効果、心理的効果」
<0026> 「リラックス効果、加湿効果、空気清浄効果、心理的効果」

// <0027> 小鳥＿体験版
<0027> 小鳥＿体験版

// <0028> 「個々の組み合わせで、様々な効き目が」
<0028> 「個々の組み合わせで、様々な効き目が」

// <0029> 瑚太朗＿体験版
<0029> 瑚太朗＿体験版

// <0030> 「寒いから窓閉じてんだけど…」
<0030> 「寒いから窓閉じてんだけど…」

// <0031> 小鳥＿体験版
<0031> 小鳥＿体験版

// <0032> 「それでも効果があるようにしてある」
<0032> 「それでも効果があるようにしてある」

// <0033> 小鳥＿体験版
<0033> 小鳥＿体験版

// <0034> 「どんな隙間からでも室内に入り込んで、わずかな量でも中の人間に確実な影響を引き起こす…」
<0034> 「どんな隙間からでも室内に入り込んで、わずかな量でも中の人間に確実な影響を引き起こす…」

// <0035> 瑚太朗＿体験版
<0035> 瑚太朗＿体験版

// <0036> 「超高性能の毒ガスみたいな説明だな」
<0036> 「超高性能の毒ガスみたいな説明だな」

// <0037> うちのベランダは、小鳥が趣味で作ったガーデンで埋まっている。
<0037> うちのベランダは、小鳥が趣味で作ったガーデンで埋まっている。

// <0038> いわゆるガーデニングというやつ。
<0038> いわゆるガーデニングというやつ。

// <0039> 小鳥はうちの両親から金を出してもらって、やりたい放題やっていた。
<0039> 小鳥はうちの両親から金を出してもらって、やりたい放題やっていた。

// <0040> 外国の高いハーブとか、道具とか、そういうものを輸入しまくった。
<0040> 外国の高いハーブとか、道具とか、そういうものを輸入しまくった。

// <0041> 小鳥＿体験版
<0041> 小鳥＿体験版

// <0042> 「実際、かなり強いハーブも植えてある」
<0042> 「実際、かなり強いハーブも植えてある」

// <0043> 瑚太朗＿体験版
<0043> 瑚太朗＿体験版

// <0044> 「ハーブの効果ってあるかないかくらいのもんなんじゃないの？」
<0044> 「ハーブの効果ってあるかないかくらいのもんなんじゃないの？」

// <0045> 小鳥＿体験版
<0045> 小鳥＿体験版

// <0046> 「ノー」
<0046> 「ノー」

// <0047> 瑚太朗＿体験版
<0047> 瑚太朗＿体験版

// <0048> 「おお小鳥、そんな怪奇植物を俺のベランダに気軽に植えないでおくれ…」
<0048> 「おお小鳥、そんな怪奇植物を俺のベランダに気軽に植えないでおくれ…」

// <0049> 小鳥＿体験版
<0049> 小鳥＿体験版

// <0050> 「朝顔ってどれもヤバいよねぇ」
<0050> 「朝顔ってどれもヤバいよねぇ」

// <0051> 瑚太朗＿体験版
<0051> 瑚太朗＿体験版

// <0052> 「言い方がいちいち怖いんだが…」
<0052> 「言い方がいちいち怖いんだが…」

// <0053> 小鳥＿体験版
<0053> 小鳥＿体験版

// <0054> 「オリジナルブレンド、ここ大事」
<0054> 「オリジナルブレンド、ここ大事」

// <0055> 小鳥＿体験版
<0055> 小鳥＿体験版

// <0056> 「あくまで計算されたハーブ同士のコンビネーション効果がキモなんだから」
<0056> 「あくまで計算されたハーブ同士のコンビネーション効果がキモなんだから」

// <0057> 小鳥＿体験版
<0057> 小鳥＿体験版

// <0058> 「世界にたったひとつ、瑚太朗君のためだけのガーデンです」
<0058> 「世界にたったひとつ、瑚太朗君のためだけのガーデンです」

// <0059> 小鳥＿体験版
<0059> 小鳥＿体験版

// <0060> 「また最近、いろいろ新しいの仕入れた」
<0060> 「また最近、いろいろ新しいの仕入れた」

// <0061> 小鳥＿体験版
<0061> 小鳥＿体験版

// <0062> 「今度いろいろ持っていくね」
<0062> 「今度いろいろ持っていくね」

// <0063> 小鳥＿体験版
<0063> 小鳥＿体験版

// <0064> 「効能に希望とかある？　不安解消から鎮痛効果までなんでもござれだよ」
<0064> 「効能に希望とかある？　不安解消から鎮痛効果までなんでもござれだよ」

// <0065> 瑚太朗＿体験版
<0065> 瑚太朗＿体験版

// <0066> 「じゃ除霊ハーブ」
